# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sblrc_blr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = sblrc-blr.data.R
# init = 2 (Default)
# random
#   seed = 1540963
# output
#   file = 0.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-165.157,0.842681,0.0414495,4,15,0,167.316,1.00128,0.999248,1.00027,0.999878,1.00003,1.01737
-165.155,0.950309,0.0478063,3,7,0,167.56,1.0016,1.00028,0.99907,1.00081,1.00019,1.07762
-165.155,0.044045,0.0774732,4,15,0,172.65,1.0016,1.00028,0.99907,1.00081,1.00019,1.07762
-165.814,0.999687,0.00742225,5,31,0,166.92,1.00142,1.00083,0.999127,1.00106,1.00042,1.06948
-166.285,0.996814,0.0141734,6,63,0,167.894,1.00132,1.00082,0.999175,1.0011,1.0007,1.03788
-166.247,0.981712,0.0266667,3,7,0,168.824,1.00154,1.00117,0.999682,1.00002,0.999954,1.01823
-169.795,0.794319,0.04756,4,15,0,172.335,1.00049,1.00037,0.998713,0.999984,1.00074,1.26486
-166.217,0.979211,0.0477047,2,3,0,170.644,1.00082,1.00027,0.999973,0.999708,1.00011,1.21162
-166.217,0.116047,0.0834866,3,7,0,172.58,1.00082,1.00027,0.999973,0.999708,1.00011,1.21162
-162.939,0.994966,0.0110493,6,63,0,168.644,0.999269,0.998001,0.997169,0.998038,0.99753,0.970404
-162.953,0.943354,0.0203445,3,7,0,165.87,0.998523,0.99737,0.997241,0.997946,0.997908,0.999516
-165.528,0.788116,0.0318902,2,3,0,167.027,0.998229,0.997404,0.997388,0.996616,0.997431,1.00908
-165.555,0.947351,0.0316068,4,31,0,169.951,1.00194,1.0003,1.0009,1.00092,1.00085,1.07709
-163.603,0.989314,0.0495891,3,7,0,166.21,1.00089,1.00049,0.999574,1.00044,0.999557,1.04015
-163.603,0.0146799,0.0870606,2,5,0,167.651,1.00089,1.00049,0.999574,1.00044,0.999557,1.04015
-163.698,0.998692,0.00957404,4,15,0,164.444,1.00078,1.00065,0.999431,1.00019,1.00001,1.0432
-163.85,0.951993,0.0173382,3,7,0,166.73,1.00058,1.00059,0.999213,0.999972,0.999784,1.06316
-167.753,0.900866,0.0272974,5,31,0,172.98,0.997364,0.995824,0.995683,0.996378,0.995602,0.973912
-168.109,0.790563,0.037037,3,7,0,171.514,0.997145,0.996807,0.99564,0.996088,0.995542,0.979512
-166.496,1,0.0369627,2,3,0,168.987,0.996876,0.996819,0.9959,0.996757,0.996371,0.965898
-166.085,0.887642,0.0651543,3,7,0,168.649,0.998951,0.997076,0.996704,0.997722,0.997236,0.890378
-166.085,4.04786e-05,0.0840695,3,15,0,167.271,0.998951,0.997076,0.996704,0.997722,0.997236,0.890378
-163.342,0.986427,0.0100824,5,47,0,170.627,0.998631,0.9986,0.997845,0.998633,0.998554,1.00564
-163.959,0.994963,0.0170871,4,15,0,165.965,1.00008,0.998116,0.998012,0.998589,0.997969,0.962737
-163.822,1,0.0293659,4,15,0,165.354,0.999344,0.998506,0.998048,0.998472,0.997648,1.12906
-162.922,0.951503,0.0506982,2,3,0,164.611,0.999501,0.998045,0.997613,0.998419,0.998366,1.1145
-162.737,0.776748,0.0765423,3,7,0,163.873,1.00055,0.999318,0.998564,0.999155,0.99953,1.0275
-166.504,0.215638,0.073298,3,7,0,168.891,0.999744,0.997061,0.998538,0.998407,0.998449,1.08363
-162.902,0.999784,0.0168031,3,7,0,167.293,0.999306,0.998375,0.998644,0.998584,0.9984,1.08484
-162.997,0.966291,0.028629,3,7,0,164.542,0.999497,0.998769,0.997722,0.998872,0.997933,1.09242
-162.997,0.701583,0.0444847,2,7,0,168.685,0.999497,0.998769,0.997722,0.998872,0.997933,1.09242
-165.795,0.781868,0.0354984,2,3,0,167.07,1.00005,0.998457,0.998041,0.997913,0.999352,1.08696
-165.804,0.974268,0.0346635,3,15,0,168.22,0.999614,0.998652,0.997742,0.998172,0.999501,1.10645
-165.44,0.93977,0.0543155,2,7,0,167.911,1.00003,0.999782,0.999465,0.999898,0.998395,1.03806
-164.109,0.30456,0.0777359,3,7,0,166.226,1.00056,0.999692,0.999265,0.999046,0.998724,1.03261
-161.958,0.992079,0.0237617,2,7,0,164.703,1.00037,0.999461,0.998826,0.999465,0.999363,1.02689
-165.804,0.651526,0.0385901,3,7,0,166.2,0.999707,1.00024,0.998423,0.999312,0.999788,1.0405
-165.23,0.996373,0.0275933,3,15,0,170.334,1.00105,1.00001,1.00005,1.00002,0.999092,1.10717
-170.961,0.533853,0.0449197,3,11,0,175.499,0.999607,1.00012,0.999951,0.998258,0.999022,1.01636
-169.647,1,0.0244197,3,7,0,174.777,0.999914,1.00009,0.999695,0.998264,0.999573,1.00296
-169.356,0.952041,0.0398581,3,15,0,174.411,0.998374,0.999373,0.996493,0.997876,0.998217,1.19076
-164.753,0.929297,0.0578121,3,15,0,171.336,0.998704,0.997272,0.997153,0.997291,0.996907,1.13524
-164.753,0.000117689,0.0791713,1,1,0,171.365,0.998704,0.997272,0.997153,0.997291,0.996907,1.13524
-164.327,0.999175,0.0127837,4,15,0,165.309,0.998964,0.997564,0.997121,0.997309,0.997169,1.12245
-163.717,0.997944,0.0206442,3,7,0,165.216,0.998912,0.99775,0.996687,0.997637,0.997933,1.11062
-164.88,0.942583,0.0330426,4,31,0,166.562,0.997953,0.997815,0.997575,0.998226,0.99713,1.04299
-165.778,0.877681,0.0464086,3,11,0,169.655,0.998678,0.997508,0.996402,0.99696,0.997583,1.17991
-162.555,1,0.0561237,2,7,0,167.491,0.999061,0.998347,0.9977,0.998928,0.998005,1.04427
-162.555,0.0352718,0.0889072,3,11,0,163.598,0.999061,0.998347,0.9977,0.998928,0.998005,1.04427
-163.843,0.972836,0.01656,4,31,0,165.478,0.999997,0.999157,0.998574,0.998351,0.999228,0.985603
-163.579,0.99349,0.0247513,3,7,0,164.632,0.999041,0.998242,0.997684,0.999192,0.99798,0.990138
-166.669,0.946439,0.0385185,4,15,0,170.699,0.999124,0.99797,0.997421,0.998992,0.998091,1.2515
-163.106,0.941515,0.0538326,3,7,0,168.876,0.999858,0.998539,0.997561,0.998894,0.998347,0.939316
-165.719,0.097165,0.0741484,3,7,0,167.351,0.998458,0.997445,0.996854,0.998712,0.997053,1.087
-162.951,0.997768,0.0165646,5,31,0,167.409,0.999245,0.998481,0.997339,0.998686,0.998596,0.961014
-162.355,0.90924,0.0258055,3,7,0,165.098,0.99933,0.998548,0.998296,0.998474,0.997988,1.01016
-162.268,0.809968,0.0331381,2,7,0,166.204,0.999291,0.998465,0.997816,0.99906,0.998542,1.0212
-162.45,0.9994,0.0343996,3,11,0,162.821,1.00029,0.999278,0.998783,0.998919,0.998897,0.979574
-165.151,0.477053,0.0531592,2,7,0,168.128,0.999266,0.998589,0.99681,0.999255,0.998001,1.06149
-168.528,0.887943,0.0274185,3,7,0,170.819,0.999044,0.998211,0.99955,0.997853,0.998019,1.09407
-163.081,1,0.0334815,2,3,0,168.092,0.999135,0.998313,0.998492,0.998433,0.998249,1.09791
-167.011,0.338417,0.051444,2,3,0,168.752,0.999185,0.998407,0.998092,0.99964,0.997448,1.11031
-163.378,0.99768,0.0201536,3,7,0,168.531,0.998727,0.998085,0.997596,0.997726,0.997929,1.12305
-164.745,0.934104,0.0307585,3,7,0,166.53,0.998541,0.997149,0.996565,0.998047,0.997587,1.14434
-165.731,0.845001,0.0410585,3,7,0,169.066,0.999214,0.998985,0.996507,0.998607,0.998388,1.01865
-167.09,0.915657,0.0456128,3,7,0,168.499,1.00019,0.998512,0.999505,0.998075,0.998428,1.04641
-166.127,0.914979,0.0583692,2,3,0,169.687,0.998655,0.999184,0.997128,0.999261,0.998468,1.0753
