# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sblrc_blr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = sblrc-blr.data.R
# init = 2 (Default)
# random
#   seed = 1540963
# output
#   file = 2.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-477.622,0.99736,0.00317618,3,7,0,499.98,1.18425,1.18234,1.20125,1.19863,1.17874,16.2679
-465.026,0.950532,0.0060584,2,3,0,478.612,1.16717,1.16902,1.18238,1.18394,1.17291,16.3196
-439.996,1,0.0100358,2,3,0,465.19,1.14417,1.14336,1.15218,1.13736,1.13402,16.6799
-439.996,6.63072e-05,0.0194466,1,3,1,444.668,1.14417,1.14336,1.15218,1.13736,1.13402,16.6799
-431.096,0.98776,0.00169644,4,15,0,444.383,1.11338,1.13323,1.12533,1.13459,1.12197,16.8555
-430.071,0.983775,0.00321041,4,15,0,434.371,1.10587,1.13578,1.11853,1.12733,1.11727,16.7189
-404.858,0.796835,0.00597273,5,31,0,441.22,0.909782,0.906569,0.88815,0.917142,0.897571,11.5003
-370.687,1,0.00626641,4,15,0,404.038,0.950857,0.946828,0.943515,0.954723,0.940786,11.6686
-370.687,1.91791e-06,0.0121292,1,3,0,373.131,0.950857,0.946828,0.943515,0.954723,0.940786,11.6686
-369.662,0.999993,0.0011802,4,15,0,372.245,0.950527,0.942797,0.944951,0.954213,0.94602,11.6587
-357.677,0.999284,0.00229924,4,15,0,370.993,0.978424,0.983809,0.981625,0.982999,0.978232,11.6595
-334.117,0.933193,0.00442643,4,31,0,361.519,1.00892,1.00378,1.00568,1.00776,1.00363,9.31847
-334.117,0.104901,0.00696185,2,3,0,335.888,1.00892,1.00378,1.00568,1.00776,1.00363,9.31847
-338.062,0.956438,0.000999402,3,15,0,339.229,0.999347,1.00187,1.01091,1.01332,1.00592,9.3049
-338.461,0.996696,0.00169051,3,15,0,342.676,1.0162,1.0156,1.01448,1.00723,1.00424,9.32529
-335.979,0.989972,0.00317802,2,7,0,341.392,0.998193,1.00408,1.00103,1.01125,1.00696,9.20479
-336.146,0.620689,0.00580222,2,3,0,339.443,1.01398,1.00561,1.00636,0.99855,1.00396,9.20773
-330.935,0.988421,0.00375023,3,11,0,338.267,1.00325,1.00886,1.00704,1.00927,0.999779,8.87834
-330.468,1,0.0067422,2,3,0,331.947,1.00905,1.00959,1.00581,1.01041,1.00879,8.95922
-330.468,1.67707e-61,0.0123907,1,1,0,336.836,1.00905,1.00959,1.00581,1.01041,1.00879,8.95922
-324.685,0.945892,0.00149104,5,47,0,335.64,1.0031,1.00649,0.994612,1.00218,0.999674,8.36462
-320.275,0.996828,0.00237411,4,23,0,325.928,0.993914,0.993678,0.997666,0.994462,0.995553,8.10648
-320.846,0.621072,0.00429832,2,7,0,322.681,0.999873,0.995313,0.99539,0.998279,0.994841,8.16968
-319.976,0.764127,0.00284693,4,15,0,325.243,0.990961,0.98838,0.987318,0.994022,0.990079,8.00521
-320.366,0.835198,0.00276434,3,7,0,322.897,0.994086,0.991683,0.98843,0.992073,0.985589,7.98227
-320.058,0.876676,0.00323181,2,3,0,323.484,0.996462,0.9927,0.985369,0.990022,0.993874,7.95761
-318.591,0.886133,0.0041955,2,7,0,322.609,0.994154,0.999964,1.00492,0.998865,0.998216,7.80061
-317.72,0.195953,0.00555691,3,7,0,321.962,0.989864,0.99611,0.997901,0.988668,0.99505,7.65892
-318.572,0.970299,0.00126153,3,15,0,323.322,0.991669,0.996151,0.991459,0.992032,0.984681,7.72282
-314.944,0.997879,0.00207638,3,15,0,320.246,0.99499,0.98837,0.99159,0.990506,0.996111,7.58299
-315.247,0.679655,0.00363459,4,15,0,321.354,1.00848,1.00826,1.00223,1.00689,1.0037,7.63834
-317.134,0.913687,0.00285386,4,15,0,319.168,0.995372,0.990197,0.998587,0.995559,0.995819,7.77658
-312.039,0.985827,0.00401171,3,11,0,319.072,1.00308,1.00055,1.00009,1.00192,1.00365,7.47338
-312.039,3.06454e-10,0.0066982,1,1,0,316.246,1.00308,1.00055,1.00009,1.00192,1.00365,7.47338
-310.919,0.973003,0.00100216,4,27,0,315.205,1.00326,1.00261,1.00258,1.00158,0.997212,7.3279
-312.59,0.961281,0.00162534,3,7,0,313.672,1.00245,0.999819,1.00301,1.00017,1.00792,7.35774
-311.797,0.993448,0.00254485,2,7,0,314.57,1.00577,1.00391,0.999414,1.00584,1.00355,7.40493
-311.554,0.559769,0.00427527,3,15,0,315.803,0.993839,0.997595,0.999518,0.994665,0.994298,7.35248
-290.905,0.754653,0.00254788,5,58,1,317.426,0.984615,0.986612,0.986711,0.982459,0.982678,5.67409
-289.848,0.905017,0.0024198,2,3,0,292.689,0.989245,0.983576,0.982811,0.988351,0.989687,5.65136
-287.756,0.334345,0.00326932,2,3,0,296.149,0.987812,0.990077,0.985031,0.985835,0.986075,5.62687
-289.411,0.947194,0.00116626,5,39,0,293.356,1.01305,1.01503,1.00677,1.01657,1.01222,5.46559
-293.65,0.87516,0.00173751,3,7,0,294.968,1.01474,1.01428,1.00587,1.0195,1.01454,5.46933
-283.244,0.918131,0.00218213,5,47,0,302.665,0.989885,0.982522,0.980046,0.976775,0.983425,4.72896
-276.673,0.959074,0.00301336,4,15,0,281.694,0.98087,0.982502,0.980457,0.981948,0.984559,4.70689
-276.673,0.114132,0.00454652,1,3,0,277.897,0.98087,0.982502,0.980457,0.981948,0.984559,4.70689
-270.812,0.972637,0.00101624,4,15,0,278.624,0.988412,0.992285,0.988464,0.99126,0.992916,4.67207
-229.625,0.816943,0.00158233,6,89,1,272.578,1.00203,0.998214,0.998866,1.00153,1.00117,3.05217
-230.615,0.494497,0.00173224,3,15,0,234.984,1.00139,0.996989,0.999073,1.00069,1.00018,3.08952
-228.572,0.981839,0.000927725,2,3,0,231.254,1.00046,0.998668,0.998958,0.998636,0.998512,3.09192
-228.283,0.897307,0.00146206,2,7,0,229.414,0.999405,0.999541,0.998155,0.999237,0.999223,3.08345
-229.712,0.438251,0.00190454,4,15,0,231.556,0.99735,0.994617,0.996504,0.997798,0.996396,3.0749
-230.388,0.941652,0.000911251,3,7,0,231.812,0.995739,0.997854,0.994871,0.995201,0.997097,3.07778
-228.694,0.93777,0.0013054,2,3,0,230.887,0.996762,0.996619,0.995168,0.997285,0.996033,3.0791
-229.005,0.787386,0.00184648,3,11,0,230.828,1.00429,1.00209,1.00351,1.00133,1.00203,3.03849
-228.721,0.656497,0.00188593,4,15,0,230.776,0.99422,0.995564,0.995137,0.995016,0.994651,3.03075
-227.701,0.944364,0.00145763,4,15,0,230.598,1.00065,1.00113,1.00177,1.0027,0.999966,2.99912
-226.769,0.245201,0.00207606,3,15,0,231.83,0.999296,0.997791,0.99431,0.996395,0.997851,2.95932
-225.56,0.958463,0.000676898,5,63,0,234.158,0.998014,0.998553,0.9998,0.999751,0.99735,2.92256
-224.9,0.940693,0.000992796,3,15,0,227.7,1.00185,0.998509,0.997701,0.999353,0.999517,2.93135
-224.905,0.795201,0.00139722,3,11,0,226.888,0.999741,1.00043,1.00055,1.00014,0.998091,2.91951
-194.931,0.79227,0.00144957,6,76,1,225.73,0.999761,0.997373,0.998486,0.998451,0.999698,2.01407
-194.931,0.148187,0.00149393,3,15,0,200.443,0.999761,0.997373,0.998486,0.998451,0.999698,2.01407
-197.297,0.967778,0.000411413,4,31,0,198.162,1.00148,1.00227,1.00025,1.00109,0.998786,2.01561
-196.067,0.900348,0.00060977,3,7,0,201.385,1.00084,1.00188,0.998543,1.00017,1.00069,2.01335
-198.947,0.567614,0.000784966,2,3,0,201.73,1.00026,0.999542,0.997494,1.00228,0.999901,2.01431
-194.341,0.991222,0.000515038,3,7,0,200.162,0.999983,0.999209,0.999466,0.998466,0.999988,2.01319
-192.261,0.870193,0.000794002,5,35,0,197.106,1.00046,1.00052,0.999847,1.00024,1.00082,1.95994
-194.114,0.963917,0.000956916,4,31,0,195.571,0.997018,0.996566,0.996169,0.996272,0.997503,1.99502
-194.223,0.467747,0.0013866,3,15,0,196.595,0.997893,0.997247,0.998187,0.99664,0.998197,1.98403
-193.749,1,0.000750159,3,7,0,194.795,0.99725,0.996688,0.997252,0.995993,0.997118,1.97886
-193.749,0.279615,0.00116377,3,15,0,199.641,0.99725,0.996688,0.997252,0.995993,0.997118,1.97886
-192.813,0.983691,0.000438252,3,7,0,195.051,0.99812,0.997254,0.997473,0.997066,0.996543,1.97879
-192.23,0.985318,0.00065729,4,23,0,193.789,0.998372,0.998332,0.9978,0.998082,0.997096,1.9706
-192.526,0.923365,0.000984996,2,3,0,193.227,0.998334,0.998059,0.996022,0.997569,0.998039,1.97041
-193.137,0.148224,0.00130445,2,7,0,198.449,0.999811,0.998622,0.999426,1.00041,0.999913,1.97145
-192.096,0.99367,0.000387979,3,7,0,194.171,1.00109,0.999961,0.998968,1.00068,0.999498,1.97026
-191.667,0.96964,0.000588605,3,7,0,192.917,1.00024,0.999762,0.998806,0.999204,0.999534,1.96973
-192.583,0.941112,0.000849648,4,19,0,193.282,0.99867,0.99685,0.997585,0.997519,0.99762,1.98375
-192.489,0.496929,0.00115784,2,3,0,194.412,0.998957,0.998037,0.996372,0.99802,0.99787,1.98471
-194.812,0.821372,0.000679825,4,31,0,196.589,1.00095,0.997287,0.998608,0.999179,0.998286,1.99645
-195.888,0.955808,0.000738074,3,7,0,197.032,0.997668,0.999638,0.997327,0.998686,0.999056,2.00226
-197.377,0.84639,0.00102979,5,31,0,200.304,0.998697,0.996582,0.994695,0.996549,0.995749,2.06101
-198.801,0.770264,0.00116809,4,23,0,201.274,1.00229,1.00019,0.998437,1.00075,1.00152,2.0827
-198.985,0.874647,0.00114892,3,7,0,201.477,1.00307,1.00184,0.998878,1.00084,1.00033,2.07856
-198.194,0.589101,0.00137057,2,3,0,200.826,1.0034,1.0003,0.999765,1.00151,1.00102,2.07874
-197.609,0.87117,0.000964966,2,3,0,200.433,1.0024,1.00081,1.00183,1.00018,1.00115,2.07746
-197.221,0.989618,0.00114262,4,15,0,198.285,0.997046,0.99548,0.996941,0.996505,0.995393,2.05413
-197.221,0.000595431,0.001677,2,7,0,202.591,0.997046,0.99548,0.996941,0.996505,0.995393,2.05413
-198.886,0.608991,0.103996,3,7,0,199.932,0.996258,0.997525,0.995776,0.994581,0.996256,2.05087
-198.886,0,0.734838,0,1,1,201.47,0.996258,0.997525,0.995776,0.994581,0.996256,2.05087
-198.886,0.135841,0.100596,2,3,0,204.461,0.996258,0.997525,0.995776,0.994581,0.996256,2.05087
-198.332,0.998281,0.0126344,5,63,0,204.626,1.00164,0.998533,0.998807,1.00166,0.999768,2.05821
-184.439,0.998543,0.0161902,7,175,0,201.269,1.00069,0.999744,0.999497,1.00005,0.999779,1.77775
-185.519,0.867699,0.0244171,2,7,0,190.596,1.0006,1.00029,0.999579,0.999485,1.00055,1.77795
-187.15,0.966509,0.0271493,3,7,0,187.939,1.00059,1.00068,1.00042,0.998824,1.00016,1.77817
-187.2,0.936082,0.0429126,4,23,0,192.225,0.997816,0.995077,0.995104,0.995766,0.994844,1.75054
-176.384,0.624893,0.0638195,6,95,1,191.032,1.00182,1.00082,1.00065,0.999838,0.999579,1.47843
-175.757,0.997334,0.0362193,4,31,0,177.585,1.00052,1.00032,0.998786,0.998917,0.998239,1.46889
-172.346,0.986578,0.0672863,5,47,0,175.066,0.999573,0.998697,0.99754,0.998568,0.999169,1.43033
-172.346,9.35172e-10,0.121681,1,1,0,176.681,0.999573,0.998697,0.99754,0.998568,0.999169,1.43033
-174.489,0.989466,0.0098603,4,15,0,175.692,1.00008,0.997599,0.997428,0.998962,0.999353,1.43194
-172.884,0.999128,0.0182312,4,15,0,176.11,0.999932,0.999234,0.998965,0.998706,0.998078,1.43383
-174.413,0.929949,0.0346822,3,15,0,176.799,0.99874,0.99682,0.99845,0.998263,0.99832,1.43274
-173.209,0.90909,0.0530006,5,39,0,177.593,0.998512,0.997935,0.999416,0.998457,0.998598,1.37063
-172.388,0.553514,0.0756854,2,3,0,175.26,0.9996,0.999692,0.997009,0.998868,0.999193,1.36951
-171.856,0.989731,0.0363491,5,35,0,175.3,1.00142,1.00026,0.999451,0.999714,0.999708,1.40705
-174.148,0.374837,0.066298,3,7,0,178.048,1.00218,1.00118,1.00124,1.00238,1.00143,1.4099
-172.786,0.991808,0.0188809,4,15,0,175.467,0.999947,0.998665,0.99986,0.99995,0.999419,1.41011
-173.301,0.998686,0.0345694,3,7,0,174.346,1.00137,1.00084,0.998785,1.0002,1.00058,1.40735
-171.924,0.334279,0.0639973,2,3,0,180.331,1.00041,0.999564,0.999996,1.00037,0.999462,1.40916
-171.314,0.999583,0.016729,4,23,0,172.777,1.00063,0.999117,0.998746,0.998928,0.999518,1.40686
-172.208,0.98617,0.0309504,5,55,0,173.645,0.999754,0.997751,0.997629,0.998162,0.998145,1.43529
-173.652,0.690513,0.0545372,3,15,0,175.108,0.999161,0.997121,0.996001,0.99727,0.996865,1.42909
-172.392,0.994776,0.0409044,3,7,0,174.488,0.998201,0.997616,0.997074,0.998432,0.997709,1.42826
-174.019,0.567129,0.0730087,2,7,0,175.471,0.998145,0.996584,0.996354,0.996732,0.997976,1.42926
-171.871,0.954506,0.0388251,5,39,0,175.19,1.00161,1.0001,0.999589,1.00021,1.00041,1.4095
-172.545,0.27962,0.0613836,2,3,0,177.425,1.00072,0.999861,1.00068,0.99987,0.999958,1.40891
-171.598,0.997581,0.0149364,6,95,0,173.926,0.997544,0.997952,0.996953,0.997319,0.997279,1.384
-170.251,0.960081,0.0265826,6,79,0,174.186,0.998058,0.997783,0.996315,0.996627,0.997664,1.31775
-171.238,0.995399,0.0423231,4,31,0,172.215,1.00175,1.0008,1.00003,0.999797,1.00082,1.33655
-169.195,0.897348,0.0735457,4,15,0,171.765,0.998079,0.996759,0.996446,0.99764,0.997105,1.32355
-169.195,0.00013012,0.0974655,2,5,0,171.805,0.998079,0.996759,0.996446,0.99764,0.997105,1.32355
-169.434,0.995309,0.0119235,6,63,0,171.001,1.00201,1.00052,0.999914,1.00053,1.00044,1.31779
-171.598,0.9747,0.0206468,4,31,0,173.483,1.00262,1.00174,1.00175,1.00231,1.00152,1.31994
-167.581,0.995863,0.0335862,6,95,0,173.538,0.997919,0.996934,0.996382,0.997281,0.996629,1.27054
-167.581,0.325541,0.0572704,1,3,0,172.5,0.997919,0.996934,0.996382,0.997281,0.996629,1.27054
-167.258,0.979313,0.0173125,4,31,0,168.918,0.998246,0.997236,0.996743,0.997323,0.997649,1.27242
-169.036,0.889595,0.0282086,4,31,0,170.515,1.00201,0.999721,0.999558,1.00063,1.00013,1.27907
-171.618,0.80006,0.0363574,2,3,0,173.237,1.00029,1.00136,0.999594,1.00138,1.00052,1.27744
-168.644,1,0.0372801,2,3,0,172.169,1.00201,1.00001,1.00041,1.00071,1.00054,1.27631
-167.215,0.615114,0.0628918,5,39,0,171.054,0.998354,0.998432,0.996859,0.997778,0.997249,1.25473
-165.339,0.977311,0.0406205,5,47,0,167.954,0.998944,0.997751,0.996981,0.997922,0.997777,1.22329
-165.421,0.251827,0.0642729,4,15,0,167.516,0.999697,0.999219,0.998927,0.999032,0.999065,1.22636
-165.814,0.982943,0.0172133,6,95,0,168.262,1.00024,0.998531,0.99807,0.999514,0.999219,1.20735
-166.871,0.835663,0.0275926,3,7,0,169.654,0.998547,0.998577,0.997291,0.997279,0.997442,1.21001
-164.724,0.855922,0.0308291,7,143,0,172.364,1.00023,0.998706,0.998326,0.9983,0.999494,1.06071
-163.279,0.921336,0.0360941,2,3,0,166.546,0.999363,0.998053,0.998741,0.998591,0.998466,1.06142
-162.202,0.690412,0.0492431,3,11,0,164.204,0.999866,0.998785,0.998603,0.998963,0.998471,1.06416
-164.533,0.477244,0.0776337,2,7,0,164.78,0.999058,0.999484,0.998953,0.999007,0.998587,1.06883
-164.533,0,0.431711,0,1,1,166.832,0.999058,0.999484,0.998953,0.999007,0.998587,1.06883
-165.191,0.949679,0.055049,2,3,0,165.945,1.00092,0.998616,0.997996,0.999566,0.999109,1.07926
-164.336,0.946544,0.058069,2,7,0,166.778,1.00032,0.999212,0.998479,0.999706,1.00001,1.07995
-163.682,0.379558,0.0731901,3,11,0,167.032,1.00022,0.999958,0.999339,0.999076,0.99924,1.04487
-162.668,0.999881,0.0188558,4,15,0,164.214,1.00064,0.999214,0.999325,0.999939,0.999404,1.03661
-163.917,0.994454,0.031454,4,15,0,164.411,1.00096,1.00065,0.999692,1.00064,1.00036,1.02037
-165.194,0.762604,0.0546318,2,3,0,166.393,1.00214,1.00069,1.0007,1.00103,1.00084,1.01137
-163.712,0.937694,0.0473456,3,7,0,167.126,1.00143,1.0003,1.00003,1.00071,1.00048,1.01945
-163.712,0.11274,0.0721516,3,15,0,169.436,1.00143,1.0003,1.00003,1.00071,1.00048,1.01945
-167.196,0.980162,0.00818386,4,15,0,169.234,1.0018,0.999915,0.999708,1.0015,1.00033,1.01225
-164.913,0.985688,0.0145327,4,31,0,171.09,1.00058,0.999482,0.999453,1.00084,0.999798,1.01413
-162.099,0.979132,0.0263941,4,31,0,167.791,0.999878,0.998455,0.998057,0.998584,0.998396,1.04978
-162.218,0.683567,0.0469798,2,7,0,164.984,0.999428,0.998855,0.998232,0.999011,0.998997,1.03184
-161.945,0.996527,0.0331842,3,7,0,162.643,0.999724,0.999104,0.998557,0.999026,0.998536,1.02707
-165.365,0.572362,0.0622319,4,15,0,167.176,0.998317,0.996698,0.996876,0.996802,0.996596,0.979822
-167.966,0.880694,0.0314351,3,7,0,169.212,0.997518,0.996453,0.997071,0.997483,0.99629,0.977279
-166.002,1,0.0411864,3,7,0,169.321,0.99854,0.998021,0.996088,0.997298,0.997846,0.958051
-166.002,0.0321085,0.0772449,4,15,0,169.619,0.99854,0.998021,0.996088,0.997298,0.997846,0.958051
-165.913,0.999907,0.00782335,5,31,0,167.152,0.998542,0.997144,0.997768,0.997925,0.997059,0.937094
-168.54,0.938277,0.0147452,4,15,0,173.781,0.998394,0.996638,0.997175,0.997113,0.996227,0.938514
-167.182,1,0.0229396,3,7,0,170.274,0.997964,0.997199,0.996245,0.997215,0.998012,0.933068
-163.638,0.988162,0.0424759,3,7,0,166.954,0.998057,0.997481,0.997029,0.997461,0.997405,0.947844
-163.638,0.00112713,0.0752313,1,1,0,166.85,0.998057,0.997481,0.997029,0.997461,0.997405,0.947844
-163.216,0.990846,0.00767783,5,47,0,166.501,1.00006,0.998205,0.998295,0.998641,0.998751,0.94459
-164.252,0.961201,0.0137775,4,15,0,167.486,0.998607,0.998518,0.997729,0.998674,0.998491,0.932135
-164.258,0.976581,0.022512,3,7,0,165.884,1.00008,0.998568,0.997762,0.998265,0.998044,0.943008
-163.985,0.989148,0.038095,3,7,0,165.31,0.999181,0.998627,0.997235,0.998853,0.998624,0.938564
-164.066,0.962783,0.0661767,2,3,0,164.951,0.999863,0.99795,0.998121,0.998069,0.998373,0.938623
-164.066,3.10548e-18,0.105905,1,1,0,167.544,0.999863,0.99795,0.998121,0.998069,0.998373,0.938623
-163.582,0.994897,0.0120402,4,15,0,166.236,0.99913,0.999017,0.99745,0.998559,0.998616,0.954929
-163.228,0.990624,0.0211579,3,15,0,165.142,0.999319,0.998986,0.997739,0.99821,0.998081,0.95938
-164.141,0.979655,0.036416,5,31,0,166.729,1.00086,0.999622,0.999481,0.999741,0.999619,0.899788
-166.277,0.40803,0.060331,2,3,0,167.586,1.00088,1.00055,0.999374,1.00077,1.00002,0.894724
-170.501,0.893779,0.0217905,4,31,0,173.877,1.00116,0.999524,0.999935,0.999407,0.99902,0.849992
-169.068,0.960995,0.0286872,3,7,0,175.579,1.00042,0.999506,0.998828,1.00016,1.00027,0.854246
-165.547,0.952613,0.0448072,4,15,0,169.519,1.00071,0.999415,0.999155,0.999514,0.999917,0.875275
-165.547,0.122123,0.0680045,3,11,0,168.923,1.00071,0.999415,0.999155,0.999514,0.999917,0.875275
-163.839,0.9804,0.012148,5,47,0,169.753,0.999502,0.997812,0.997537,0.997873,0.998522,0.954456
-163.362,0.994106,0.0198581,3,7,0,164.949,0.999126,0.998044,0.997173,0.998274,0.998515,0.952946
-169.213,0.903273,0.0333552,3,15,0,175.304,0.995992,0.995573,0.995052,0.995673,0.99567,1.00257
-163.803,0.988827,0.0442527,4,27,0,173.395,1.00012,0.999371,0.999134,0.999219,0.998885,1.15349
-164.137,0.596971,0.0723575,2,3,0,165.261,0.999775,0.999224,0.998144,0.999504,0.999199,1.15867
-164.293,0.916268,0.0445424,3,15,0,168.444,1.00119,1.00029,0.999914,1.00011,0.999547,1.11426
-163.469,0.909743,0.0604962,3,11,0,167.044,0.999269,0.998585,0.997997,0.998803,0.998643,1.15395
-164.599,0.191718,0.0805091,3,15,0,169.1,1.0011,0.999864,1.00015,1.00098,1.00011,1.05164
-163.249,0.997246,0.0187431,4,15,0,165.491,1.00052,1.00006,0.998982,0.999571,0.999894,1.04538
-163.464,0.951421,0.03091,5,39,0,165.471,0.999142,0.999303,0.998303,0.999193,0.998249,1.00077
-162.579,0.991862,0.0453714,2,3,0,164.253,1.00004,0.998311,0.997866,0.998566,0.998337,1.00593
-165.983,0.471714,0.072919,4,15,0,169.855,1.00125,0.999908,1.00012,1.00079,1.00053,0.917283
-164.071,1,0.0341711,3,7,0,166.092,1.00113,1.0003,0.999785,1.00034,1.00003,0.925801
-165.347,0.623488,0.055718,4,15,0,167.414,1.00006,0.999138,0.998912,0.999988,0.998607,0.905252
-164.919,0.943653,0.0375964,2,7,0,168.901,1.00074,0.99908,0.998894,1.00004,0.999416,0.900263
-164.644,0.668022,0.0534346,2,3,0,166.802,0.999773,0.999673,0.998532,0.998785,0.998967,0.908198
-163.126,0.994889,0.0401436,4,23,0,166.047,0.999912,0.999672,0.998631,0.998897,0.999093,0.968078
-164.361,0.506596,0.0638076,4,31,0,166.53,0.999662,0.998126,0.997636,0.998668,0.997547,1.12406
-164.366,1,0.0333186,3,7,0,165.059,0.998853,0.998334,0.997419,0.998186,0.998724,1.13722
-167.842,0.771329,0.0533181,4,23,0,172.215,1.00005,0.999932,0.997873,0.999394,0.998316,0.889054
-165.672,0.936621,0.0508252,2,7,0,169.364,0.999709,0.998157,0.998835,0.999129,0.999231,0.906136
-162.237,0.269056,0.0700364,4,15,0,167.599,0.999951,0.998398,0.998108,0.998667,0.998673,0.971222
-162.65,0.988749,0.0219402,3,15,0,163.168,1.00012,0.998458,0.998255,0.998783,0.998415,0.966474
-167.175,0.633234,0.0339412,3,7,0,169.799,0.998842,0.999536,0.998707,0.999633,0.99918,0.950596
-165.275,1,0.0240024,3,7,0,169.946,0.999552,0.999293,0.998844,0.999068,0.997972,0.94373
-167.859,0.859933,0.0378319,2,7,0,170.247,0.999867,0.999015,0.998744,0.999376,0.997582,0.934479
-162.514,1,0.0438162,4,31,0,168.469,0.999246,0.998785,0.998344,0.999264,0.998529,1.0317
-162.514,0.00176033,0.0684597,1,1,0,168.603,0.999246,0.998785,0.998344,0.999264,0.998529,1.0317
-161.917,0.998893,0.0125947,4,15,0,163.183,0.999705,0.999208,0.998347,0.99891,0.998638,1.02624
-162.43,0.988853,0.0196673,4,31,0,163.001,1.00019,0.999323,0.998336,0.998846,0.999084,1.02883
-162.267,0.924994,0.0299166,2,7,0,163.979,1.00002,0.99907,0.997997,0.998699,0.99872,1.0285
-167.349,0.846573,0.0396042,4,31,0,170.025,0.998434,0.997066,0.997365,0.998156,0.997144,0.88026
-164.795,0.959969,0.0443596,3,11,0,169.081,0.998849,0.998888,0.998096,0.998805,0.998002,0.904184
-164.664,0.349257,0.0628258,3,11,0,168.717,0.999562,0.997703,0.99742,0.998608,0.998649,0.935001
-164.431,0.987232,0.0250469,3,7,0,165.989,0.999473,0.997989,0.997567,0.998694,0.998896,0.931039
-167.373,0.885615,0.0374916,5,63,0,168.339,0.997516,0.996908,0.996409,0.997319,0.997865,1.17419
-167.064,0.938021,0.0453816,4,31,0,171.168,0.998036,0.996751,0.995928,0.996616,0.995713,1.10036
-161.789,0.964989,0.0609993,4,15,0,167.008,1.00017,0.999161,0.998565,0.999318,0.998879,1.02813
-161.789,3.29249e-07,0.0863349,3,7,0,166.474,1.00017,0.999161,0.998565,0.999318,0.998879,1.02813
-164.076,0.966818,0.0173824,5,63,0,164.988,0.999492,0.997681,0.998437,0.998213,0.998561,0.967052
-162.391,0.919204,0.0247582,3,7,0,167.752,1,0.999242,0.998172,0.999128,0.998709,0.949888
