# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sblrc_blr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = sblrc-blr.data.R
# init = 2 (Default)
# random
#   seed = 1540963
# output
#   file = mpi.1.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-910.994,1,0.0179176,2,3,0,1503.8,-0.0370337,-0.328134,-0.430821,-0.398723,-0.120981,55.952
-726.666,1,0.0339435,3,7,0,852.008,-0.137704,-0.233247,-0.318175,-0.226879,-0.209233,81.3141
-698.579,1,0.0648221,2,3,0,720.136,-0.113456,-0.0112958,-0.146839,-0.126869,-0.122367,102.007
-698.579,1.14916e-150,0.124086,1,1,0,700.084,-0.113456,-0.0112958,-0.146839,-0.126869,-0.122367,102.007
-699.606,0.994472,0.0104922,3,7,0,700.676,-0.11378,-0.000979168,-0.152292,-0.135154,-0.133413,101.817
-697.644,1,0.0200141,2,3,0,700.397,-0.0879463,-0.0165422,-0.156089,-0.128285,-0.118745,102.07
-687.947,0.840349,0.0386624,3,7,0,701.232,0.0437286,0.0112545,-0.189137,-0.0625486,-0.0102712,97.7933
-683.812,0.900858,0.0455684,2,3,0,691.082,0.102105,-0.0132326,-0.101383,-0.0822692,0.0526692,97.1661
-675.545,0.323362,0.0645014,2,3,0,685.541,0.0598714,0.0937184,-0.0327112,0.0550391,-0.0352746,88.1675
-665.929,1,0.0160278,3,7,0,676.972,0.0505567,0.122186,-0.0179626,0.0591193,0.129177,83.9324
-655.433,0.939521,0.0306771,2,3,0,668.335,0.215882,0.156173,0.0443907,0.07287,0.168446,80.6054
-646.124,0.887848,0.0486371,2,3,0,656.088,0.224696,0.239751,0.0955255,0.17998,0.178318,82.3543
-646.124,6.70307e-06,0.0658206,2,3,0,651.256,0.224696,0.239751,0.0955255,0.17998,0.178318,82.3543
-642.491,0.999203,0.00671569,3,7,0,646.995,0.223127,0.240472,0.116972,0.208882,0.185719,78.5644
-627.286,0.970794,0.0126907,3,7,0,645.461,0.331394,0.337489,0.220632,0.236597,0.335314,77.0669
-623.032,0.972473,0.0218851,3,7,0,629.055,0.329341,0.277337,0.247892,0.277993,0.320993,71.9957
-595.455,0.607185,0.0375846,2,7,1,624.315,0.44725,0.439199,0.394302,0.430166,0.441145,66.0631
-587.668,0.765087,0.02293,2,3,0,599.3,0.469275,0.507275,0.419987,0.444339,0.467013,60.9899
-541.896,0.828686,0.0219017,3,7,0,593.223,0.69912,0.665703,0.658907,0.685668,0.713858,52.9845
-521.967,0.631467,0.0249579,2,3,0,546.114,0.739129,0.766594,0.707244,0.696286,0.744787,43.7555
-516.614,0.752101,0.0165367,3,7,0,527.48,0.759575,0.733751,0.695893,0.767619,0.747159,41.7184
-518.143,0.933531,0.0153086,3,7,0,520.463,0.740421,0.754972,0.736197,0.705635,0.742468,42.6527
-519.767,0.596982,0.0231314,2,3,0,523.196,0.736502,0.803979,0.745083,0.719037,0.741619,42.752
-511.331,0.939305,0.0141255,3,7,0,522.844,0.823861,0.737656,0.786253,0.819267,0.806018,41.5199
-495.152,0.664903,0.0215397,2,7,1,513.28,0.832484,0.883392,0.840617,0.806745,0.853891,38.113
-490.26,1,0.0158549,2,3,0,497.399,0.872575,0.855971,0.852688,0.818199,0.862966,37.7908
-490.306,0.778653,0.0281038,2,3,0,492.902,0.813621,0.853088,0.851092,0.866952,0.853224,36.9292
-485.606,0.365051,0.0278361,2,3,0,490.034,0.856882,0.853505,0.87041,0.864431,0.845942,36.663
-488.087,0.820843,0.00952967,4,15,0,493.738,0.821461,0.839103,0.821412,0.877205,0.858459,35.2793
-417.357,0.711692,0.0105954,4,17,1,487.968,1.10414,1.07348,1.10234,1.10947,1.08498,15.7014
-407.693,1,0.00892181,2,3,0,416.599,1.08456,1.07862,1.09258,1.09961,1.07928,15.6359
-407.693,0.0134847,0.0155314,1,3,0,409.835,1.08456,1.07862,1.09258,1.09961,1.07928,15.6359
-395.361,1,0.00229307,4,15,0,409.078,1.06675,1.07136,1.07071,1.05876,1.06969,14.8928
-390.9,1,0.00399724,3,7,0,396.009,1.05423,1.05357,1.05705,1.06697,1.04775,14.8138
-366.313,0.925487,0.0069107,4,23,0,391.308,0.970355,0.969046,0.961731,0.963375,0.968475,12.4
-366.313,0.0660165,0.0098824,2,7,1,368.123,0.970355,0.969046,0.961731,0.963375,0.968475,12.4
-350.055,0.918068,0.00175299,6,116,1,367.806,1.02732,1.02738,1.02758,1.0236,1.02535,10.5338
-354.752,0.735511,0.00247245,2,7,0,356.542,1.02507,1.02824,1.02815,1.01088,1.02801,10.4931
-357.346,0.977512,0.00224333,4,15,0,361.957,1.01765,1.01787,1.01905,0.998052,1.01267,10.9315
-298.104,0.902859,0.00361826,6,63,0,355.782,1.00616,1.00137,1.001,1.00399,1.00329,6.44494
-298.104,3.14337e-06,0.00486173,2,7,0,303.092,1.00616,1.00137,1.001,1.00399,1.00329,6.44494
-296.759,0.95882,0.000785557,5,47,0,303.266,0.999265,0.997615,0.998158,1.00482,1.00321,6.19975
-295.139,1,0.001209,3,7,0,298.405,0.99956,1.00299,1.00409,1.0008,0.997719,6.17738
-296.815,0.845051,0.00203451,3,7,0,299.684,1.00367,0.993853,0.998156,1.00236,1.00051,6.20642
-280.717,0.909492,0.00238204,5,31,0,299.855,0.990988,0.993898,0.989892,0.990869,0.991845,5.32752
-272.896,0.283024,0.00322343,4,29,1,294.068,1.00668,1.00784,1.00603,1.01175,1.00784,4.76439
-272.444,0.998148,0.00104946,3,15,0,274.598,1.00574,1.00832,1.00539,1.01091,1.00677,4.76029
-274.068,0.994748,0.00173561,3,7,0,275.514,1.01334,1.00934,1.01303,1.00813,1.00999,4.7633
-272.102,0.646405,0.00283036,4,15,0,277.558,0.995554,0.999346,0.993876,0.99165,0.994942,4.76184
-261.074,0.821353,0.0021122,5,60,1,273.944,1.00848,1.00772,1.00601,1.00892,1.00556,4.26508
-261.706,0.480988,0.00232911,5,31,0,266.912,0.996542,0.996539,1.00025,0.99684,0.9945,4.30703
-259.385,0.989283,0.00121289,3,7,0,262.736,0.998425,0.995826,0.994275,0.996632,0.998467,4.28406
-250.777,0.770027,0.00193414,5,61,1,262.012,1.00102,1.00382,1.00387,1.0047,1.00213,3.83774
-251.634,0.914835,0.00190385,4,15,0,253.029,1.0014,0.998828,0.994381,0.996012,0.999154,3.84113
-252.382,0.12849,0.00256287,3,11,0,261.266,0.997073,0.999643,0.994255,0.999325,0.999321,3.89716
-256.226,0.975292,0.000633931,5,39,0,260.325,1.00448,1.00054,1.00785,1.00612,1.00311,3.93756
-255.943,0.999277,0.000973392,5,31,0,259.78,0.991079,0.989089,0.988253,0.986027,0.990778,3.91882
-255.054,1,0.00156496,4,15,0,257.03,0.989582,0.990373,0.988385,0.992929,0.990295,3.93225
-255.054,0.376996,0.0025062,2,3,0,260.557,0.989582,0.990373,0.988385,0.992929,0.990295,3.93225
-257.048,0.945151,0.00107702,3,7,0,257.999,0.99236,0.989495,0.988188,0.985372,0.989881,3.91778
-255.627,1,0.00153244,3,7,0,257.029,0.992107,0.989212,0.987839,0.986479,0.989075,3.9183
-255.59,0.55307,0.0024343,2,3,0,257.484,0.988721,0.988609,0.988285,0.990486,0.987289,3.92651
-251.544,0.866284,0.00152564,5,31,0,258.619,0.995878,0.99818,0.995788,1.00045,0.997537,3.86958
-250.954,0.93352,0.00183065,4,15,0,255.045,0.998927,1.00231,0.996565,0.999944,0.995674,3.79905
-249.915,0.425606,0.0025157,2,3,0,254.499,1.00201,0.998356,1.00008,0.997323,1.00256,3.7801
-232.923,0.942822,0.00122384,6,71,0,252.985,0.999738,0.998596,0.99441,0.999062,1.00059,3.09355
-224.077,0.385879,0.0017111,5,60,1,238.11,0.998217,1.00153,0.997612,0.999101,0.998908,2.85588
-227.031,0.90207,0.000775096,3,7,0,227.814,1.00128,0.995025,0.997488,0.996789,0.995764,2.85883
-224.696,1,0.000997103,3,15,0,228.444,0.998146,1.00026,0.997592,1.00108,0.997699,2.86898
-222.625,0.912867,0.00155563,3,11,0,226.46,0.999734,1.00046,1.00062,1.00141,0.999362,2.84924
-223.872,0.911822,0.00203182,3,15,0,224.7,1.00049,1.00197,1.0016,1.00075,0.999766,2.87986
-223.872,0.00209451,0.00264099,2,7,1,227.304,1.00049,1.00197,1.0016,1.00075,0.999766,2.87986
-225.183,0.960799,0.000571114,3,15,0,226.93,1.00314,0.998788,1.0021,1.00189,1.00009,2.87678
-225.396,0.99442,0.000819695,3,7,0,227.752,1.00444,0.999306,1.00112,1.00133,1.00032,2.8783
-226.362,0.920636,0.00125168,2,3,0,228.303,1.00056,0.999575,1.00255,0.999688,1.00285,2.87588
-224.349,0.950639,0.00164948,2,7,0,228.53,1.00124,0.998516,0.997734,0.999833,0.996912,2.87847
-224.387,0.013199,0.00229716,7,143,0,225.479,0.998169,1.00094,0.998754,1.00087,0.999022,2.8734
-225.632,0.970296,0.000525621,5,39,0,228.365,0.998023,0.993356,0.995421,0.997799,0.996243,2.86343
-225.662,0.957775,0.000761476,3,7,0,228.627,0.996176,0.996316,0.992914,0.992776,0.99373,2.86207
-225.235,0.947565,0.00107337,3,7,0,228.066,0.996395,0.994226,0.996455,0.998418,0.99597,2.85451
-225.179,0.945974,0.00147918,4,19,0,227.701,0.994873,0.992703,0.995881,0.996112,0.994298,2.83118
-219.264,0.605467,0.00202623,4,28,1,225.857,1.00335,1.00075,1.00262,1.00252,1.00258,2.72488
-217.864,0.796507,0.0014587,4,23,0,223.122,0.998202,0.997366,0.999522,0.997055,0.996931,2.67044
-219.706,0.565764,0.00150584,3,11,0,222.237,0.998768,1.00063,0.997732,0.998697,0.995821,2.67318
-216.674,0.99063,0.00101056,2,7,0,220.413,0.998835,1.00013,0.99803,0.998687,0.99941,2.6694
-217.359,0.630743,0.00149735,4,31,0,220.663,0.99548,0.996637,0.994744,0.995936,0.993608,2.62982
-216.055,0.958673,0.00113665,2,3,0,218.659,0.997637,0.995137,0.995474,0.995741,0.9976,2.62332
-215.797,1,0.00158142,3,11,0,217.066,0.99941,0.998091,0.995786,0.997983,0.998715,2.63783
-215.797,1.40271e-06,0.00236654,2,5,0,223.078,0.99941,0.998091,0.995786,0.997983,0.998715,2.63783
-215.559,0.997196,0.000568586,4,31,0,216.918,0.998438,0.998558,0.996421,0.997846,0.998717,2.64086
-215.559,1.34206e-67,0.320409,1,1,0,217.053,0.998438,0.998558,0.996421,0.997846,0.998717,2.64086
-215.559,0,1.01269,0,1,1,216.344,0.998438,0.998558,0.996421,0.997846,0.998717,2.64086
-188.355,1,0.0998505,2,3,0,216.567,1.00008,1.00072,0.998657,0.999048,1.00005,1.83345
-169.964,1,0.103995,2,3,0,188.607,1.00323,1.00082,1.00145,1.00227,1.0013,1.11731
-169.964,0.127368,0.140659,2,3,0,171.964,1.00323,1.00082,1.00145,1.00227,1.0013,1.11731
-163.845,1,0.0163104,5,47,0,171.051,1.00092,1.00005,0.999341,1.0003,0.999099,1.04318
-163.476,0.964874,0.0258818,4,31,0,167.441,0.99928,0.998055,0.99787,0.997922,0.998198,1.13673
-164.367,0.868257,0.0397174,3,15,0,167.751,1.00019,0.999143,0.998017,0.998593,0.998097,0.960642
-166.343,0.849639,0.0470399,2,3,0,168.092,0.998712,0.99919,0.998196,0.998339,0.999028,0.954921
-166.53,0.961001,0.0538324,3,11,0,171.966,0.997022,0.996551,0.995256,0.996635,0.996197,1.14715
-165.959,0.615033,0.0890248,3,7,0,168.668,0.997455,0.996426,0.995283,0.996224,0.996125,1.11134
-163.976,0.887791,0.0498526,4,15,0,172.435,1.00017,0.998935,0.999001,0.999526,0.999233,1.16787
-163.798,0.996136,0.0666184,2,3,0,164.329,1.00046,0.998968,0.998671,0.999548,0.99925,1.15642
-163.798,5.86322e-08,0.125509,3,7,0,169.942,1.00046,0.998968,0.998671,0.999548,0.99925,1.15642
-165.649,0.998839,0.0105633,5,63,0,168.04,1.00071,0.999015,0.999104,0.999475,0.999632,1.22084
-165.531,0.987541,0.0203161,5,31,0,168.571,1.0019,1.00109,1.00048,1.00042,1.00043,1.02273
-166.014,0.96897,0.037548,4,15,0,168.833,1.00108,1.00086,0.999702,1.00058,1.00028,1.19875
-164.404,0.989706,0.0651587,3,7,0,168.005,1.00113,1.00085,0.999701,1.00091,1.00027,1.00417
-164.404,0.0442742,0.119617,2,3,0,165.165,1.00113,1.00085,0.999701,1.00091,1.00027,1.00417
-161.941,0.99609,0.0126961,5,47,0,166.234,1.00028,0.999184,0.998958,0.999425,0.999125,1.04065
-162.818,0.976678,0.0239,4,23,0,163.684,1.00065,0.999749,0.999634,0.999569,0.999428,1.04018
-164.859,0.970684,0.0420857,3,7,0,166.114,1.00107,1.00037,0.999709,1.00074,1.00025,0.920661
-164.613,0.347497,0.0721862,2,3,0,169.094,1.00171,0.999917,0.9999,1.00007,1.00021,0.977147
-165.33,0.987981,0.0200629,4,15,0,166.559,1.0002,1.0004,0.999666,1.00077,0.999769,1.09827
-164.453,0.999673,0.0361066,4,23,0,166.563,0.998068,0.998003,0.997056,0.998256,0.997097,0.991589
-163.189,1,0.066544,2,3,0,165.071,0.998612,0.997472,0.99714,0.997916,0.997061,1.01543
-163.189,0.574025,0.121514,2,5,0,166.335,0.998612,0.997472,0.99714,0.997916,0.997061,1.01543
-163.404,0.998081,0.0663991,2,7,0,164.79,0.998051,0.997221,0.996693,0.997309,0.996799,1.03668
-163.404,0.0134113,0.11942,1,1,0,165.135,0.998051,0.997221,0.996693,0.997309,0.996799,1.03668
-163.758,0.98788,0.0140208,6,63,0,166.425,0.998858,0.9982,0.998012,0.998925,0.998598,0.954385
-163.568,0.99878,0.0246025,4,31,0,165.985,1.00076,0.999417,0.998492,0.998904,0.999073,1.05299
-167.531,0.952043,0.0440564,4,15,0,172.098,0.998107,0.996569,0.995552,0.996669,0.996718,0.902045
-167.202,0.35254,0.0688976,3,7,0,174.818,0.998394,0.99818,0.997963,0.999262,0.998742,0.970674
-167.169,1,0.0215561,4,15,0,170.388,0.999974,0.99783,0.998232,0.999584,0.999562,1.11455
-167.287,0.943138,0.0382193,3,7,0,170.6,0.999467,0.99993,0.9984,0.99838,0.997917,1.00639
-163.262,0.948834,0.0578184,2,7,0,169.84,0.998872,0.998901,0.997958,0.998115,0.998229,1.05916
-163.39,0.38538,0.0881919,2,3,0,166.793,0.999631,0.997517,0.997849,0.998467,0.998185,1.02255
-167.392,0.975034,0.0310811,4,23,0,169.577,1.00078,1.00107,0.999723,0.999812,1.00021,1.19766
-166.815,0.711147,0.05061,2,3,0,173.528,1.00059,1.00063,1.00006,1.0007,0.999299,1.17322
-168.311,0.840231,0.0417417,3,7,0,174.005,1.00173,1.00009,0.999923,0.999829,1.00105,1.20739
-165.405,0.879736,0.0478549,3,7,0,174.726,1.00035,0.999644,0.997989,0.999722,0.998231,1.09709
-163.848,0.992039,0.0604535,2,7,0,166.922,0.999274,0.998722,0.997311,0.998307,0.998784,1.10284
-163.838,0.688953,0.100678,3,15,0,165.195,0.99932,0.997876,0.997754,0.998073,0.997414,0.952488
-163.248,0.682077,0.0786056,3,7,0,165.751,0.999464,0.998888,0.998058,0.998729,0.998805,0.905508
-162.331,0.889916,0.0605515,2,3,0,164.36,0.999483,0.998281,0.99794,0.998803,0.997999,0.978193
-164.314,0.213061,0.0777194,2,3,0,167.958,0.999358,0.999006,0.997092,0.998488,0.998682,0.97237
-164.314,0.999711,0.0192894,4,31,0,166.245,1.00024,0.998864,0.99981,0.999543,0.999417,0.978518
-164.487,0.907427,0.032377,4,15,0,168.271,1.00028,1.00026,0.998791,1.00023,0.999988,0.998672
-165.357,0.870108,0.0432761,3,7,0,168.094,1.00057,0.998969,0.999324,0.998594,0.998495,1.05497
-164.003,0.990956,0.0527263,3,7,0,167.517,0.999481,0.998884,0.997944,0.999146,0.999469,1.01563
-166.493,0.35479,0.0851721,2,3,0,168.283,1.00051,0.998841,0.999627,0.998946,0.998232,1.05279
-163.063,0.988792,0.0308211,3,7,0,168.328,1.00043,0.999394,0.998418,0.999139,0.999582,0.992086
-163.787,0.857011,0.0493858,3,15,0,167.658,0.998811,0.998246,0.99759,0.998181,0.997163,1.07425
-164.276,0.964192,0.0579925,2,7,0,166.576,0.99873,0.997949,0.996381,0.99794,0.998056,0.97827
-163.496,0.830969,0.0869122,3,7,0,165.147,0.998268,0.997486,0.99746,0.997547,0.997114,1.03678
-169.742,0.304804,0.0956062,3,11,0,171.566,0.998797,0.998857,0.998395,0.997086,0.998865,1.02923
-169.7,0.996843,0.0318519,3,7,0,172.04,0.999039,0.99706,0.996542,0.999017,0.997075,0.985767
-169.618,0.860791,0.0511637,2,3,0,174.04,0.998493,0.999142,0.99746,0.997165,0.997878,0.938702
-165.046,0.964151,0.0602369,2,3,0,169.558,0.999217,0.997243,0.997587,0.998428,0.99755,0.942368
-165.3,0.803633,0.0890819,3,7,0,166.53,0.999423,0.997207,0.997662,0.998296,0.997258,1.06404
-165.349,0.517545,0.0919074,2,7,0,169.003,0.99906,0.999333,0.997963,0.999331,0.999208,0.960284
-164.524,0.994771,0.0505069,3,7,0,167.29,1.00047,0.999591,0.997989,0.998758,0.998935,0.968753
-163.87,0.650729,0.0793698,2,3,0,166.827,0.998987,0.998151,0.998367,0.999132,0.998432,0.972588
-163.393,0.949146,0.0587108,2,7,0,166.345,0.999379,0.99819,0.997732,0.999304,0.998576,1.01044
-161.944,0.594159,0.0830706,3,11,0,165.448,1.00001,0.999332,0.998391,0.999329,0.999102,1.03099
-164.083,0.807126,0.0545715,2,3,0,164.504,1.00004,0.998183,0.999195,0.999012,0.999116,1.05695
-167.078,0.734332,0.0567826,3,7,0,168.946,0.999605,0.999397,0.999429,0.998109,0.998603,1.11781
-166.785,0.841163,0.0505835,3,7,0,172.722,1.00039,0.999085,0.997658,0.999512,0.999676,1.18902
-164.251,1,0.0565461,3,7,0,167.949,0.999784,0.997815,0.998362,0.99834,0.998948,0.974934
-163.292,0.719958,0.088163,3,11,0,165.56,0.999303,0.999467,0.998176,0.999384,0.998543,1.04154
-164.839,0.295494,0.0761486,2,3,0,169.026,1.00003,0.999324,0.997432,0.998313,0.998509,1.08684
-164.115,0.998626,0.0272359,3,7,0,166.213,1.00042,0.999089,0.997598,0.998982,0.998767,1.09865
-167.391,0.82742,0.0421946,3,15,0,171.066,1.00063,0.998684,0.997047,0.998306,0.998973,1.07887
-163.876,0.882162,0.045736,2,7,0,171.128,0.999742,0.998435,0.997402,0.998796,0.998906,1.11466
-164.425,0.906623,0.0554042,3,7,0,166.229,0.9989,0.999099,0.998018,0.998931,0.997715,1.08203
-165.66,0.947373,0.0704006,3,7,0,166.708,0.999868,0.997321,0.997455,0.997975,0.997462,1.08342
-165.964,0.351215,0.0969153,2,3,0,170.729,0.998253,0.998953,0.996956,0.998515,0.997529,1.11968
-164.204,1,0.0399483,3,7,0,167.139,1.00012,0.997776,0.998317,0.998376,0.998779,1.02624
-163.007,0.902357,0.061087,3,7,0,166.802,1.00051,0.999047,0.998491,0.999405,0.998648,1.07804
-164.206,0.86619,0.0765317,2,3,0,164.692,1.0007,0.998587,0.998846,0.999224,0.998558,1.07952
-165.71,0.588188,0.0890265,2,3,0,167.193,0.999553,0.999455,0.997833,0.999971,0.999434,1.08344
-168.635,0.898251,0.0596636,3,7,0,170.029,1.0006,0.998593,0.999303,0.998028,0.998408,1.18348
-165.101,0.860457,0.0738942,2,3,0,169.713,0.99931,0.999302,0.997351,0.999595,0.99865,1.07546
-166.139,0.581497,0.0848073,2,3,0,168.563,0.999446,0.997166,0.99809,0.997313,0.997764,1.10054
-165.029,0.982503,0.056417,3,15,0,169.071,0.99905,0.997327,0.997263,0.996885,0.99779,1.07273
-164.771,1,0.0820403,3,7,0,166.662,1.00108,1.00013,0.99933,0.99951,1.00011,0.946955
-164.771,5.62492e-16,0.122967,1,1,0,168.314,1.00108,1.00013,0.99933,0.99951,1.00011,0.946955
-165.348,0.997369,0.0268339,5,31,0,166.812,0.999559,0.998711,0.998268,0.999775,0.998321,1.17113
-165.323,0.969756,0.0400675,3,11,0,168.299,0.99964,0.99791,0.998435,0.997606,0.998774,1.04859
-164.684,1,0.0565508,3,15,0,166.442,0.999666,0.999618,0.998432,1.00011,0.998548,1.05833
-165.193,0.835801,0.0842629,3,11,0,167.624,0.997823,0.997721,0.997297,0.998255,0.997385,0.96697
-164.646,0.587068,0.0917411,2,7,0,167.757,0.999433,0.997879,0.997,0.997553,0.99833,1.11301
-163.284,0.870884,0.0625138,3,7,0,166.977,0.998914,0.998214,0.998183,0.998933,0.997902,1.01327
-166.525,0.576085,0.0727135,3,11,0,169.229,1.00087,1.00084,0.998403,1.0003,0.999534,1.00983
-167.872,0.972422,0.0487468,3,7,0,169.596,1.00089,0.999358,1.00095,1.00064,1.00054,1.09665
-164.369,0.773349,0.0684366,3,7,0,171.925,1.00018,0.998676,0.999597,0.999472,0.999577,1.08916
-163.366,0.983315,0.0663011,3,7,0,165.495,1.00036,0.999195,0.999465,1.00006,0.999654,0.980391
-163.366,0.337724,0.0945595,2,3,0,166.297,1.00036,0.999195,0.999465,1.00006,0.999654,0.980391
-164.817,0.821807,0.0411697,3,15,0,168.993,1.00069,0.998286,0.999014,0.999519,0.999235,1.09944
-163.879,0.995068,0.0436742,3,7,0,165.903,1.0002,0.998931,0.998721,0.999775,0.999748,1.09783
-162.375,0.868986,0.142982,3,11,0,165.357,0.999225,0.997998,0.997606,0.998364,0.997643,1.01054
-162.375,0,1.43861,0,1,1,166.896,0.999225,0.997998,0.997606,0.998364,0.997643,1.01054
-162.375,0.000169539,0.226555,3,11,0,167.603,0.999225,0.997998,0.997606,0.998364,0.997643,1.01054
-163.421,0.996187,0.0214725,4,15,0,164.284,0.999002,0.997976,0.996915,0.998731,0.997986,1.00241
-163.498,0.99969,0.0280139,6,63,0,164.931,0.999702,0.998756,0.99744,0.99894,0.998892,1.09962
-164.704,0.984184,0.0430425,4,31,0,166.666,1.00027,0.998251,0.997619,0.998198,0.998928,1.06803
-162.091,0.980158,0.0690505,3,15,0,166.265,0.999041,0.998682,0.997734,0.99869,0.998359,1.0146
-162.321,0.909957,0.115275,2,3,0,163.247,0.999166,0.998361,0.997995,0.998351,0.998703,1.02111
-162.321,0.315615,0.159131,2,7,0,168.37,0.999166,0.998361,0.997995,0.998351,0.998703,1.02111
-162.235,0.995482,0.0341257,4,15,0,163.732,0.999294,0.998236,0.998087,0.998367,0.99868,1.02355
-164.192,0.907859,0.063004,4,15,0,165.939,0.999872,0.998946,0.997842,0.998841,0.99774,1.09504
-163.048,0.996691,0.0888811,4,31,0,165.087,0.999707,0.998874,0.998955,0.999255,0.999229,1.09779
-164.13,0.382231,0.166454,2,7,0,169.222,1.0006,1.0003,0.999097,1.00039,0.999117,1.05003
-164.888,0.988961,0.045326,5,31,0,167.73,1.00087,0.999237,0.998062,0.999923,0.999474,1.09888
-165.908,0.984718,0.0832098,4,23,0,168.218,0.99859,0.996821,0.995878,0.997781,0.996724,1.02557
-164.789,0.974297,0.150036,4,15,0,167.965,1.00052,0.999373,0.998275,0.999462,0.999246,0.883517
-164.789,4.72206e-22,0.260333,1,1,0,168.994,1.00052,0.999373,0.998275,0.999462,0.999246,0.883517
-163.7,0.999762,0.0228823,6,63,0,166.557,0.999428,0.998807,0.998195,0.998517,0.998614,0.888701
-164.054,0.955675,0.0432454,5,31,0,166.602,1.00016,0.999865,0.998442,0.999327,0.999728,0.970275
-165.291,0.746444,0.070951,2,7,0,170.547,0.999934,0.99901,0.997989,0.999268,0.999913,1.01811
-163.86,0.969367,0.0619313,3,7,0,168.368,0.999862,0.999049,0.998637,0.999078,0.99799,0.974105
-163.601,0.984242,0.104795,2,7,0,168.114,0.999648,0.999517,0.998454,0.999069,0.998423,0.936283
-163.601,0.130514,0.183679,2,3,0,167.793,0.999648,0.999517,0.998454,0.999069,0.998423,0.936283
-163.672,0.974722,0.0266752,4,15,0,168.177,1.00046,0.998851,0.998965,0.999597,0.999799,0.973466
-165.219,0.991144,0.0456139,4,15,0,166.808,1.00155,0.999591,0.999294,0.999489,0.999727,0.964904
-163.493,0.999204,0.0810236,5,31,0,166.018,0.998963,0.997715,0.997773,0.998553,0.998243,1.11657
-162.097,0.978095,0.145838,2,7,0,163.93,0.999571,0.998896,0.99789,0.998522,0.99848,1.05381
-162.097,0.00299667,0.244959,1,3,0,164.605,0.999571,0.998896,0.99789,0.998522,0.99848,1.05381
