# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = sblrc_blr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = sblrc-blr.data.R
# init = 2 (Default)
# random
#   seed = 1540963
# output
#   file = mpi.0.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
-163.809,0.941429,0.0292282,4,15,0,167.199,0.99992,0.999512,0.999147,0.999201,0.999109,1.14782
-162.908,0.98552,0.0409911,3,7,0,164.825,1.00014,0.998899,0.998127,0.999195,0.998961,1.11592
-163.179,0.838744,0.0630171,2,7,0,165.729,0.999109,0.998541,0.998549,0.999237,0.998698,1.0208
-162.334,0.963131,0.0701795,2,7,0,164.323,0.999932,0.999369,0.998821,0.999073,0.99866,0.996832
-162.334,0.00260824,0.101982,1,1,0,166.391,0.999932,0.999369,0.998821,0.999073,0.99866,0.996832
-162.236,0.995808,0.0189298,4,31,0,164.692,0.999755,0.998944,0.99851,0.999033,0.998281,1.01273
-163.294,0.952812,0.0295724,3,7,0,164.168,0.99994,0.999076,0.99852,0.998998,0.998037,1.02043
-165.004,0.9141,0.0419717,3,7,0,167.95,1.00028,0.999271,0.998263,0.999629,0.999839,0.930696
-162.681,0.888045,0.0546973,3,7,0,167.464,0.999326,0.9988,0.998282,0.9982,0.998584,0.993295
-162.929,1,0.0673008,3,11,0,163.649,1.00055,0.999315,0.99872,0.99995,0.999241,0.956438
-169.602,0.00841555,0.104286,3,7,0,174.705,0.999447,0.997131,0.997657,0.999186,0.998203,1.27283
-167.881,0.999832,0.0206607,4,15,0,171.018,0.999618,0.99776,0.997383,0.999392,0.998121,1.23691
-168.921,0.935531,0.032048,3,7,0,173.544,0.999592,1.00063,0.998743,0.998561,0.999333,1.13285
-169.183,0.98719,0.0433746,3,7,0,173.651,1.00084,0.997945,0.998349,1.00004,0.998404,1.13847
-167.707,0.993413,0.065012,3,7,0,172.647,0.999096,1.00006,0.998392,0.999075,0.998969,1.22389
-164.293,0.588759,0.0982665,2,7,0,169.807,1.00041,0.998121,0.997779,0.999088,0.998559,1.01729
-164.846,0.906714,0.065384,2,7,0,167.609,0.998382,0.999078,0.997612,0.998094,0.997919,1.05367
-164.173,0.76294,0.0826849,2,7,0,167.782,0.999753,0.998347,0.997533,0.999016,0.998113,1.15062
-163.431,0.795112,0.0782751,2,7,0,167.053,0.999733,0.999549,0.997778,0.998891,0.998964,1.00579
-164.317,0.766534,0.0790291,2,7,0,166.427,1.00028,0.998349,0.99858,0.999596,0.998698,1.12037
-162.765,0.515999,0.0753916,2,3,0,167.504,0.999303,0.998753,0.998141,0.999063,0.998187,1.09214
-165.4,0.82036,0.0439366,3,7,0,166.274,0.999621,0.999501,0.998227,0.998013,0.998505,1.11413
-164.22,0.990886,0.0467189,3,15,0,166.5,0.999283,0.998029,0.997684,0.999384,0.99809,1.04208
-165.587,0.937243,0.0692284,2,3,0,166.692,0.999247,0.999535,0.997608,0.998046,0.998154,1.10654
-169.618,0.170058,0.0920935,2,3,0,173.66,0.999565,0.99698,0.998953,0.998921,0.999029,1.02468
-165.409,0.986128,0.0277511,3,7,0,171.966,0.99993,0.999051,0.99781,0.997901,0.997839,1.04239
-166.299,0.973811,0.0406129,3,15,0,170.007,0.99831,0.998231,0.997464,0.999137,0.997979,1.16133
-163.568,0.997259,0.0578451,3,7,0,167.943,0.999543,0.998465,0.998601,0.998282,0.998975,1.0951
-164.529,0.87913,0.0858732,2,7,0,165.362,0.999853,1.00037,0.998686,0.999648,0.999243,0.99669
-164.529,7.23938e-06,0.101519,1,1,0,170.485,0.999853,1.00037,0.998686,0.999648,0.999243,0.99669
-164.87,0.988552,0.0227692,4,15,0,167.654,1.00025,0.99786,0.998581,0.998475,0.998914,0.978607
-167.457,0.849904,0.0332075,3,7,0,171.537,0.998655,0.998844,0.997837,0.999239,0.99718,1.00438
-167.934,0.986682,0.0372311,3,7,0,172.308,0.997959,0.998989,0.998483,0.998712,0.998162,1.01202
-164.658,1,0.0538103,2,3,0,168.457,0.998676,0.999235,0.998202,0.998513,0.998009,0.99898
-164.531,1,0.0794624,2,3,0,165.706,0.999368,0.997102,0.997048,0.997976,0.998025,1.08944
-164.531,0.139334,0.116948,3,7,0,165.406,0.999368,0.997102,0.997048,0.997976,0.998025,1.08944
-163.726,0.981872,0.0351792,3,15,0,167.028,0.998945,0.999112,0.998111,0.998871,0.998057,0.962777
-163.19,0.78227,0.050084,3,15,0,169.337,1.00117,0.999377,0.999149,0.999741,0.999659,1.0154
-162.818,0.997442,0.0493801,3,15,0,164.724,0.999261,0.999074,0.998402,0.99898,0.998514,0.947299
-163.195,0.899014,0.142982,2,7,0,164.583,0.999078,0.998951,0.998345,0.998357,0.998593,0.972366
-163.195,0,3.44805,0,1,1,167.01,0.999078,0.998951,0.998345,0.998357,0.998593,0.972366
-163.195,1.80611e-299,0.551863,1,3,1,166.758,0.999078,0.998951,0.998345,0.998357,0.998593,0.972366
-162.331,0.993167,0.0527662,3,7,0,164.173,0.99932,0.998914,0.998188,0.998446,0.998574,0.976806
-164.539,0.974764,0.0686425,4,15,0,166.166,1.00112,1.00072,1.00032,1.00068,0.999961,0.981324
-162.225,0.912243,0.0982407,3,7,0,167.109,1.00029,0.998781,0.998206,0.998944,0.998869,1.03085
-162.745,0.835782,0.126463,3,11,0,165.252,0.998342,0.997995,0.997108,0.998096,0.99771,1.04211
-167.013,0.438301,0.134221,2,3,0,168.335,0.998464,0.998981,0.996587,0.998737,0.997262,1.03422
-166.687,1,0.0418117,3,15,0,168.098,0.998553,0.998954,0.996563,0.998686,0.997287,1.02566
-163.62,0.997367,0.0770372,3,7,0,167.678,0.999061,0.997727,0.99784,0.997553,0.998306,0.992938
-164.174,0.777613,0.143078,3,11,0,166.177,0.999398,0.99867,0.998054,0.997738,0.997777,1.0106
-166.421,0.76433,0.133765,2,3,0,168.448,0.999943,0.997616,0.997908,0.999514,0.998597,0.992771
-165.316,0.982684,0.120662,3,11,0,170.059,0.999262,0.997654,0.997043,0.998331,0.997485,1.19195
-164.919,0.93054,0.216974,2,3,0,166.674,0.998663,0.997967,0.996893,0.997714,0.997675,1.20121
-164.919,1.9304e-10,0.330631,1,1,0,167.466,0.998663,0.997967,0.996893,0.997714,0.997675,1.20121
-164.492,0.994106,0.0281049,5,31,0,167.02,0.998267,0.99782,0.996439,0.998118,0.997473,1.13158
-164.111,0.999837,0.0527342,4,15,0,165.164,0.99924,0.997948,0.99779,0.997757,0.997874,1.15753
-162.493,0.75092,0.100003,3,11,0,168.643,0.998896,0.998055,0.997318,0.998548,0.998147,1.05549
-162.311,0.888075,0.0884589,3,11,0,165.318,1.0003,0.999231,0.998739,0.998896,0.998914,1.03152
-162.943,0.933673,0.118541,3,15,0,164.825,0.999134,0.998122,0.997185,0.998345,0.997561,0.956919
-164.137,0.530026,0.181276,4,15,0,165.999,1.00049,0.999095,0.998122,0.999649,0.999429,1.12586
-165.186,0.834035,0.0835094,4,23,0,169.154,0.999047,0.997543,0.996085,0.997698,0.996961,1.0565
-165.797,0.73584,0.0950745,4,15,0,173.096,0.999365,0.998861,0.997697,0.998161,0.999055,1.19155
-164.02,0.968646,0.0812231,4,31,0,168.629,1.00172,1.00033,0.999665,1.0006,1.00017,1.04572
-166.765,0.586865,0.136136,4,15,0,169.514,0.999527,0.999937,0.998654,0.998495,0.998814,1.19215
-166.21,1,0.0760022,2,3,0,166.981,0.999739,0.999905,0.998631,0.998607,0.998811,1.1929
-165.27,0.946924,0.138145,3,7,0,168.34,0.99941,0.99834,0.997773,0.999369,0.99923,1.12987
-166.32,0.524293,0.214169,3,7,0,168.498,0.998972,0.998277,0.997201,0.996776,0.997461,1.0503
