# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = arK_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = arK.data.R
# init = 2 (Default)
# random
#   seed = 4809463
# output
#   file = mpi.3.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
273.071,0.997373,0.00718806,5,31,0,-270.623,-0.00512979,0.738909,0.371894,0.105781,0.0172188,-0.3153,0.142163
272.562,0.85631,0.0118853,4,15,0,-270.223,-0.00180565,0.697958,0.35757,0.100099,0.0521825,-0.333241,0.145296
270.524,0.595436,0.01412,4,23,0,-267.679,0.0164986,0.72189,0.529886,0.0221972,-0.170604,-0.20361,0.153703
271.297,0.903678,0.00922767,5,47,0,-267.739,0.0182242,0.673754,0.348443,0.220807,-0.000299148,-0.345281,0.149198
270.386,0.990034,0.0121936,4,15,0,-268.001,0.00590979,0.693961,0.311274,0.274446,-0.0813946,-0.285403,0.140963
270.386,0.000888697,0.0195032,4,15,0,-263.875,0.00590979,0.693961,0.311274,0.274446,-0.0813946,-0.285403,0.140963
271.334,0.989617,0.00338275,7,127,0,-267.546,-0.00394242,0.677342,0.430672,0.0207924,0.138345,-0.392371,0.15307
273.124,0.969182,0.00541446,6,63,0,-269.017,0.00462814,0.705551,0.403434,0.158418,0.0121201,-0.361156,0.148862
270.929,0.858238,0.00823486,5,63,0,-268.44,-0.0217626,0.689276,0.508658,0.0730528,-0.142632,-0.244383,0.148439
271.168,1,0.00976128,5,31,0,-268.39,-0.00695251,0.771647,0.414773,-0.0175143,-0.120833,-0.151493,0.149997
269.023,0.868699,0.0157422,3,7,0,-268.617,-0.00512959,0.788696,0.377152,-0.0251092,-0.141858,-0.112651,0.148475
271.329,0.339907,0.018973,4,15,0,-267.009,-0.00485989,0.668143,0.540079,0.0517546,-0.0717105,-0.324388,0.155576
270.13,0.98913,0.00727204,5,31,0,-269.2,-0.00906,0.557256,0.553407,0.131671,-0.118015,-0.267918,0.147231
268.823,0.891791,0.0113761,5,31,0,-263.668,0.0245646,0.705293,0.475527,-0.0532474,0.0104248,-0.261397,0.15693
271.843,0.977738,0.0143779,3,11,0,-267.806,-0.0199205,0.724432,0.426405,0.0819259,-0.000337836,-0.314051,0.143902
272.424,0.2,0.0217544,2,5,0,-268.128,-0.0134427,0.728084,0.449549,0.0449434,0.0169777,-0.31491,0.145844
270.978,0.94326,0.00632664,3,15,0,-269.737,-0.0222157,0.738422,0.443932,0.0484012,0.0143279,-0.320455,0.147001
268.936,1,0.00889948,5,31,0,-266.532,-0.015442,0.685831,0.533288,-0.103088,0.0132786,-0.262004,0.158204
271.48,0.986675,0.0140419,4,31,0,-265.598,0.0020612,0.619492,0.53841,0.147166,-0.105749,-0.337181,0.144459
271.48,6.3095e-06,0.0214418,3,15,0,-269.026,0.0020612,0.619492,0.53841,0.147166,-0.105749,-0.337181,0.144459
269.393,0.973121,0.00422928,5,31,0,-267.695,0.0104443,0.623956,0.59115,0.161366,-0.0881428,-0.353299,0.147324
270.291,0.999717,0.00628983,5,31,0,-266.002,-0.0107234,0.596475,0.538239,0.12542,-0.104078,-0.23314,0.140006
271.316,0.973669,0.00983577,5,31,0,-267.99,-0.0170676,0.666903,0.400695,0.0734051,0.0792927,-0.323825,0.143996
266.262,0.887629,0.0145166,3,7,0,-265.352,0.00734085,0.628227,0.38375,0.0576155,0.139478,-0.286245,0.143092
266.262,0.0419626,0.0179219,4,23,0,-260.98,0.00734085,0.628227,0.38375,0.0576155,0.139478,-0.286245,0.143092
272.222,0.987678,0.00400917,5,31,0,-262.123,-0.00601147,0.752218,0.373461,0.0056189,0.105452,-0.32598,0.148188
273.662,0.99957,0.00607466,5,31,0,-271.532,0.00511262,0.723414,0.461775,0.0415244,-0.0176211,-0.307438,0.148215
271.925,0.691265,0.00938544,4,31,0,-268.78,-0.000230323,0.65251,0.432109,0.16941,-0.062564,-0.258065,0.15249
268.577,0.997897,0.00782246,5,31,0,-265.553,-0.00242072,0.578311,0.674268,-0.0258822,-0.0340193,-0.331557,0.148233
273.186,0.928077,0.0119768,4,15,0,-267.65,0.00296674,0.624172,0.538023,0.101283,-0.0800412,-0.284269,0.153513
273.772,0.929372,0.0159152,4,15,0,-272.784,0.00416161,0.738418,0.390809,0.0779657,-0.0109289,-0.284672,0.146898
273.772,0.000109681,0.0211423,3,7,0,-271.042,0.00416161,0.738418,0.390809,0.0779657,-0.0109289,-0.284672,0.146898
269.202,0.961439,0.00457401,6,63,0,-267.185,0.00101831,0.773481,0.252385,0.164847,0.110443,-0.362448,0.156578
271.104,0.943958,0.00648521,5,63,0,-263.354,-0.00824876,0.774851,0.365115,0.176672,-0.0206587,-0.377788,0.147889
267.348,0.672769,0.0088597,4,31,0,-263.573,-0.0216414,0.695836,0.36865,0.102313,-0.00755875,-0.209835,0.152833
272.519,0.999734,0.00716323,5,31,0,-266.284,0.0159081,0.666575,0.437445,0.175853,-0.0237418,-0.357434,0.147203
272.004,0.945257,0.0108499,5,31,0,-269.224,0.00356247,0.610971,0.500228,0.0617585,0.0476424,-0.34566,0.142494
272.612,0.462611,0.0147562,5,31,0,-269.045,0.00637182,0.763668,0.34597,0.123144,-0.100601,-0.22934,0.144804
269.394,0.646198,0.00800884,5,31,0,-265.557,0.00926975,0.825208,0.402906,-0.0377762,-0.0268746,-0.209553,0.156572
271.185,0.900264,0.00618112,4,23,0,-263.946,-0.00526505,0.755233,0.393504,-0.0486859,0.00132892,-0.21682,0.154349
269.461,0.999516,0.00770922,4,15,0,-268.14,-0.00359936,0.805723,0.416954,-0.0907102,0.0255934,-0.235681,0.136616
269.753,0.74491,0.0115553,4,15,0,-266.819,-0.0113785,0.796774,0.375107,-0.0832385,0.000263682,-0.195231,0.143973
266.574,0.983787,0.0107353,4,15,0,-264.944,-0.0126133,0.837623,0.421473,-0.0569956,-0.086329,-0.215841,0.132691
266.924,0.537609,0.015548,4,15,0,-263.132,0.0177108,0.723422,0.391641,0.02141,-0.0570969,-0.172404,0.172023
267.863,0.911282,0.00983786,5,63,0,-262.319,-0.0242955,0.620077,0.41822,0.0662167,0.15506,-0.374096,0.145523
272.779,0.974805,0.0124308,4,15,0,-265.667,-0.00492792,0.763772,0.393054,0.101193,-0.0799593,-0.273157,0.157334
271.925,0.407865,0.0176106,3,15,0,-267.617,-0.0117509,0.768372,0.403119,0.0153316,-0.101776,-0.184702,0.149674
270.961,0.759809,0.00883568,5,63,0,-266.05,-0.00142302,0.756746,0.37429,0.152933,-0.108755,-0.225555,0.147596
270.961,0.292322,1.23606,1,3,0,-264.311,-0.00142302,0.756746,0.37429,0.152933,-0.108755,-0.225555,0.147596
270.961,0,4.29888,0,1,1,-268.734,-0.00142302,0.756746,0.37429,0.152933,-0.108755,-0.225555,0.147596
272.164,0.972357,0.496178,3,7,0,-268.29,-0.01078,0.75204,0.460311,0.0510497,-0.100638,-0.238113,0.155185
271.001,0.97919,0.525252,3,7,0,-269.48,0.00519595,0.61132,0.464163,0.125665,0.0218476,-0.359876,0.138087
271.425,0.960421,0.704408,3,7,0,-267.945,-0.0100251,0.72744,0.360982,0.143515,-0.140531,-0.179384,0.151006
268.686,0.526008,1.0091,2,3,0,-264.917,0.013098,0.749194,0.350841,0.0201128,0.0377681,-0.312775,0.154908
267.894,0.965455,0.409067,3,7,0,-262.415,-0.0158081,0.836004,0.271801,0.147985,-0.123439,-0.256146,0.162803
267.745,0.913549,0.648432,3,7,0,-263.312,-0.00558556,0.52883,0.714924,0.0434672,-0.0668145,-0.334022,0.140891
271.319,0.930474,0.901659,2,3,0,-264.655,0.00474422,0.762784,0.358973,0.0461152,0.0807798,-0.313028,0.143243
271.859,0.773149,1.34512,2,3,0,-270.735,0.00111289,0.699985,0.553581,-0.0248923,-0.10391,-0.212841,0.142952
272.739,0.815665,1.23205,2,3,0,-270.163,0.00240599,0.683751,0.385051,0.123948,0.0474181,-0.337231,0.157538
273.065,0.753968,1.29774,2,3,0,-271.778,-0.00484718,0.742735,0.465871,0.0783689,-0.0965669,-0.277304,0.145915
269.088,0.181805,1.12981,2,3,0,-266.815,0.0155589,0.771727,0.234803,0.124188,0.0541133,-0.272607,0.155158
269.565,0.996929,0.164282,4,31,0,-263.255,0.0176918,0.751259,0.368201,0.160647,-0.142636,-0.199917,0.157859
269.813,0.996799,0.310632,4,15,0,-266.07,0.0103462,0.799922,0.305293,0.0338612,-0.0765893,-0.16556,0.156453
270.928,0.978253,0.5845,3,7,0,-266.61,-0.0175266,0.66839,0.506712,0.0848376,0.053336,-0.406356,0.146403
271.64,0.845496,1.0322,2,3,0,-267.808,0.0071845,0.732999,0.297488,0.121524,0.0239043,-0.292065,0.144612
268.23,0.124418,1.20687,2,7,0,-264.992,-0.0070692,0.611252,0.63627,0.142036,-0.274274,-0.223404,0.159231
273.012,0.992682,0.158456,4,15,0,-264.208,0.00376487,0.685122,0.422501,0.0755585,-0.029824,-0.261099,0.156311
271.576,0.98005,0.292541,3,7,0,-270.684,0.000876334,0.734655,0.364262,0.0773706,-0.0973177,-0.17075,0.153907
272.475,0.998331,0.515477,3,7,0,-269.656,0.00161911,0.683163,0.463057,0.138964,-0.096386,-0.30986,0.138825
271.281,0.456186,0.950422,2,3,0,-265.623,-0.0218911,0.644011,0.495276,0.110055,-0.105491,-0.256583,0.15561
270.574,0.992186,0.354097,3,7,0,-268.456,-0.00514487,0.533034,0.5255,0.16548,-0.0285989,-0.311916,0.158377
271.431,0.992936,0.637319,3,7,0,-268.037,-0.0129616,0.755723,0.403176,0.130512,-0.166861,-0.204875,0.143817
270.391,0.936135,1.13847,2,3,0,-270.242,0.0102969,0.621162,0.497178,0.0538097,0.147136,-0.434077,0.153395
270.391,1.73557e-06,1.71236,1,1,0,-267.811,0.0102969,0.621162,0.497178,0.0538097,0.147136,-0.434077,0.153395
265.92,0.983862,0.180389,4,15,0,-262.406,0.0218637,0.708238,0.559999,-0.0457581,0.110695,-0.438091,0.159578
266.281,0.980419,0.313031,3,15,0,-260.682,-0.0132888,0.615915,0.632176,-0.0452168,0.026357,-0.318077,0.17421
267.175,0.975003,0.533096,3,7,0,-260.65,-0.00594304,0.738146,0.349279,0.0875568,0.234734,-0.504425,0.161448
265.932,0.392986,0.886487,2,3,0,-260.661,0.00822977,0.759092,0.483556,-0.00906492,-0.0653281,-0.324895,0.166737
271.22,0.999291,0.296919,4,15,0,-263.373,-0.00187493,0.628874,0.366153,0.172772,0.0144099,-0.301997,0.143992
270.937,0.924581,0.525549,3,7,0,-267.628,-0.0105675,0.631369,0.536044,0.12347,-0.0299265,-0.366519,0.135792
272.317,0.744093,0.753556,2,3,0,-267.991,-0.00225391,0.717129,0.41307,0.0838935,0.0164647,-0.29422,0.142354
273.277,0.88797,0.663175,2,3,0,-270.441,-0.00217274,0.657621,0.455138,0.175577,-0.079899,-0.332665,0.14781
266.558,0.553283,0.856299,2,3,0,-265.378,-0.0116429,0.643045,0.309278,0.131614,0.0800838,-0.264899,0.143427
273.339,0.972313,0.456719,3,7,0,-263.772,-0.0109878,0.722063,0.406345,0.135193,-0.0606203,-0.312897,0.147225
272.242,0.933042,0.733967,2,3,0,-271.652,-0.0052453,0.674926,0.333186,0.258975,-0.0506359,-0.324609,0.149484
272.633,0.886338,1.0576,2,3,0,-271.211,0.00167935,0.720171,0.510171,-0.0333168,-0.0589886,-0.228461,0.152648
272.633,0.402815,1.34399,2,3,0,-271.726,0.00167935,0.720171,0.510171,-0.0333168,-0.0589886,-0.228461,0.152648
272.633,0.850774,0.496129,3,7,0,-266.382,0.00603948,0.674881,0.351117,0.202453,0.0060947,-0.346258,0.144245
269.989,0.571039,0.577351,3,7,0,-262.779,-0.0085131,0.692373,0.601022,-0.114489,-0.0735701,-0.200193,0.149674
271.836,1,0.332053,4,15,0,-268.128,0.00859351,0.585406,0.501655,0.108493,-0.0115642,-0.29772,0.154807
271.239,0.98304,0.560815,3,7,0,-269.558,-0.013788,0.811155,0.334963,0.0727538,-0.0909482,-0.222926,0.143074
272.962,0.691376,0.901267,3,7,0,-267.274,-0.000564856,0.729663,0.384616,0.0623557,-0.0656708,-0.222417,0.149751
270.336,0.620868,0.702582,2,3,0,-266.595,0.000981568,0.588103,0.591201,0.0288457,-0.113378,-0.22827,0.146614
269.604,0.962607,0.462745,3,7,0,-265.945,0.006955,0.85935,0.299126,0.0412268,0.0577729,-0.31808,0.155534
270.387,0.972311,0.701437,3,7,0,-266.276,-0.00042801,0.674745,0.371833,0.293374,-0.0772414,-0.345581,0.162325
270.569,0.98964,1.082,2,3,0,-268.618,-0.00081593,0.64566,0.562748,-0.0343383,-0.0260112,-0.235758,0.1378
270.569,0.0359036,1.72913,2,7,0,-269.582,-0.00081593,0.64566,0.562748,-0.0343383,-0.0260112,-0.235758,0.1378
272.136,0.998842,0.28562,4,15,0,-268.955,0.0145803,0.648054,0.494876,0.0659373,-0.0717243,-0.244494,0.144775
271.191,0.974898,0.467607,3,7,0,-270.051,-0.0123265,0.758835,0.355038,0.156263,0.0315489,-0.39099,0.156638
269.888,0.850336,0.719026,3,7,0,-266.162,0.00337278,0.629885,0.401003,0.21616,0.108825,-0.462717,0.162303
270.953,0.959899,0.822782,3,7,0,-267.77,-0.011114,0.732877,0.374527,0.0997054,0.0574642,-0.326598,0.15844
273.006,0.736036,1.2106,2,3,0,-270.095,0.00814496,0.766863,0.396125,0.0768294,-0.0840078,-0.242663,0.145183
272.189,0.707731,1.05994,2,3,0,-270.875,-0.0114584,0.571314,0.549918,0.122976,-0.0171001,-0.334292,0.148006
268.909,0.457729,0.871378,2,3,0,-265.208,0.0183328,0.604389,0.413618,0.281844,0.0236175,-0.439739,0.142276
270.867,0.951857,0.407333,3,7,0,-265.37,-0.0124693,0.779708,0.413599,0.116622,-0.166167,-0.255424,0.148104
273.273,0.986966,0.585286,3,7,0,-269.28,-0.00253775,0.734911,0.457345,0.00693726,0.00940627,-0.302844,0.143411
273.273,0.145046,0.90568,2,3,0,-266.495,-0.00253775,0.734911,0.457345,0.00693726,0.00940627,-0.302844,0.143411
268.861,0.9783,0.213887,4,15,0,-267.532,-0.00347663,0.522446,0.490293,0.262528,-0.0924055,-0.305513,0.139794
269.967,0.996277,0.324883,3,7,0,-267.189,-0.00533057,0.561905,0.453009,0.238229,-0.0790561,-0.28583,0.139776
272.565,0.989392,0.510801,3,7,0,-267.978,-0.0061708,0.690524,0.409939,0.106883,-0.0854928,-0.208538,0.151842
271.25,0.676438,0.78686,2,3,0,-267.613,-0.00360535,0.68815,0.371942,0.199313,0.0456861,-0.437197,0.145938
268.936,0.960243,0.610631,3,7,0,-266.654,-0.000722112,0.629954,0.322645,0.383212,-0.0763878,-0.382142,0.146287
271.37,0.893621,0.877778,2,7,0,-266.687,-0.00856997,0.71136,0.463171,0.142997,-0.223013,-0.203886,0.147602
271.021,0.639041,1.08885,2,3,0,-266.776,-0.00848539,0.725753,0.395586,0.00613588,0.125781,-0.381195,0.152528
270.792,0.761583,0.78181,3,7,0,-265.437,0.021392,0.677538,0.446947,0.16283,-0.163123,-0.229402,0.150078
273.538,0.966211,0.731052,2,3,0,-269.802,-0.0118876,0.71713,0.421512,0.108448,-0.0575767,-0.295357,0.148682
271.662,0.381434,1.05436,2,3,0,-270.227,0.0191478,0.719307,0.404993,0.122552,-0.110918,-0.230856,0.153185
270.9,0.96323,0.442794,3,7,0,-267.839,0.0142036,0.600737,0.490575,0.0653506,0.0814782,-0.336975,0.149164
273.082,0.797709,0.63377,2,7,0,-265.526,-0.00414434,0.66025,0.406858,0.13027,-0.0329254,-0.28072,0.153427
271.986,0.906952,0.640342,3,7,0,-269.952,0.00612481,0.694331,0.498199,0.16602,-0.125379,-0.314496,0.151803
267.801,0.64669,0.810968,2,3,0,-265.931,0.010327,0.759456,0.519252,0.0781433,-0.160527,-0.30185,0.164906
271.681,0.966121,0.599501,3,7,0,-265.248,-0.0116854,0.675437,0.40543,0.0957717,-0.0340567,-0.223804,0.150315
270.095,0.690354,0.855145,2,3,0,-266.814,-0.00922197,0.818365,0.264653,0.202296,-0.0719979,-0.321643,0.145514
271.621,1,0.692849,2,3,0,-268.016,-0.00419172,0.639978,0.429273,0.155413,-0.038847,-0.295421,0.164028
270.279,0.516179,1.05384,2,3,0,-266.637,0.00512335,0.690777,0.528258,-0.0897703,0.10336,-0.344664,0.156494
269.199,0.910724,0.601448,3,7,0,-266.674,-0.00965409,0.595383,0.402865,0.296155,-0.120306,-0.325335,0.152848
272.009,0.976788,0.76199,3,7,0,-266.652,0.00461973,0.694323,0.463484,0.0664419,-0.0674933,-0.225462,0.140453
272.6,1,1.09893,2,3,0,-271.119,0.016291,0.656884,0.512041,0.0828801,-0.0561515,-0.29446,0.150224
272.6,2.26235e-07,1.65368,2,3,0,-267.656,0.016291,0.656884,0.512041,0.0828801,-0.0561515,-0.29446,0.150224
271.591,0.974316,0.342888,3,7,0,-269.378,0.0133202,0.691518,0.503311,0.130419,-0.167529,-0.234809,0.151408
271.918,0.986868,0.491305,3,7,0,-269.877,-0.0105856,0.693573,0.359097,0.093252,0.102669,-0.365703,0.145936
272.037,0.930569,0.718982,3,7,0,-269.666,-0.0152075,0.707085,0.362157,0.183516,-0.0824554,-0.27035,0.142278
272.153,0.827821,0.939345,2,3,0,-268.927,0.0114961,0.682193,0.528128,-0.00504553,-0.0185376,-0.302756,0.151181
264.384,0.300301,1.00281,2,3,0,-262.851,0.0415936,0.576451,0.553502,0.0975023,-0.0772808,-0.264093,0.151746
264.747,0.9993,0.386104,3,7,0,-260.425,-0.0400307,0.710201,0.361159,0.288911,-0.111107,-0.350751,0.151062
269.746,0.990359,0.575151,3,7,0,-261.297,-0.00567341,0.789353,0.268067,0.13732,0.0759171,-0.370422,0.165045
264.126,0.394486,0.83913,2,3,0,-259.502,0.0178235,0.806934,0.278966,0.210085,-0.0455912,-0.399476,0.168478
267.555,0.97882,0.391898,3,15,0,-259.534,-0.0083149,0.75592,0.335619,0.274481,0.0202977,-0.461808,0.154819
270.42,0.981495,0.558394,3,7,0,-265.681,-0.0166196,0.674993,0.466611,0.158488,-0.0511111,-0.361567,0.164665
272.415,0.979554,0.797112,2,7,0,-268.839,-0.0124227,0.740192,0.423116,0.0514324,-0.081252,-0.209554,0.1489
269.413,0.579506,1.13015,2,3,0,-268.081,0.00571136,0.721716,0.431941,0.0447829,0.150498,-0.460684,0.159592
268.521,0.957915,0.755232,2,7,0,-266.857,0.0102128,0.667046,0.499272,0.0460449,0.0981727,-0.425961,0.168982
269.159,0.746763,1.02548,2,3,0,-265.717,-0.021177,0.737011,0.435916,0.128742,-0.0964165,-0.254797,0.144828
269.628,1,0.938366,2,3,0,-266.985,0.00342861,0.586338,0.447061,0.216251,-0.0770999,-0.305118,0.166163
268.017,0.350612,1.37228,2,3,0,-262.631,-0.00731834,0.848244,0.355895,-0.0215824,0.120237,-0.356647,0.156991
