# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = arK_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = arK.data.R
# init = 2 (Default)
# random
#   seed = 4809463
# output
#   file = 2.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
268.717,0.926396,0.0147468,3,7,0,-267.978,-0.00453004,0.774804,0.368469,-0.0670852,0.189699,-0.35086,0.141408
268.717,8.5244e-06,0.0226675,1,3,1,-265.516,-0.00453004,0.774804,0.368469,-0.0670852,0.189699,-0.35086,0.141408
268.996,0.999426,0.00197516,8,255,0,-263.241,-0.0079634,0.570751,0.453418,0.371744,-0.160208,-0.358602,0.152014
269.818,0.999137,0.00387039,5,31,0,-268.439,-0.00561137,0.571157,0.472356,0.334768,-0.156453,-0.342677,0.156458
272.979,0.974089,0.00753603,5,47,0,-267.71,-0.0071855,0.703232,0.400423,0.130001,-0.0333881,-0.311267,0.138398
271.932,0.990815,0.0135049,4,31,0,-269.152,0.00699824,0.676073,0.51414,-0.0123337,-0.0683621,-0.211839,0.15598
271.225,0.183502,0.0252719,1,3,0,-267.608,0.00708334,0.709251,0.529441,-0.0157242,-0.122349,-0.216417,0.156992
271.81,0.988675,0.00422414,5,31,0,-269.072,-0.0100382,0.690504,0.532279,0.00404594,-0.0917334,-0.207353,0.151549
271.023,0.998479,0.00787413,5,31,0,-268.774,0.00247201,0.733922,0.523193,-0.0584111,-0.0698554,-0.200583,0.14194
269.982,0.3376,0.0149668,4,15,0,-267.489,0.0187065,0.714168,0.529698,-0.0491624,-0.10915,-0.177289,0.147511
269.407,0.999362,0.00412551,6,63,0,-265.462,-0.0176791,0.789548,0.412318,0.0663332,-0.132989,-0.226988,0.136493
268.94,0.987381,0.00783207,5,31,0,-263.291,-0.00386886,0.799938,0.405092,-0.0893253,-0.0844291,-0.10819,0.147507
271.282,0.247159,0.0142204,4,31,0,-262.101,0.00359523,0.776374,0.424347,-0.0632847,-0.0531413,-0.170161,0.147002
271.507,0.990411,0.0031408,6,63,0,-268.698,-0.00219942,0.795033,0.381945,-0.00912894,-0.0419845,-0.245223,0.142527
269.184,0.978123,0.0057419,5,31,0,-267.85,0.0122956,0.786037,0.391758,-0.0721929,0.0620569,-0.22647,0.146268
271.359,1,0.0100433,2,7,0,-268.756,-0.00765253,0.774358,0.390965,-0.068082,0.0520625,-0.258558,0.147928
273.393,0.867558,0.0184892,4,15,0,-271.086,0.00563257,0.734626,0.418338,0.0847354,-0.0277867,-0.322725,0.150714
273.393,0.00063267,0.0234445,1,3,0,-271.684,0.00563257,0.734626,0.418338,0.0847354,-0.0277867,-0.322725,0.150714
271.82,0.996582,0.00281119,6,127,0,-268.464,-0.011653,0.781738,0.407845,0.101343,-0.095496,-0.275856,0.143518
271.788,0.998792,0.00510444,5,31,0,-269.765,0.0114644,0.669521,0.378667,0.126209,-0.00709558,-0.262397,0.145243
272.511,0.999072,0.00923269,4,31,0,-269.975,-0.00263502,0.658008,0.413105,0.0867281,-0.0111366,-0.254414,0.153532
265.96,0.279625,0.0165518,4,31,0,-263.103,-0.00234188,0.665918,0.669163,-0.0243332,-0.0684072,-0.27713,0.150209
269.767,1,0.00443323,3,7,0,-265.432,-0.0030135,0.660757,0.660729,-0.0439601,-0.0856957,-0.284122,0.15062
267.808,0.924799,0.00793731,4,15,0,-266.58,0.001456,0.565037,0.614597,-0.0552246,-0.0337286,-0.218772,0.145286
266.769,0.681279,0.0115897,4,15,0,-262.315,-0.00637514,0.570338,0.626193,-0.0417593,-0.0211582,-0.196739,0.149355
268.356,0.893187,0.00899946,5,31,0,-263.54,-0.0119002,0.716172,0.547503,-0.0618963,-0.0172026,-0.329233,0.15466
268.283,0.814861,0.0120374,4,15,0,-263.104,0.0184964,0.559675,0.541951,0.0327375,0.0446096,-0.316718,0.150894
272.484,0.676927,0.0131462,5,31,0,-265.323,0.0063478,0.658977,0.473789,0.187711,-0.124984,-0.318031,0.151827
273.486,0.98996,0.0101389,4,23,0,-271.176,-0.0036807,0.67839,0.472139,0.112103,-0.0293135,-0.311487,0.144659
273.183,0.43098,0.0171241,3,15,0,-270.48,-0.000823842,0.63884,0.521229,0.0980962,-0.105384,-0.263661,0.142979
269.831,0.839069,0.0071963,5,31,0,-268.041,-0.0203043,0.819341,0.337911,0.0457699,-0.0940815,-0.202329,0.158579
270.579,0.986903,0.00834322,5,63,0,-266.395,0.0110923,0.715961,0.50257,0.00915629,-0.141195,-0.176668,0.138829
270.644,0.999636,0.0138407,5,31,0,-267.122,0.00655783,0.576111,0.631449,0.028001,0.0100554,-0.34986,0.156248
270.644,0.00363173,0.0235068,3,15,0,-267.302,0.00655783,0.576111,0.631449,0.028001,0.0100554,-0.34986,0.156248
267.975,0.947056,0.00360937,5,31,0,-262.642,-0.00350991,0.59497,0.721913,-0.00745238,-0.0697758,-0.340645,0.150183
270.129,0.964042,0.00541453,5,31,0,-265.874,0.0108477,0.614637,0.614261,-0.0387305,0.0135662,-0.28539,0.154724
270.626,0.935821,0.0084081,5,31,0,-267.379,-0.0179866,0.761336,0.38355,0.174213,-0.0793232,-0.330162,0.142517
271.141,0.936459,0.0121418,4,15,0,-268.479,-0.00487773,0.678706,0.363123,0.223748,-0.14559,-0.208326,0.150288
272.499,0.778313,0.0174706,4,15,0,-269.699,-0.00697654,0.684889,0.447792,0.192155,-0.159584,-0.25482,0.153982
266.589,0.291594,0.0173143,4,23,0,-264.825,0.0103922,0.675184,0.527818,0.0114887,0.157274,-0.420956,0.145927
270.458,0.999543,0.00557104,6,63,0,-264.182,0.0118587,0.703301,0.368575,0.29067,-0.157225,-0.304484,0.144825
271.141,0.966386,0.00924081,5,31,0,-265.466,0.00580344,0.753204,0.36426,-0.0340778,0.0820807,-0.256966,0.147075
272.036,0.738509,0.0141172,4,15,0,-269.286,-0.00966819,0.748065,0.46325,0.0417501,-0.106869,-0.265156,0.152104
267.331,0.730947,0.0127929,5,31,0,-264.495,0.0191231,0.771805,0.234907,0.245273,-0.151371,-0.211661,0.150352
271.83,1,0.0114086,4,31,0,-266.216,-0.0153404,0.731231,0.383233,0.17797,-0.0409422,-0.333974,0.155692
272.319,0.295396,0.0186098,3,15,0,-270.194,-0.0153401,0.692284,0.405035,0.0527142,0.0720723,-0.325425,0.149097
272.61,0.999055,0.00628495,6,63,0,-270.509,-0.00554605,0.787107,0.397431,-0.0248127,-0.0061976,-0.244739,0.150192
272.645,0.863056,0.010203,5,31,0,-269.413,-0.00307167,0.635355,0.532055,0.107282,-0.0844559,-0.32049,0.14942
272.5,0.679575,0.0122077,5,31,0,-269.729,0.0166918,0.703268,0.409547,0.151681,-0.0284739,-0.329435,0.144835
270.837,0.850863,0.00975558,2,7,0,-268.973,-0.021956,0.732609,0.408146,0.156532,-0.0519169,-0.353844,0.145833
271.502,0.968431,0.0113418,4,31,0,-268.686,-0.0211843,0.641713,0.473949,0.151724,-0.044675,-0.314792,0.156969
269.658,0.832101,0.0169696,4,15,0,-267.906,0.0212076,0.839013,0.331057,0.0680942,-0.0149154,-0.301863,0.149847
267.654,0.210449,0.01885,4,15,0,-264.978,0.0215409,0.800946,0.27489,0.101544,-0.0725669,-0.222706,0.164515
265.384,0.932254,0.00553569,5,31,0,-260.168,-0.0266987,0.812956,0.278174,0.0352798,0.0222514,-0.282614,0.138294
270.546,0.999885,0.00764403,6,63,0,-264.574,-0.00179296,0.818525,0.291232,0.0585757,0.0317424,-0.291432,0.13664
268.838,0.902317,0.0121326,4,15,0,-266.023,0.00141387,0.843529,0.234166,0.104587,-0.0160842,-0.256973,0.167069
270.811,0.701767,0.0156034,4,23,0,-263.24,0.0124393,0.547363,0.548399,0.183854,-0.07028,-0.310142,0.144304
271.236,0.936596,0.013154,4,15,0,-268.709,0.0118583,0.648787,0.553158,0.163173,-0.162841,-0.294615,0.146718
271.352,0.950325,0.0181049,3,7,0,-269.855,-0.00986171,0.597462,0.539528,0.195358,-0.165486,-0.276025,0.157328
271.352,0.0111239,0.0255471,1,3,1,-270.846,-0.00986171,0.597462,0.539528,0.195358,-0.165486,-0.276025,0.157328
272.916,0.959982,0.00519396,6,63,0,-268.326,0.000777925,0.668877,0.469205,0.106837,-0.124731,-0.212911,0.143521
271.821,0.985494,0.00749467,6,63,0,-269.775,0.0025214,0.671514,0.45291,0.100783,0.0897789,-0.422735,0.140913
269.427,0.438616,0.0113469,4,15,0,-266.28,0.00924754,0.686282,0.415473,0.131163,0.0826175,-0.36179,0.146938
273.461,0.989613,0.005644,5,47,0,-266.729,0.00445619,0.632544,0.53514,0.0867777,-0.0607697,-0.290573,0.148891
271.471,0.976996,0.00858981,5,31,0,-270.301,-0.000125341,0.690238,0.575541,-0.0748229,-0.0707037,-0.214828,0.150093
271.382,0.95302,0.012691,4,15,0,-269.269,0.00227286,0.733478,0.556214,-0.071037,-0.0766802,-0.231875,0.151792
270.023,0.395746,0.0178023,5,31,0,-264.773,0.000361467,0.724976,0.418727,0.215022,-0.248311,-0.182352,0.151722
267.072,0.774383,0.00822083,3,7,0,-266.399,-0.0277029,0.72482,0.429292,0.202786,-0.233333,-0.189818,0.15262
269.824,0.967427,0.00808725,5,63,0,-263.273,-0.0101383,0.676871,0.343776,0.213588,-0.00207228,-0.388381,0.152933
271.581,0.838564,0.011634,5,31,0,-267.28,-0.0114738,0.680601,0.375112,0.166838,0.102623,-0.433735,0.150917
271.769,0.996032,0.0129553,5,31,0,-270.321,-0.0116545,0.692351,0.527295,0.0455094,-0.147932,-0.21641,0.156876
269.099,0.0508502,0.0195896,4,15,0,-265.043,-0.0161721,0.710178,0.497157,0.0937416,-0.139593,-0.287066,0.165874
270.303,0.99658,0.00471124,5,63,0,-265.952,-0.0170366,0.584659,0.534947,0.153647,-0.169816,-0.221314,0.151126
272.614,0.998795,0.00713546,4,15,0,-269.833,0.000452569,0.636355,0.527382,0.12993,-0.163568,-0.225547,0.146346
272.713,0.99527,0.0108105,5,31,0,-271.291,0.000371413,0.611807,0.522811,0.195636,-0.0969442,-0.331985,0.153353
272.305,0.509058,0.0162048,4,15,0,-269.947,-0.0172306,0.649947,0.50577,0.107255,-0.016043,-0.331917,0.14895
272.101,0.986321,0.00958,2,7,0,-271.206,-0.0137776,0.65402,0.503101,0.112196,-0.0154217,-0.325049,0.149663
270.082,0.968819,0.0140715,4,31,0,-268.07,-0.0154909,0.617434,0.570621,0.116775,-0.109039,-0.297589,0.165153
270.283,0.112983,0.0199264,4,23,0,-266.849,-0.00166578,0.617637,0.543189,0.0831027,-0.102201,-0.218603,0.164076
272.836,0.994217,0.00562479,5,31,0,-267.449,-0.00571939,0.712927,0.497055,0.0446504,-0.072307,-0.256251,0.143772
272.326,0.945626,0.00835911,4,31,0,-269.222,0.0144759,0.74591,0.363626,0.130062,-0.0124547,-0.30484,0.151049
270.939,0.956893,0.0113065,4,15,0,-269.989,-0.0149835,0.756571,0.36103,0.107399,-0.0771755,-0.270217,0.16085
272.654,0.995619,0.0155743,4,15,0,-270.82,-0.0041331,0.778198,0.379321,0.100859,-0.102142,-0.230054,0.147218
272.654,0.00368493,0.0229801,2,5,1,-269.306,-0.0041331,0.778198,0.379321,0.100859,-0.102142,-0.230054,0.147218
271.976,0.973681,0.0054423,6,63,0,-269.773,-0.00198581,0.590346,0.517224,0.199462,-0.00483349,-0.388258,0.147403
270.359,0.755574,0.00772072,6,63,0,-263.885,-0.0142988,0.756272,0.468394,0.0508062,-0.193795,-0.163352,0.157088
272.157,0.91051,0.0073332,5,31,0,-264.869,-0.00959222,0.714527,0.441039,0.164063,-0.0566855,-0.372122,0.150725
267.408,0.0359306,1.18199,3,7,0,-261.736,0.0095364,0.658225,0.330578,0.052534,0.160462,-0.332587,0.158272
267.408,2.61541e-98,2.94635,1,2,1,-264.618,0.0095364,0.658225,0.330578,0.052534,0.160462,-0.332587,0.158272
270.41,0.953267,0.296188,4,15,0,-262.544,0.0162548,0.67972,0.442895,0.107233,-0.0835455,-0.207862,0.148692
271.044,0.966021,0.275389,4,23,0,-266.637,0.00728107,0.736295,0.381879,0.049823,0.142036,-0.387386,0.145657
269.878,0.989803,0.337316,4,15,0,-266.512,0.00493988,0.668764,0.559238,0.159211,-0.213828,-0.254097,0.141273
273.635,0.936529,0.508875,3,7,0,-267.499,-0.000841065,0.664302,0.429811,0.147075,-0.0369559,-0.316037,0.154493
272.902,0.911344,0.710078,2,3,0,-271.531,-0.00178361,0.70238,0.357684,0.209519,-0.0713515,-0.299404,0.155166
270.145,0.244484,0.958437,3,15,0,-266.735,0.0234921,0.752866,0.456118,-0.0294158,-0.0512453,-0.236308,0.150265
271.61,0.997567,0.163242,4,31,0,-266.44,-0.0103818,0.651971,0.52856,0.00949304,0.0818305,-0.366303,0.155024
270.642,0.914806,0.298396,4,23,0,-265.49,0.0178654,0.639788,0.5266,-0.00571187,0.0722802,-0.335644,0.154826
270.649,0.97447,0.426821,4,15,0,-266.03,0.00998857,0.74882,0.271775,0.208114,-0.0347167,-0.317049,0.143092
272.31,0.986373,0.743395,3,7,0,-269.051,-0.0081089,0.691971,0.365953,0.123223,0.00952172,-0.284938,0.140333
272.31,0.158615,1.34813,2,3,0,-267.744,-0.0081089,0.691971,0.365953,0.123223,0.00952172,-0.284938,0.140333
270.427,0.973263,0.18221,4,15,0,-267.14,0.00151028,0.741003,0.437287,-0.0843905,-0.0021307,-0.188789,0.142326
271.188,0.999212,0.319997,4,15,0,-269.678,0.00724176,0.639566,0.417302,0.284434,-0.0432276,-0.405917,0.156303
272.564,0.997595,0.606864,3,7,0,-270.638,0.00210102,0.612391,0.477333,0.205018,-0.0381781,-0.374887,0.155365
272.564,0.212705,1.13781,3,7,0,-269.264,0.00210102,0.612391,0.477333,0.205018,-0.0381781,-0.374887,0.155365
271.222,0.991317,0.192576,4,15,0,-270.434,-0.0139628,0.576106,0.512411,0.198042,0.00433272,-0.395347,0.15625
271.872,0.996084,0.355032,3,15,0,-267.904,0.00726913,0.744799,0.399758,0.0474565,0.109132,-0.392271,0.151497
271.913,0.888033,0.65839,3,15,0,-268.144,0.0045807,0.682602,0.374718,0.137041,-0.0840927,-0.2077,0.149011
270.462,0.697953,0.876556,3,7,0,-268.477,0.0195764,0.735233,0.412133,0.0535217,0.0793743,-0.385088,0.157728
269.914,0.628584,0.662517,3,15,0,-264.859,0.0148183,0.619558,0.410388,0.203225,0.0140214,-0.334422,0.138519
265.298,0.851543,0.410713,3,7,0,-262.561,-0.030952,0.632444,0.310104,0.319829,-0.107101,-0.287374,0.152846
266.933,0.982363,0.490928,4,15,0,-260.694,0.0320478,0.753689,0.364862,0.166781,0.0121382,-0.374709,0.143433
270.296,0.968725,0.853186,2,3,0,-264.776,-0.0105834,0.810838,0.391451,0.0555484,-0.0638687,-0.282545,0.164021
270.296,1.25666e-06,1.41304,2,3,0,-263.791,-0.0105834,0.810838,0.391451,0.0555484,-0.0638687,-0.282545,0.164021
271.136,0.997651,0.149213,5,63,0,-267.4,0.00964108,0.747564,0.396898,-0.0488221,0.11739,-0.311282,0.152227
272.721,0.98159,0.269793,4,23,0,-268.932,0.00361358,0.692304,0.40078,0.22484,-0.0918825,-0.306858,0.151174
271.714,0.922528,0.461885,3,7,0,-269.747,0.00300896,0.663699,0.442294,0.163459,0.034079,-0.43356,0.152065
273.773,0.881856,0.665746,3,7,0,-270.442,-0.00730528,0.67206,0.464556,0.130935,-0.0740938,-0.282524,0.148138
273.371,0.894903,0.853247,2,3,0,-272.584,-0.00139504,0.73615,0.396672,0.152421,-0.0483786,-0.320445,0.145535
272.784,0.765229,1.12836,2,7,0,-271.613,0.00665074,0.68357,0.509798,0.0706839,-0.0860589,-0.292419,0.155028
273.369,0.154722,1.04743,3,15,0,-271.548,0.00426601,0.666461,0.425847,0.17699,-0.0451329,-0.326387,0.140898
271.816,0.977191,0.190498,4,31,0,-269.181,-0.00400827,0.766813,0.398421,0.0131941,-0.0303002,-0.247236,0.162108
271.964,0.998689,0.314954,4,15,0,-270.373,0.00175996,0.626782,0.432014,0.151603,0.0927073,-0.397985,0.155398
268.958,0.831005,0.54657,3,7,0,-267.557,0.0243789,0.80382,0.307375,0.0559787,-0.068186,-0.197513,0.150428
267.961,0.911475,0.607112,2,7,0,-264.339,-0.0241276,0.822029,0.343133,0.0871772,-0.171102,-0.164324,0.144338
269.009,1,0.829101,3,7,0,-266.854,-0.0219741,0.540874,0.53152,0.19945,0.0339741,-0.419129,0.157838
269.009,0.00835912,1.41442,2,5,0,-265.212,-0.0219741,0.540874,0.53152,0.19945,0.0339741,-0.419129,0.157838
270.758,1,0.191089,4,15,0,-267.729,-0.00656218,0.557544,0.480918,0.242151,0.0106603,-0.385651,0.157163
271.036,0.994562,0.326916,4,15,0,-268.287,0.0101005,0.585088,0.559019,0.0562341,0.0441851,-0.361949,0.157536
273.208,0.954037,0.547251,3,7,0,-267.161,0.00478853,0.73272,0.459111,0.0345634,-0.0895831,-0.220552,0.14742
272.224,0.292492,0.821735,2,7,0,-268.44,-0.0142801,0.679623,0.406454,0.146304,-0.0844738,-0.263101,0.141505
271.722,0.999853,0.238635,5,31,0,-270.629,-0.00662541,0.685618,0.536326,0.0916074,-0.0862859,-0.342372,0.153822
271.992,0.989282,0.400981,4,15,0,-269.234,0.00662405,0.688272,0.349195,0.135701,-0.0162074,-0.251099,0.15156
271.121,0.727862,0.651722,3,7,0,-268.289,-0.00346323,0.796607,0.323229,0.0999095,-0.026192,-0.246878,0.14939
272.764,0.981908,0.558459,3,7,0,-269.961,-0.00401507,0.615225,0.52166,0.0847182,-0.043785,-0.307614,0.151066
269.811,0.507277,0.883497,2,3,0,-267.643,0.0113743,0.674294,0.479705,0.139471,-0.232607,-0.142588,0.147823
272.495,1,0.446887,3,7,0,-268.511,-0.00102241,0.605113,0.521346,0.106958,-0.0774023,-0.284498,0.144124
272.495,0.652691,0.734382,2,3,0,-270.272,-0.00102241,0.605113,0.521346,0.106958,-0.0774023,-0.284498,0.144124
272.495,0.00125937,2.11473,1,1,0,-271.49,-0.00102241,0.605113,0.521346,0.106958,-0.0774023,-0.284498,0.144124
272.495,0,4.94936,0,1,1,-269.345,-0.00102241,0.605113,0.521346,0.106958,-0.0774023,-0.284498,0.144124
272.544,0.977143,0.488335,3,7,0,-270.871,-0.00823632,0.625716,0.513527,0.124218,-0.0350372,-0.314235,0.140478
271.658,0.965073,0.478734,4,15,0,-270.099,-0.00810918,0.698212,0.410087,0.200071,-0.0370077,-0.346025,0.159049
271.32,0.862933,0.58359,2,7,0,-267.375,-0.00547673,0.667747,0.513147,0.0014826,0.0774469,-0.333898,0.157349
270.646,0.980338,0.602245,3,7,0,-269.348,0.00164079,0.663969,0.486936,-0.0506829,0.100175,-0.317401,0.158952
272.065,0.980192,0.950345,3,7,0,-269.064,-0.0010234,0.689306,0.430243,0.112704,0.0289896,-0.39509,0.154799
272.065,3.75544e-15,1.58168,1,1,0,-266.409,-0.0010234,0.689306,0.430243,0.112704,0.0289896,-0.39509,0.154799
270.592,0.999735,0.124842,5,31,0,-269.264,0.00495432,0.641025,0.407221,0.232748,-0.0962072,-0.250225,0.150695
270.291,0.995819,0.228829,4,15,0,-267.875,-0.00173517,0.776213,0.434206,-0.0138823,-0.0508909,-0.269498,0.163748
273.822,0.9906,0.42239,3,7,0,-268.171,0.0039897,0.66501,0.442483,0.100903,-0.0202082,-0.289226,0.145222
273.365,0.743307,0.774652,2,3,0,-270.916,0.0056461,0.675735,0.456471,0.171764,-0.0776074,-0.33351,0.144973
271.551,0.842587,0.654473,3,7,0,-269.915,0.0137028,0.64723,0.473727,0.198752,-0.0506618,-0.389697,0.152372
272.983,0.894272,0.759543,3,7,0,-270.193,-0.00834678,0.744102,0.439575,0.00264613,-0.0516076,-0.223811,0.146773
271.979,0.50921,1.03787,2,3,0,-268.936,0.00382416,0.612376,0.571717,0.0895126,-0.106034,-0.292084,0.143212
272.475,0.828977,0.429642,3,7,0,-267.679,-0.0098841,0.722901,0.424469,0.0957796,0.0406021,-0.359021,0.150755
273.029,0.962287,0.482559,3,7,0,-270.157,0.00645666,0.71617,0.372243,0.133209,-0.0872688,-0.243587,0.150011
270.427,0.782612,0.814625,3,7,0,-269.209,0.0118714,0.682449,0.519142,0.00153705,0.0806253,-0.399209,0.14385
272.116,0.901482,0.792584,2,7,0,-267.177,-0.000927836,0.727697,0.499808,0.0865712,-0.15009,-0.260692,0.155879
272.116,0.491547,1.10403,2,3,0,-267.735,-0.000927836,0.727697,0.499808,0.0865712,-0.15009,-0.260692,0.155879
271.081,0.925678,0.450954,3,15,0,-268.484,0.00880934,0.780101,0.469337,-0.0307501,-0.0769224,-0.203196,0.150666
271.433,0.800951,0.675262,2,7,0,-266.548,-0.0114627,0.581272,0.441655,0.247791,-0.0448746,-0.327741,0.15231
272.529,0.983561,0.69715,3,7,0,-270.18,-0.00294719,0.736929,0.508443,-0.0123494,-0.0721298,-0.267629,0.149166
272.529,0.24015,1.22362,2,3,0,-270.53,-0.00294719,0.736929,0.508443,-0.0123494,-0.0721298,-0.267629,0.149166
273.866,0.992373,0.249771,4,15,0,-271.041,0.00123224,0.726998,0.378415,0.14234,-0.0274334,-0.319931,0.146102
274.147,0.974188,0.449479,4,15,0,-272.995,0.00241867,0.711433,0.410245,0.115786,-0.0334928,-0.299923,0.148017
270.536,0.594278,0.760787,2,3,0,-270.025,-0.0134486,0.752585,0.379938,0.055896,-0.0519379,-0.273216,0.140893
269.476,0.922066,0.43912,3,7,0,-266.46,0.0121711,0.638359,0.541359,0.171782,-0.094962,-0.318334,0.162258
269.507,0.986278,0.637441,3,7,0,-266.301,7.81585e-05,0.727707,0.413673,-0.0598858,0.0297559,-0.2453,0.14071
270.814,0.999934,1.09805,2,7,0,-268.714,0.0172045,0.677837,0.450733,0.217108,-0.109131,-0.318634,0.157921
270.814,4.75809e-25,1.94589,1,1,0,-269.355,0.0172045,0.677837,0.450733,0.217108,-0.109131,-0.318634,0.157921
270.407,0.999977,0.22597,4,15,0,-268.804,0.0163811,0.655243,0.470444,0.239428,-0.119343,-0.33047,0.158772
271.853,0.990852,0.401923,3,7,0,-268.823,-0.0132656,0.609907,0.433658,0.169703,-0.0497445,-0.276323,0.148749
272.155,1,0.691141,3,7,0,-270.489,0.00900145,0.752092,0.460451,0.0511812,-0.0569293,-0.30075,0.140609
271.249,0.885266,1.20701,2,7,0,-269.575,4.65849e-05,0.675348,0.31452,0.276885,0.0275347,-0.40467,0.154257
271.249,8.697e-05,1.54512,3,7,0,-267.257,4.65849e-05,0.675348,0.31452,0.276885,0.0275347,-0.40467,0.154257
272.644,0.998035,0.195722,4,15,0,-269.173,0.00397941,0.685754,0.449665,0.195176,-0.174103,-0.259678,0.148902
271.429,0.967737,0.3389,4,15,0,-267.342,-0.00243262,0.681706,0.327912,0.203278,0.107338,-0.429983,0.147718
271.377,0.986459,0.53825,3,7,0,-269.186,-0.00149127,0.633481,0.356287,0.211494,0.089225,-0.405365,0.145612
271.646,0.687811,0.890259,3,7,0,-267.989,0.00939547,0.801453,0.428984,0.025702,-0.058738,-0.292416,0.150879
271.355,0.915359,0.686427,2,7,0,-268.127,0.00711618,0.625855,0.516304,0.130016,0.0160333,-0.363611,0.15917
269.452,0.568327,0.940709,2,3,0,-265.27,-0.0214812,0.731638,0.423084,0.0998249,-0.11843,-0.273658,0.142988
270.311,1,0.540244,3,7,0,-266.825,-0.00591541,0.621631,0.39897,0.213384,0.0823063,-0.411712,0.162689
271.788,0.780915,0.910081,2,3,0,-266.923,-0.00879472,0.752029,0.473616,0.0518829,-0.1181,-0.266348,0.14197
272.119,0.916681,0.888209,2,3,0,-270.052,0.00401558,0.647881,0.422316,0.122936,0.063726,-0.333114,0.15016
272.119,0.327125,1.20749,2,3,0,-269.802,0.00401558,0.647881,0.422316,0.122936,0.063726,-0.333114,0.15016
273.002,0.997558,0.391868,4,15,0,-269.907,0.00710855,0.694534,0.495651,0.0970696,-0.0870948,-0.308651,0.1528
