# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 1919300
# output
#   file = 0.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_trans.1,theta_trans.2,theta_trans.3,theta_trans.4,theta_trans.5,theta_trans.6,theta_trans.7,theta_trans.8,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-10.3222,0.999242,0.286433,4,15,0,15.403,0.678884,0.886552,-1.14414,0.108317,-2.18274,-0.168953,-2.23754,0.100043,1.51314,0.631483,1.94184,2.07298,0.790633,1.58154,0.134773,1.40645,0.100171,1.57631
-14.3308,0.910191,0.516613,3,7,0,19.7889,2.23196,2.76694,-0.346386,-0.614677,-2.93172,-1.14238,-0.676389,-0.122013,2.57077,1.49192,5.90066,6.69881,2.05399,1.65372,-1.80311,0.866441,1.56165,2.38874
-7.9452,0.87421,0.71997,3,7,0,18.1512,-0.788713,-1.36147,1.70896,1.02645,0.282111,1.31868,0.932179,-0.201234,3.56479,4.89121,-0.292973,-3.09446,11.9237,8.58539,4.94466,10.0147,8.12428,2.58051
-9.05972,0.139907,0.903465,3,7,0,19.3345,-0.18279,-0.70472,-1.16276,-1.50163,-0.336992,-1.63011,-0.0231938,-1.25083,-1.1313,1.88323,-1.47553,-2.45845,-3.32103,-3.95921,-1.76593,-4.20116,-1.17498,-3.48689
-9.40182,0.99442,0.151189,5,31,0,15.1543,1.37461,-0.777974,1.89011,-1.49932,-0.906039,0.025123,0.20209,-0.434734,-1.81977,1.98396,0.907399,-3.36324,1.93012,-4.79435,-3.61731,-1.76993,-1.41883,-2.68226
-6.95949,0.985617,0.265392,3,15,0,13.779,-0.156286,0.770139,-0.623449,1.19614,0.0289743,0.0664972,0.608442,1.8426,-2.02325,2.41376,-2.40049,-0.164324,-3.52811,0.863935,-1.95331,-1.86274,-0.554621,2.42434
-9.37472,0.871841,0.450759,3,7,0,15.3654,0.712111,2.49896,-0.730744,-0.0402213,-2.03223,0.370573,0.338134,1.29591,0.0831024,5.46801,3.97694,13.7475,-3.91262,-0.136828,-11.0291,2.1094,1.93202,7.16915
-8.46233,0.972761,0.560051,3,7,0,11.224,-0.370865,-2.04742,0.474638,0.109573,1.54919,-0.262406,0.722285,-1.29517,0.945722,3.25282,-0.260636,-5.71416,2.48963,1.30214,5.98495,0.0921629,3.29518,-3.26724
-6.00901,0.527005,0.906022,2,3,0,14.5972,0.51209,0.236309,-0.275274,-0.144218,0.529934,-0.0149118,-1.65563,0.75859,0.987198,0.963056,1.48037,1.21478,0.722094,0.848308,1.49756,0.972838,-0.607266,1.71776
-5.566,0.974335,0.450494,3,7,0,10.0299,0.0298764,-0.439355,0.645245,0.9886,-0.0701037,0.0592274,2.13843,-0.668936,1.05647,9.41342,1.33771,-3.07936,7.13043,10.3626,0.396553,1.614,21.1864,-5.2405
-5.566,0.42116,0.727421,2,3,0,8.10281,0.0298764,-0.439355,0.645245,0.9886,-0.0701037,0.0592274,2.13843,-0.668936,1.05647,9.41342,1.33771,-3.07936,7.13043,10.3626,0.396553,1.614,21.1864,-5.2405
-4.33816,0.990115,0.278465,3,7,0,8.02364,0.215993,0.579746,0.0405692,-0.95185,0.401223,-0.675537,-0.265769,-0.0401495,0.60142,2.41825,1.12374,2.00339,0.699526,-1.70039,1.57168,-1.0322,-0.0412759,0.504328
-8.07995,0.930347,0.466445,3,7,0,9.6958,-0.464052,0.933633,0.496037,1.27225,-1.84635,0.848843,1.10159,1.53906,-0.367121,5.74175,-3.03159,4.99357,2.481,6.93783,-10.9684,4.50672,5.95795,8.46979
-9.37796,0.419624,0.665604,3,7,0,19.3331,-0.72879,1.37683,-0.260518,-1.20664,-1.39053,-0.304683,0.309556,1.35831,-2.90539,1.99609,-4.36011,-0.157116,-3.4254,-5.31395,-5.681,-3.51356,-2.28749,-0.194092
-7.88059,0.992731,0.259505,4,15,0,13.3801,1.62638,-0.517575,0.147665,1.64396,1.20339,0.536491,0.820381,-1.24982,-1.02944,8.48553,12.7712,-5.42134,0.223572,12.9204,9.18197,3.52296,5.93192,-11.6348
-4.88193,0.969634,0.432618,3,15,0,10.5137,0.803847,0.934414,-0.734848,0.315969,-0.257478,-0.713611,0.364758,0.0504857,-2.76327,6.94754,2.82149,3.72861,-7.86866,-0.568065,-4.55211,-7.72111,-0.229099,-2.41252
-6.52515,0.457815,0.675696,3,7,0,11.9405,0.258346,-0.618024,0.726486,0.276162,0.716183,1.01251,1.13182,0.262302,-2.02227,1.56423,-1.61816,-2.989,-0.885878,-1.59029,-0.901995,-0.438473,-0.251844,-1.61197
-4.78602,0.863042,0.295467,4,31,0,10.8729,0.0617731,0.563043,-0.625961,0.247333,-0.0636648,-1.44883,-0.627883,0.716397,4.65165,1.23984,4.72823,5.34973,3.87556,4.9583,4.57271,2.85533,3.87317,5.53986
-6.95911,0.952709,0.353787,3,15,0,10.191,-0.248085,-0.00635387,0.881467,1.43711,0.32642,-1.34293,1.37511,1.51388,3.53819,1.5786,3.14656,3.52816,4.92968,5.80681,4.05348,1.41823,5.70894,5.92801
-4.55772,0.948189,0.525783,3,7,0,9.2464,1.07596,0.182483,-0.552031,-0.729512,-0.495592,0.746024,-0.265763,-1.22075,3.09191,5.89943,9.43948,4.16845,-0.16476,-1.21179,0.1682,7.49302,1.52406,-4.10981
-7.27098,0.557732,0.768525,3,7,0,9.25578,-1.4016,-0.257849,0.0756487,1.26035,0.858293,-1.11629,-0.591278,0.954528,2.17475,0.761616,1.10727,1.97837,2.23236,3.13465,2.82844,1.32457,1.72442,2.90173
-5.59853,0.987301,0.436793,3,15,0,11.7824,2.21474,0.849658,-0.367967,-0.92906,-0.994077,0.474221,1.28932,-0.703072,4.09318,6.26562,17.9699,9.41681,1.78764,-1.72796,-2.13533,7.06447,12.1716,-0.312
-5.27845,0.192898,0.698091,3,15,0,12.0185,-0.374574,-1.57624,0.654579,-0.742296,-0.626326,-0.829125,-0.33926,0.145782,7.50458,2.74056,6.47804,3.18481,9.2985,5.47027,5.7881,5.23231,6.57482,7.90411
-4.74082,0.990983,0.168303,5,31,0,9.32043,1.46041,1.44228,-0.219623,0.788712,-0.284343,0.268194,0.309025,0.384745,6.06382,2.2381,9.33236,9.2918,5.57228,7.82904,5.42744,6.66407,6.75545,6.92492
-3.46852,0.999667,0.271298,4,15,0,7.10733,-0.2147,-0.889546,0.173898,-0.503941,-0.45999,-0.479342,0.717554,-0.274623,3.87046,7.41537,2.27838,-2.72585,5.15998,0.133547,0.459461,0.315964,9.19139,1.83403
-5.6209,0.945954,0.443437,3,7,0,7.49016,1.09518,1.41929,-0.564745,0.972894,0.132982,0.747178,0.556434,1.72529,1.69819,3.7589,5.81485,7.03315,-0.424637,5.3552,2.19805,4.50676,3.78977,8.18339
-3.39688,0.488261,0.635502,3,15,0,9.25957,0.062682,-0.583117,-0.251595,-0.346547,-0.436622,-0.923609,0.818085,-0.686093,3.00534,3.86166,3.24739,0.75354,2.03377,1.66709,1.31925,-0.561323,6.1645,0.355879
-4.25443,0.995589,0.314735,4,31,0,6.50409,0.334288,-0.0245988,0.464535,0.0276077,0.062555,-1.09213,0.967535,-1.26411,1.48993,6.50771,3.66538,1.32985,4.513,1.6696,1.89702,-5.61734,7.78637,-6.73654
-4.36998,0.9886,0.50419,3,7,0,6.11917,-0.00787009,0.963734,-0.634261,0.50901,-0.268886,0.954837,-0.0685953,1.29393,2.68779,3.0679,2.66364,5.64443,0.741935,4.24938,1.86287,5.61713,2.47734,6.65744
-5.79094,0.659245,0.790108,3,7,0,10.0349,1.51223,-0.218469,1.38839,-0.324338,0.182127,-0.511057,1.5441,-0.628938,-0.155871,4.30664,6.35677,-1.09674,5.8234,-1.55268,0.628486,-2.35681,6.494,-2.86448
-6.26589,0.983207,0.583368,3,7,0,8.53859,1.75381,0.261029,0.959782,0.0553453,-0.0554422,-1.39185,1.67991,-0.216189,-0.511709,4.21865,6.88698,0.589482,3.53727,-0.278226,-0.7456,-6.38342,6.57525,-1.42373
-6.26589,1.11778e-170,0.897162,1,1,0,16.0363,1.75381,0.261029,0.959782,0.0553453,-0.0554422,-1.39185,1.67991,-0.216189,-0.511709,4.21865,6.88698,0.589482,3.53727,-0.278226,-0.7456,-6.38342,6.57525,-1.42373
-6.19323,0.976634,0.151714,4,15,0,14.0244,1.56854,1.1703,-0.0308548,0.153702,-0.0487168,-0.915799,1.2224,-0.0501354,-0.290413,1.64044,2.28267,1.62939,-0.341028,-0.0382752,-0.37033,-1.79272,1.71485,-0.372657
-5.66608,0.997026,0.230564,4,15,0,8.99481,-0.511222,0.80125,-0.75136,-0.52332,0.0492462,1.47902,0.655225,-0.526769,-0.369253,3.43955,-2.12762,2.38669,-2.95359,-2.16924,-0.199868,4.71792,1.88443,-2.1811
-7.99258,0.591153,0.364698,4,15,0,13.4593,1.85543,-0.101732,0.33021,0.922061,-0.191693,-1.72899,0.613597,0.313205,1.35075,0.538983,2.3508,1.29592,1.52873,1.84773,1.24743,0.418857,1.68147,1.51956
-7.60781,0.990473,0.234895,4,15,0,12.2538,1.43558,0.339366,0.186237,0.702133,-1.19701,-1.5363,1.17662,1.23211,0.688048,1.43829,2.75283,1.17615,0.955911,1.69792,-1.0336,-1.5216,2.38038,2.46017
-9.83532,0.974175,0.36418,3,7,0,13.37,-1.23901,1.29235,1.38673,-0.696074,1.2712,1.00742,-1.73334,-0.701308,2.12762,0.93436,0.969934,3.33514,3.42332,1.47723,3.31537,3.06891,0.50805,1.47234
-7.22154,0.982543,0.54215,3,7,0,13.4907,-0.0643412,1.07869,1.84858,-0.863748,0.636332,0.673511,-0.730133,-0.528263,2.16887,0.855402,2.11383,3.09158,3.75015,1.43002,2.71319,2.74499,1.54431,1.71699
-6.74414,0.896679,0.818022,3,7,0,12.8967,-0.262957,0.930614,-1.03557,2.15682,-0.688171,-1.5203,0.732297,0.0728838,4.01889,3.7282,3.03854,7.48841,0.158085,12.0599,1.45326,-1.64907,6.74904,4.29062
-10.152,0.180651,1.02137,2,3,0,15.5467,1.2192,0.938278,-0.246549,-1.20568,2.29412,0.310868,1.03282,-2.17281,4.25269,1.88054,6.54543,6.01715,3.78904,1.98535,8.56686,4.83729,6.19495,0.166633
-10.875,0.990953,0.275216,4,15,0,19.1837,-0.793513,-1.71788,-0.69916,2.14928,-1.96792,0.339358,0.53466,1.78791,2.1383,2.57442,0.0954717,-2.28424,0.338374,7.67144,-2.92795,3.01195,3.51474,6.74113
-11.7738,0.986766,0.421336,3,15,0,18.408,0.851336,2.15182,-0.161819,-1.51708,2.31805,-0.284526,-1.54804,-1.1042,4.2721,1.07394,5.18638,6.58303,4.09831,2.64284,6.76155,3.96653,2.60959,3.08625
-9.64211,1,0.63631,3,7,0,12.4635,-0.106199,-1.47402,0.185532,1.63039,-2.28417,0.34276,2.19155,0.901749,3.9169,3.09923,3.58776,-0.651441,4.4919,8.96987,-3.16227,4.97919,10.709,6.71162
-9.64211,1.86748e-39,0.983599,1,1,0,19.0398,-0.106199,-1.47402,0.185532,1.63039,-2.28417,0.34276,2.19155,0.901749,3.9169,3.09923,3.58776,-0.651441,4.4919,8.96987,-3.16227,4.97919,10.709,6.71162
-3.82308,0.999982,0.186859,4,15,0,11.3634,-0.372286,0.638403,-0.195707,0.617816,0.155046,1.06361,-0.0842314,-0.454223,4.3613,2.08325,3.58573,5.69125,3.95359,5.64836,4.6843,6.57706,4.18582,3.41504
-3.34264,0.976501,0.289333,4,15,0,8.19399,1.02026,-0.909577,-0.293915,0.353612,-0.815673,-0.705026,0.329822,0.0776921,3.14563,4.65922,7.89927,-1.09229,1.77622,4.79319,-0.654767,-0.139239,4.68235,3.50762
-7.56174,0.722496,0.424752,3,15,0,14.2973,-0.868526,-0.122784,-0.376918,-0.237982,0.0656323,-1.39304,2.09492,1.80247,1.72745,2.52292,-0.463774,1.41768,0.776515,1.12704,1.89304,-1.78708,7.01278,6.27494
-9.50356,0.971207,0.368118,3,7,0,12.715,-0.546816,-0.08707,1.6546,-0.251885,-0.272353,-2.19857,1.97902,1.33937,0.828767,4.68462,-1.73286,0.420877,8.57995,-0.351218,-0.447101,-9.47068,10.0997,7.1032
-6.00182,1,0.531712,3,7,0,12.04,0.859454,-0.230862,-1.60579,0.755037,-0.409876,0.647873,0.497024,-1.51927,0.879243,3.40967,3.8097,0.0920802,-4.59595,3.45367,-0.518298,3.08828,2.57393,-4.30095
-8.07104,0.330389,0.811299,3,7,0,10.942,-0.319803,-0.643499,-1.52369,0.275557,0.357788,0.466186,-0.358613,-2.15745,0.824101,0.977948,0.511351,0.194792,-0.665988,1.09358,1.174,1.28001,0.473396,-1.28578
-4.83574,0.965284,0.317114,4,15,0,14.6575,0.73324,1.73429,-0.083992,0.561756,-0.272091,-1.56931,0.833694,0.28538,3.27926,5.48093,7.2981,12.7848,2.8189,6.35821,1.78794,-5.32205,7.84868,4.84341
-6.16253,0.973442,0.450327,3,7,0,8.05069,-0.36844,-1.5607,-0.973627,-0.716692,-0.404954,1.40635,0.0261448,-0.254752,2.71978,2.43232,1.82361,-1.07634,0.351601,0.97655,1.7348,6.14047,2.78337,2.10014
-10.0671,0.606687,0.647748,3,7,0,12.8525,0.85042,1.8187,1.63992,0.897149,0.4743,-1.31785,0.565085,0.481564,-0.558331,0.446749,-0.178406,0.254174,0.174302,-0.15753,-0.346438,-1.14708,-0.305879,-0.343192
-7.85229,0.942924,0.446236,3,15,0,12.2707,0.217719,-0.04067,1.04101,-0.0431257,0.577832,-0.330739,-0.0588672,1.24791,-0.583241,0.154727,-0.549554,-0.589534,-0.42217,-0.589914,-0.493835,-0.634415,-0.59235,-0.390156
-9.11225,0.754485,0.601891,3,7,0,16.3336,0.394248,0.468178,-0.41767,-1.80349,0.00443268,0.379934,-1.50008,-0.914443,1.7283,0.125243,1.77767,1.78693,1.67599,1.50242,1.72885,1.77588,1.54042,1.61377
-5.28568,0.942747,0.557583,3,7,0,13.8386,0.343391,-0.0593305,0.804504,1.51442,-0.349069,-0.406576,1.28655,0.758088,3.43095,1.41016,3.91519,3.34728,4.56543,5.56653,2.93871,2.85761,5.24519,4.49998
-4.15123,0.92358,0.748764,3,7,0,8.35447,0.250914,0.304996,-0.943882,-1.24124,-0.127368,0.148162,-0.534814,-0.613091,5.08017,2.68627,5.7542,5.89948,2.54465,1.74588,4.73803,5.47818,3.64352,3.43325
-6.52301,0.848629,0.965676,2,3,0,7.7957,0.490236,0.21801,0.0284023,-0.842809,0.0843709,1.27092,-1.09382,-1.60727,4.96553,0.986579,5.44919,5.18061,4.99355,4.13403,5.04877,6.21939,3.88639,3.37984
-6.52301,0.0439481,1.07345,2,3,0,15.2226,0.490236,0.21801,0.0284023,-0.842809,0.0843709,1.27092,-1.09382,-1.60727,4.96553,0.986579,5.44919,5.18061,4.99355,4.13403,5.04877,6.21939,3.88639,3.37984
-5.67616,0.974317,0.250024,4,15,0,13.8155,0.0862625,-0.350708,-0.178752,0.106822,-0.634419,-0.833934,0.894905,2.46837,5.20723,8.57547,5.94698,2.19975,3.67435,6.12328,-0.233203,-1.94414,12.8815,26.3747
-6.27129,0.906995,0.35615,4,15,0,11.4703,1.3686,0.82166,0.207238,0.139049,0.97836,-0.235922,-0.174414,-1.82028,4.31718,1.38657,6.21484,5.45647,4.60453,4.50998,5.67375,3.99006,4.07534,1.79322
-5.10068,0.99838,0.444242,3,7,0,8.71251,0.563861,-0.171479,-1.23817,-0.0331221,-1.02515,0.119337,0.922996,1.79212,3.41098,12.1889,10.2838,1.32083,-11.681,3.00725,-9.08446,4.86557,14.6613,25.2551
-8.17793,0.486559,0.658702,3,7,0,11.7259,-0.450592,0.147567,1.67809,-0.186199,1.11119,0.0707643,-0.798956,-1.86106,4.0537,0.487722,3.83394,4.12567,4.87215,3.96289,4.59566,4.08822,3.66403,3.14602
-8.96559,0.994375,0.366911,4,15,0,11.6845,-0.770991,-0.102031,1.80227,-0.0979689,1.16711,-0.43083,-1.37367,-1.65811,3.93278,0.552021,3.50718,3.87646,4.92767,3.8787,4.57705,3.69495,3.17448,3.01747
-7.29206,0.9013,0.53842,3,7,0,17.3541,0.733664,0.168004,-1.76524,0.0140763,-1.43475,0.156797,1.59897,1.42423,-0.74777,4.61667,2.63932,0.0278475,-8.8973,-0.682785,-7.37156,-0.0238904,6.63415,5.82742
-8.03734,0.955476,0.660433,3,7,0,11.0753,-0.617107,0.813836,0.00225863,-0.310962,1.54843,1.09748,-0.600228,-1.39066,-0.606881,3.23592,-2.60379,2.02663,-0.599572,-1.61313,4.40371,2.94448,-2.54917,-5.10695
-7.15243,0.661756,0.895335,2,3,0,15.0118,1.58914,-1.22914,-0.696861,0.591933,1.40264,-0.790505,0.212935,0.155811,-0.0294378,6.04712,9.58026,-7.46216,-4.24344,3.55005,8.45247,-4.80972,1.25821,0.912768
-7.15243,0.138713,0.698409,3,7,0,14.9472,1.58914,-1.22914,-0.696861,0.591933,1.40264,-0.790505,0.212935,0.155811,-0.0294378,6.04712,9.58026,-7.46216,-4.24344,3.55005,8.45247,-4.80972,1.25821,0.912768
-7.11545,0.999377,0.205881,4,31,0,10.8058,0.831849,-1.32189,-1.34113,-0.148989,1.55428,-0.935106,0.627534,-0.110379,0.613975,3.52785,3.54861,-4.04946,-4.11731,0.0883632,6.09725,-2.68494,2.82782,0.224575
-4.87911,0.967997,0.303089,3,7,0,11.1782,0.599811,0.667173,0.99405,-0.944776,-0.229248,-0.937351,-0.0755711,0.523698,1.59081,1.90446,2.73312,2.86141,3.48393,-0.208479,1.15421,-0.19434,1.44688,2.58817
-7.40887,0.943306,0.419642,3,7,0,9.28816,0.539219,-1.64759,-0.539482,0.374789,1.20932,1.85928,0.74719,-0.0428438,1.53665,2.62002,2.94942,-2.78008,0.123193,2.51861,4.70508,6.40801,3.4943,1.4244
-6.09448,0.988991,0.55365,3,7,0,11.1522,0.484676,0.497197,2.06144,0.0295981,0.391328,-0.0126578,-0.540445,0.655941,1.33752,1.62648,2.12584,2.1462,4.69042,1.38566,1.97401,1.31693,0.458493,2.4044
-4.945,0.734475,0.792389,2,7,0,7.76765,0.220898,-0.458401,-0.389314,0.427788,-0.726434,0.668539,-1.13072,0.753217,1.53457,2.95099,2.18644,0.181834,0.385708,2.79697,-0.609131,3.50742,-1.80218,3.75731
-8.99,0.605623,0.710451,2,7,0,12.32,0.757438,-0.0971946,-1.14251,-0.703497,1.53703,-0.697645,1.20717,0.0987946,-1.14357,0.367304,-0.865358,-1.17927,-1.56321,-1.40197,-0.57901,-1.39982,-0.700171,-1.10728
-6.93275,0.936695,1.00876,3,15,0,13.1148,0.412743,1.37578,-0.315641,-0.630604,0.784592,-0.476941,1.07497,1.18725,-0.495022,1.10516,-0.0388758,1.02543,-0.843856,-1.19194,0.372077,-1.02212,0.692989,0.817078
-6.93275,0,12.9337,0,1,1,9.65148,0.412743,1.37578,-0.315641,-0.630604,0.784592,-0.476941,1.07497,1.18725,-0.495022,1.10516,-0.0388758,1.02543,-0.843856,-1.19194,0.372077,-1.02212,0.692989,0.817078
