# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 1919300
# output
#   file = 2.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_trans.1,theta_trans.2,theta_trans.3,theta_trans.4,theta_trans.5,theta_trans.6,theta_trans.7,theta_trans.8,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-7.76969,0.995546,0.123865,5,31,0,10.6317,-0.788254,-0.152671,-1.12439,0.447219,-1.23748,-1.8429,1.28347,0.340745,9.12019,1.39282,8.02229,8.90755,7.55412,9.74309,7.3966,6.55336,10.9078,9.59479
-4.4965,0.996767,0.228047,5,47,0,11.7097,1.1581,0.107748,-0.393754,-0.993089,0.326844,0.533336,-0.0367009,-1.1629,4.1799,2.3313,6.87977,4.4311,3.26195,1.86472,4.94187,5.42327,4.09434,1.46883
-4.93245,0.870154,0.417231,3,7,0,12.3971,0.702121,0.645103,-0.139491,0.571333,-1.11153,0.291824,-0.339601,1.31972,6.41374,1.48338,7.45525,7.37068,6.20682,7.26125,4.76491,6.84663,5.90998,8.3714
-4.72134,0.995688,0.524751,3,15,0,6.27067,-0.107352,-0.537336,0.100456,-0.563265,0.663431,-0.828688,0.641698,-1.18624,4.09128,7.16217,3.3224,0.242782,4.81076,0.0570757,8.84289,-1.84393,8.68723,-4.40475
-7.74888,0.499742,0.941244,2,3,0,10.0254,-0.14864,2.10836,1.09821,-0.875666,-0.0522797,0.83975,1.19683,0.621951,5.84902,0.847821,5.723,7.63652,6.7801,5.10661,5.80469,6.56097,6.86372,6.37632
-6.78303,1,0.410255,3,7,0,9.06114,-0.265859,1.81707,1.02467,-0.829499,-0.12821,0.380866,1.31169,0.620648,6.28468,1.05911,6.0031,8.20914,7.36991,5.40615,6.14889,6.68805,7.6739,6.94201
-5.54232,0.924259,0.739258,3,7,0,11.1622,0.809259,-2.00199,-1.13292,-0.00557816,-0.212774,-0.2279,0.723902,0.890092,4.76073,4.0348,8.02594,-3.31689,0.189603,4.73823,3.90223,3.8412,7.68154,8.35208
-5.54232,0,1.06818,0,1,1,15.0482,0.809259,-2.00199,-1.13292,-0.00557816,-0.212774,-0.2279,0.723902,0.890092,4.76073,4.0348,8.02594,-3.31689,0.189603,4.73823,3.90223,3.8412,7.68154,8.35208
-7.95308,0.992579,0.119485,5,63,0,15.869,-1.59113,-0.656293,-0.198405,0.371102,-0.821813,0.907329,-1.2822,0.528475,0.163574,0.780113,-1.07769,-0.348408,0.00879591,0.453076,-0.477532,0.871393,-0.836683,0.575844
-6.16107,0.995501,0.210078,5,31,0,12.3243,1.32862,1.92242,0.345238,-0.0725659,1.11217,-1.08313,0.53064,-0.215795,2.40141,2.90429,6.26011,7.98467,3.40408,2.19065,5.63147,-0.744314,3.94254,1.77467
-4.62465,0.994913,0.368845,3,7,0,8.73656,1.1276,-0.85223,-0.147495,0.619301,0.309831,0.303915,-0.320335,1.04863,2.77085,8.75575,12.6438,-4.69107,1.47942,8.19329,5.48365,5.43185,-0.0339276,11.9524
-6.44098,0.945246,0.640626,3,15,0,9.43416,-0.246846,0.232551,-0.930081,-1.4005,0.543051,0.0597847,0.622491,-1.41521,9.18703,5.51162,7.82651,10.4688,4.06078,1.46802,12.1801,9.51654,12.618,1.38691
-6.44098,0.284726,0.965666,2,7,0,11.3869,-0.246846,0.232551,-0.930081,-1.4005,0.543051,0.0597847,0.622491,-1.41521,9.18703,5.51162,7.82651,10.4688,4.06078,1.46802,12.1801,9.51654,12.618,1.38691
-5.69278,1,0.25111,4,15,0,9.25484,0.86567,-1.0525,0.0485921,0.203959,-0.872009,-0.146354,-0.320998,0.351819,10.6403,1.57417,12.003,8.98353,10.7168,10.9614,9.26764,10.4099,10.135,11.1942
-9.02694,0.93645,0.437487,3,7,0,10.4454,-0.587495,1.69978,-1.24859,-0.64505,1.04561,-0.0701303,-1.46958,-0.655758,9.79736,1.43204,8.95604,12.2315,8.00932,8.87362,11.2947,9.69693,7.69285,8.85828
-8.25258,0.91322,0.64009,3,7,0,16.1569,1.59495,-1.6004,0.428931,0.13298,-1.81948,-0.306697,1.98425,-0.626199,8.61487,4.65698,16.0425,1.16183,10.6124,9.23415,0.141592,7.18659,17.8555,5.69867
-6.65573,0.383123,0.876593,3,7,0,13.8123,-0.0326325,-0.723549,1.81637,0.826922,-1.69938,-0.0770227,-0.432209,0.174235,7.68919,2.97726,7.59203,5.53499,13.097,10.1512,2.62969,7.45987,6.40239,8.20793
-6.76691,0.992625,0.30613,4,31,0,9.7419,0.324355,0.906108,-2.1001,-0.463625,1.56705,-0.0222603,0.863005,0.698284,3.61583,2.79096,4.52109,6.14474,-2.24545,2.32187,7.9894,3.5537,6.02444,5.56471
-6.74215,0.878412,0.513635,3,7,0,15.3013,0.720734,-0.832604,1.05649,-0.442002,-1.64119,-1.24216,-0.987991,0.801022,4.10559,3.08084,6.32606,1.54047,7.36045,2.74385,-0.950658,0.278685,1.06175,6.57341
-10.6311,0.845472,0.640463,2,7,0,12.1211,-1.62446,0.725501,-1.9683,1.23843,1.03796,1.67566,1.66092,-0.757162,4.66272,1.82428,1.69926,5.98623,1.072,6.92196,6.55624,7.71958,7.6927,3.28145
-9.99196,0.884149,0.732738,3,7,0,15.4642,-1.29843,0.838132,-1.54607,-0.316134,0.084303,0.834692,1.69547,-1.12069,2.48476,11.2522,-12.1254,11.9156,-14.9119,-1.07244,3.43335,11.8769,21.5625,-10.1255
-8.8014,0.143082,0.921247,2,7,0,15.5458,2.23711,0.220806,-1.47461,-1.21794,-0.222524,0.548253,2.01285,-0.637868,1.33257,2.08465,5.99617,1.79288,-1.74148,-1.20641,0.868685,2.47549,5.52866,0.00283933
-7.36874,0.990517,0.18447,4,15,0,16.7375,1.01916,-0.615734,-0.064061,-1.45435,1.79106,0.500934,0.901083,-1.18655,3.34181,4.0319,7.45095,0.859235,3.08353,-2.52196,10.5632,5.36153,6.97489,-1.44222
-7.75584,0.941096,0.303134,3,15,0,14.1269,1.28448,1.42357,0.492691,-0.364483,0.0144226,0.749743,0.831678,-1.73625,4.10141,0.538377,4.79295,4.86783,4.36667,3.90518,4.10918,4.50506,4.54917,3.16665
-5.51254,0.99684,0.438402,3,7,0,9.89953,-1.01757,-0.518661,-0.376392,0.780446,0.129894,-0.751226,-0.920786,1.29206,4.21379,2.54762,1.6214,2.89243,3.25488,6.20207,4.54471,2.29995,1.86797,7.50548
-4.87641,0.998928,0.721865,3,7,0,7.871,0.181453,-0.278151,0.911712,-1.30522,-0.64347,0.567261,1.43177,-0.0906869,4.30851,2.28044,4.72231,3.67421,6.38762,1.33203,2.84112,5.60212,7.57358,4.10171
-5.83009,0.239943,1.18625,2,3,0,7.7187,1.94316,-1.34838,0.301216,0.268825,-0.0203628,-0.461176,0.47715,-0.723237,4.55774,1.49896,7.47044,2.53657,5.00925,4.96069,4.52721,3.86646,5.27296,3.47364
-6.58906,0.946953,0.315811,4,15,0,14.7926,-0.75541,1.32616,-0.15889,-1.93397,-0.981283,0.60047,0.260147,0.0324373,2.50308,2.22614,0.821433,5.45529,2.14937,-1.8022,0.318608,3.83981,3.0822,2.57529
-6.47759,0.998765,0.458155,3,15,0,9.76627,-0.621077,0.837193,0.0299625,-1.97434,-0.93959,0.775177,0.981781,-0.36421,2.13045,3.68042,-0.155375,5.21167,2.24072,-5.13596,-1.32763,4.98342,5.74381,0.790004
-6.47759,0.00204556,0.747182,2,3,0,10.6491,-0.621077,0.837193,0.0299625,-1.97434,-0.93959,0.775177,0.981781,-0.36421,2.13045,3.68042,-0.155375,5.21167,2.24072,-5.13596,-1.32763,4.98342,5.74381,0.790004
-11.5561,0.986808,0.11734,5,31,0,16.1094,1.07515,1.78541,0.735468,0.879837,-0.549103,2.64417,-0.711747,1.36581,2.9827,0.477995,3.49661,3.83612,3.33425,3.40326,2.72023,4.2466,2.64249,3.63555
-7.94612,0.998628,0.18654,4,15,0,16.244,0.662902,2.07835,0.700845,-0.744405,-0.998072,0.995042,-0.683701,0.585928,3.68625,0.573962,4.06673,4.87914,4.0885,3.25899,3.11339,4.25736,3.29383,4.02255
-7.41663,0.997158,0.302902,4,15,0,10.8451,-0.134204,1.81219,-0.0228595,-0.347752,-0.991248,0.251189,-0.580078,1.31281,2.23102,0.442396,2.17165,3.03273,2.22091,2.07718,1.7925,2.34215,1.9744,2.81181
-7.97106,0.56393,0.487104,2,7,0,14.5822,-0.8399,1.22947,-0.359365,0.123863,-0.456646,0.913657,-1.12037,1.09946,2.76174,0.169935,2.61901,2.97067,2.70067,2.78279,2.68414,2.917,2.57135,2.94857
-10.0763,0.958059,0.289703,4,15,0,15.3203,1.31178,-0.70203,1.58638,-0.553046,2.27432,-0.58822,1.06618,-0.418427,5.96425,0.376475,6.4581,5.69995,6.56148,5.75604,6.82047,5.7428,6.36564,5.80672
-6.86173,0.97861,0.423848,3,15,0,17.3864,-1.58881,0.552624,1.68034,-0.627411,-0.693648,0.35295,-0.0961198,-0.324892,2.56905,1.09797,0.824587,3.17581,4.41401,1.88018,1.80745,2.95658,2.46352,2.21233
-10.1426,0.847458,0.646392,3,7,0,14.5986,-2.05655,-1.81309,-0.032914,0.831174,0.424274,-0.111719,1.21301,-1.88383,4.15775,3.74767,-3.54951,-2.63711,4.0344,7.27271,5.74779,3.73907,8.70372,-2.9022
-7.41684,1,0.731003,3,7,0,14.8204,-0.945904,2.66064,0.729416,-0.0847755,-0.660915,0.393492,0.572282,-0.565927,2.99674,3.70719,-0.509911,12.8602,5.70082,2.68246,0.546599,4.45549,5.1183,0.898737
-7.4585,0.456289,1.1592,2,3,0,15.5314,-0.423423,-0.66194,-0.728732,-0.045931,1.44762,-0.363,1.18562,1.37479,-1.60345,2.25893,-2.55993,-3.09873,-3.24961,-1.7072,1.66662,-2.42344,1.07478,1.50211
-7.36983,0.934664,0.548762,3,15,0,14.2872,-0.361571,1.82927,-0.0365491,-0.593841,-0.129599,-0.100741,0.334328,-2.23116,2.87249,1.53665,2.31689,5.68345,2.81633,1.95997,2.67335,2.71769,3.38624,-0.556014
-8.00376,0.953972,0.750746,3,7,0,12.0258,0.243127,1.34683,1.07191,-0.811733,-0.187816,0.148755,0.171613,-2.38386,4.48589,6.82105,6.14426,13.6727,11.7974,-1.05098,3.20479,5.50055,5.65647,-11.7745
-8.00376,1.12451e-09,1.06737,1,1,0,13.1699,0.243127,1.34683,1.07191,-0.811733,-0.187816,0.148755,0.171613,-2.38386,4.48589,6.82105,6.14426,13.6727,11.7974,-1.05098,3.20479,5.50055,5.65647,-11.7745
-8.98451,0.995691,0.189845,5,31,0,13.6225,0.341559,-1.20972,-1.20001,1.23673,-0.10138,-0.689381,0.741626,2.5387,2.45562,1.14951,2.84824,1.06502,1.07619,3.87725,2.33908,1.66316,3.30813,5.37389
-8.00462,0.998523,0.29648,4,15,0,13.9815,0.0899529,0.249735,-0.680749,-1.21135,-0.10168,0.197799,1.54085,-2.47361,1.35295,2.33452,1.56294,1.93596,-0.236277,-1.47499,1.11557,1.81471,4.9501,-4.42176
-7.13207,0.998047,0.463444,4,23,0,11.6801,-0.314456,1.79671,-0.495222,0.327525,-0.810881,-0.446462,0.0815284,2.11325,6.74146,1.82493,6.1676,10.0203,5.83771,7.33917,5.26166,5.9267,6.89024,10.598
-8.79841,0.482211,0.720021,3,7,0,11.9142,0.595862,1.05481,0.65457,0.360187,-0.295715,0.157573,1.06956,-2.201,5.81673,0.195838,5.93342,6.0233,5.94492,5.88727,5.75881,5.84759,6.02619,5.38569
-6.01556,0.997196,0.371746,4,31,0,11.6202,-0.24476,0.457269,-0.49219,-1.0452,-0.591595,-0.372951,-1.1547,-1.27466,7.0082,0.982352,6.76776,7.4574,6.5247,5.98145,6.42705,6.64183,5.87388,5.75604
-4.59288,0.762222,0.574332,3,15,0,9.30219,0.479987,0.199697,1.01539,0.234595,1.13183,-0.0625617,-0.0435952,-0.134431,6.18894,6.16355,9.14736,7.41978,12.4473,7.63487,13.165,5.80333,5.92023,5.36036
-5.2274,0.810701,0.538755,3,7,0,10.08,-0.0498951,0.641343,-1.20393,-0.510108,-1.0086,-0.357933,0.950404,-0.237345,4.74034,0.810191,4.69992,5.25995,3.76492,4.32706,3.92318,4.45035,5.51035,4.54805
-4.7937,0.802961,0.55966,3,15,0,8.77633,1.36848,1.03242,0.186049,0.115403,-0.0247572,-0.241731,-0.869518,0.840472,1.22921,5.74049,9.08494,7.15583,2.29723,1.89169,1.0871,-0.158437,-3.76224,6.05394
-5.11682,0.883629,0.571816,3,7,0,9.14699,-0.183985,-0.165275,0.218285,0.083995,0.546004,1.69751,0.702189,-0.796431,1.20669,4.46552,0.385096,0.468647,2.18144,1.58177,3.64488,8.78695,4.34232,-2.34979
-4.28399,0.993611,0.690181,3,7,0,6.96805,0.890879,0.683228,-0.380986,0.0345327,-0.783675,-1.63745,0.475377,0.846524,3.01713,9.10912,11.1323,9.24073,-0.453323,3.33169,-4.12146,-11.8986,7.3474,10.7282
-4.28399,3.13552e-59,1.04262,1,1,0,10.6062,0.890879,0.683228,-0.380986,0.0345327,-0.783675,-1.63745,0.475377,0.846524,3.01713,9.10912,11.1323,9.24073,-0.453323,3.33169,-4.12146,-11.8986,7.3474,10.7282
-6.70553,0.988072,0.20492,4,15,0,9.85527,0.942119,-0.918938,0.663445,0.673886,0.328852,1.82609,1.30231,1.29536,1.54376,3.83528,5.15705,-1.98063,4.08826,4.1283,2.805,8.54731,6.5385,6.51181
-7.91756,0.986238,0.306654,4,15,0,11.9916,0.368821,1.39465,-0.901178,-0.88638,-0.999459,-1.85881,0.21943,-1.2808,1.10834,2.05125,1.86489,3.96911,-0.740201,-0.709846,-0.9418,-2.70454,1.55845,-1.5189
-7.06192,0.864854,0.455289,3,7,0,11.7211,1.2014,-0.338128,0.854334,1.12509,0.556164,1.58426,1.23836,1.65321,-0.29636,5.64002,6.47957,-2.20341,4.5221,6.04918,2.84041,8.6389,6.68803,9.0278
-9.29121,0.749554,0.527022,3,7,0,12.2573,-0.159636,0.308043,-1.46132,-0.466195,-0.702389,-2.07164,0.219634,-1.32389,-1.33391,1.34655,-1.54887,-0.919118,-3.30165,-1.96167,-2.27971,-4.12348,-1.03816,-3.11659
-5.85108,0.952111,0.48328,3,7,0,13.0116,1.43607,0.513274,0.652272,1.1668,0.639965,1.52802,1.10017,1.05294,0.0427489,6.01611,8.68232,3.13066,3.96688,7.06232,3.89285,9.23548,6.66148,6.37734
-5.85108,0.141862,0.664686,2,3,0,12.4771,1.43607,0.513274,0.652272,1.1668,0.639965,1.52802,1.10017,1.05294,0.0427489,6.01611,8.68232,3.13066,3.96688,7.06232,3.89285,9.23548,6.66148,6.37734
-7.51468,0.975036,0.182071,4,15,0,14.8447,1.58441,0.189986,0.135796,1.9885,0.573176,1.92042,0.790397,0.235451,-0.403256,5.63061,8.51797,0.666484,0.361357,10.7932,2.82407,10.4099,4.04716,0.922479
-5.75482,0.997599,0.262423,4,15,0,10.1039,0.0286581,0.473374,-0.173334,-1.05385,-0.994106,-1.10328,0.535496,0.257967,-1.03613,4.15962,-0.916921,0.932928,-1.75713,-5.41976,-5.17123,-5.62536,1.19133,0.0369174
-5.3275,0.954728,0.394001,4,31,0,10.3749,0.121987,0.581166,0.26389,-0.176013,1.69426,0.325809,-0.473347,0.722022,1.93696,1.59527,2.13157,2.86408,2.35794,1.65618,4.63976,2.45672,1.18185,3.08878
-7.46845,0.914246,0.541763,3,15,0,10.9287,-0.441148,-0.702608,-0.0431666,-1.50253,1.69932,-0.311666,0.806866,0.938927,3.4825,5.67201,0.980309,-0.502697,3.23766,-5.03986,13.1211,1.71473,8.05906,8.80811
-9.09182,0.477459,0.686292,3,15,0,17.6524,-0.461712,-0.251064,-0.517472,-1.18569,2.42384,1.15171,-0.0987979,-0.818105,4.93963,3.96859,3.10728,3.94326,2.88599,0.234088,14.5589,9.51028,4.54754,1.6929
-10.2605,0.978368,0.371568,4,15,0,15.9772,-2.62606,0.00163089,-1.10009,-0.938151,1.24202,1.6142,0.434211,-0.608625,3.46571,1.73856,-1.09986,3.46855,1.55313,1.83468,5.62504,6.27209,4.22061,2.40758
-5.53355,0.960403,0.53247,3,7,0,14.7489,0.308655,-0.256352,-0.793046,-0.234647,-0.706933,-0.703714,1.15284,0.620153,4.588,0.446066,4.72568,4.47365,4.23425,4.48333,4.27266,4.2741,5.10224,4.86463
-4.039,0.305239,0.734667,3,7,0,7.42347,0.984674,-0.579181,-1.73814,-0.460512,-0.105368,0.0772692,0.26076,0.0739817,5.26861,3.69081,8.90285,3.13096,-1.14654,3.56894,4.87971,5.55379,6.23102,5.54166
-4.04147,0.992292,0.288315,4,15,0,6.74822,-0.0982157,0.665975,1.43251,0.540122,-0.38946,-0.331955,0.548571,-0.0200988,6.14637,7.11623,5.44745,10.8856,16.3404,9.99,3.37489,3.7841,10.0501,6.00334
-7.66052,0.808926,0.422617,3,7,0,11.9213,0.892989,1.15133,0.585695,-0.849112,-0.917347,0.131504,-0.552735,-0.157609,5.99342,0.0980668,6.08099,6.10632,6.05085,5.91015,5.90345,6.00631,5.93921,5.97796
-9.52505,0.957275,0.435935,3,15,0,11.7679,1.12112,-0.913251,-0.133465,-1.04725,-1.38602,-0.713927,0.663107,-1.12145,5.27143,0.0614453,5.34032,5.21532,5.26323,5.20709,5.18627,5.22757,5.31218,5.20253
-9.20274,0.891417,0.594914,3,7,0,16.384,0.00596905,0.820692,-0.105157,-1.05213,0.372887,0.898351,-1.24719,0.868722,7.32685,0.0391597,7.32708,7.35899,7.32273,7.28565,7.34145,7.36203,7.27801,7.36087
-7.16325,0.819354,0.715299,3,7,0,11.6735,-0.0934037,-0.222689,1.12495,0.526478,0.180289,1.64623,-0.606271,0.63088,7.44375,0.345571,7.41147,7.36679,7.8325,7.62568,7.50605,8.01263,7.23424,7.66176
-9.04551,0.728964,0.750239,2,7,0,18.7842,-1.95896,0.976958,1.20485,-0.35682,1.87623,0.285873,0.422211,0.91881,6.12968,1.08235,4.0094,7.18709,7.43376,5.74348,8.16043,6.4391,6.58666,7.12416
-10.8181,0.845544,0.66454,3,15,0,13.8687,2.33888,-1.18583,-0.504443,0.168881,-2.34963,-0.158101,-0.505668,-0.940543,2.90292,0.463218,3.98633,2.35362,2.66925,2.98115,1.81452,2.82968,2.66868,2.46724
-6.52715,0.953047,0.731593,3,7,0,13.0027,-1.44441,-0.481364,1.14844,-1.02715,1.13874,0.279095,0.626741,0.182671,2.31147,2.02438,-0.612555,1.33701,4.63634,0.232127,4.6167,2.87646,3.58023,2.68126
-7.8022,0.508272,0.981645,2,3,0,13.6177,2.35343,1.44752,-1.44071,0.78945,-0.47194,-0.556745,-0.0300231,0.377541,2.6706,1.56125,6.34489,4.93053,0.421282,3.90312,1.93378,1.80138,2.62372,3.26003
-4.7183,0.998556,0.579365,3,7,0,9.684,-0.540069,-0.52335,1.22096,-0.338801,0.0496163,0.466622,1.09873,-0.423028,1.98485,6.0971,-1.308,-1.20607,9.42918,-0.0808519,2.28737,4.82989,8.68391,-0.594391
-4.7183,0.00108558,0.843701,2,3,0,8.86361,-0.540069,-0.52335,1.22096,-0.338801,0.0496163,0.466622,1.09873,-0.423028,1.98485,6.0971,-1.308,-1.20607,9.42918,-0.0808519,2.28737,4.82989,8.68391,-0.594391
-8.61943,0.974753,0.198237,4,15,0,11.4206,-1.32026,0.181817,0.279791,0.984113,-1.22527,-0.163704,1.56357,2.42659,2.16442,2.43851,-1.05505,2.60778,2.84669,4.56419,-0.823411,1.76522,5.97721,8.0817
-8.61943,1.97576e-26,2.21434,1,1,0,11.4435,-1.32026,0.181817,0.279791,0.984113,-1.22527,-0.163704,1.56357,2.42659,2.16442,2.43851,-1.05505,2.60778,2.84669,4.56419,-0.823411,1.76522,5.97721,8.0817
-8.61943,0,5.17063,0,1,1,13.5637,-1.32026,0.181817,0.279791,0.984113,-1.22527,-0.163704,1.56357,2.42659,2.16442,2.43851,-1.05505,2.60778,2.84669,4.56419,-0.823411,1.76522,5.97721,8.0817
-7.57075,0.849389,0.509821,4,15,0,13.513,-0.810166,-0.868334,-1.91584,-0.990359,0.574295,0.147395,1.03918,0.803562,4.96352,0.650553,4.43647,4.39863,3.71717,4.31924,5.33713,5.05941,5.63957,5.48628
