# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = garch_garch11_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = garch-garch11.data.R
# init = 2 (Default)
# random
#   seed = 1569824
# output
#   file = mpi.0.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
-268.007,0.141908,0.244064,3,7,0,269.198,5.15692,1.12556,0.678308,0.272616
-268.483,0.996654,0.0696246,5,39,0,270.857,5.06212,2.6594,0.572473,0.150209
-268.854,0.872731,0.103962,3,7,0,272.598,5.16513,2.39337,0.698521,0.0870413
-268.839,0.984196,0.121993,5,31,0,269.913,4.93389,2.5322,0.416993,0.172404
-274.833,0.101867,0.176763,2,3,0,276.001,5.42004,3.31727,0.460399,0.161948
-274.793,0.997334,0.0478546,4,15,0,277.127,4.61076,1.9444,0.389713,0.204202
-273.471,0.998498,0.0711305,3,7,0,275.926,5.35681,2.673,0.346531,0.26184
-271.934,0.918318,0.105582,4,19,0,276.089,5.27804,3.24243,0.559867,0.131868
-273.42,0.785483,0.134397,1,1,0,273.919,5.30115,3.48064,0.562716,0.137091
-271.297,0.997063,0.133258,4,23,0,275.519,5.35415,0.929226,0.546281,0.411884
-271.297,0.342326,0.195698,1,3,0,273.987,5.35415,0.929226,0.546281,0.411884
-268.752,0.990327,0.0853826,3,15,0,273.154,4.93384,1.30736,0.694756,0.271777
-269.009,0.99718,0.123658,3,15,0,270.095,5.06515,1.5635,0.802521,0.169253
-268.3,0.769801,0.180783,4,23,0,270.678,5.00722,1.20419,0.685101,0.286774
-269.258,0.94169,0.173946,3,15,0,270.272,5.1664,1.15003,0.765551,0.186649
-269.393,0.835244,0.77677,2,3,0,272.416,5.07914,2.19804,0.781801,0.157301
-269.393,0,9.75883,0,1,1,275.424,5.07914,2.19804,0.781801,0.157301
-269.393,0.0252895,1.50915,1,1,0,274.043,5.07914,2.19804,0.781801,0.157301
-268.77,0.998748,0.151357,5,31,0,271.175,5.06376,2.16132,0.77702,0.130525
-268.334,0.997664,0.198586,3,7,0,269.261,5.04859,1.99557,0.752831,0.116726
-268.975,0.978637,0.303056,3,7,0,269.848,4.99736,2.10248,0.751021,0.0946161
-267.662,0.919979,0.477678,3,7,0,270.854,5.03317,1.42193,0.493356,0.39265
-268.4,0.791005,0.660773,2,5,0,269.307,5.15995,1.42624,0.739744,0.154799
-269.101,0.791232,0.626262,3,7,0,269.813,5.19185,1.26523,0.771951,0.192716
-269.645,0.922554,0.601309,3,7,0,270.242,4.91885,1.35755,0.374722,0.49826
-269.645,2.1147e-10,0.882606,1,1,0,270.093,4.91885,1.35755,0.374722,0.49826
-269.166,0.998472,0.0707095,5,31,0,272.884,4.98317,2.9428,0.464782,0.141428
-268.25,0.99823,0.134054,2,7,0,269.521,4.98155,2.49061,0.462241,0.200061
-267.321,0.979668,0.254275,4,15,0,270.307,5.10555,1.24249,0.649011,0.24216
-267.605,0.90133,0.454095,4,15,0,269.183,5.05991,2.16272,0.635105,0.140634
-267.742,0.695917,0.633465,2,7,0,268.892,5.16775,1.52256,0.706179,0.181632
-268.906,0.871842,0.468459,2,7,0,270.766,4.91976,0.955955,0.622726,0.29548
-269.103,0.544458,0.59637,2,7,0,271.621,4.89762,1.46232,0.728149,0.208731
-270.028,0.931972,0.2808,4,15,0,272.852,5.30094,2.16217,0.559995,0.117954
-270.039,0.98335,0.429374,3,7,0,271.606,5.34245,1.94805,0.581298,0.225751
-266.891,0.55855,0.760613,3,7,0,269.658,4.96299,1.41376,0.510941,0.33408
-267.376,0.982024,0.380343,3,7,0,267.747,5.04826,0.926312,0.570707,0.339958
-267.768,0.918468,0.666184,1,3,0,269.563,4.9577,1.39078,0.675713,0.237674
-267.768,0.12926,0.961213,2,3,0,271.055,4.9577,1.39078,0.675713,0.237674
-269.855,0.990188,0.141816,4,15,0,270.464,4.90577,1.45407,0.754438,0.220925
-269.157,0.987303,0.25303,3,15,0,273.631,5.0204,1.1804,0.574827,0.404417
-269.272,0.976341,0.443495,3,7,0,271.059,4.91143,1.83544,0.736772,0.130418
-270.144,0.478629,0.746719,2,7,0,271.836,5.02517,2.39207,0.831196,0.095716
-272.797,0.997252,0.311638,4,15,0,273.179,4.9702,1.67438,0.895714,0.0698934
-271.519,1,0.552775,3,7,0,273.312,5.25312,2.1457,0.883678,0.0586134
-269.103,0.202549,0.97854,3,7,0,274.233,5.04636,1.03107,0.495479,0.471513
-269.575,0.936451,0.196737,4,15,0,275.154,4.86737,2.78992,0.433636,0.149066
-270.429,0.92889,0.293208,3,15,0,274.233,5.10967,1.18481,0.303199,0.551325
-269.827,0.541948,0.425461,3,7,0,273.708,5.11952,1.1074,0.786605,0.189028
-267.565,0.99862,0.220053,3,15,0,271.031,5.13064,1.19675,0.632414,0.241788
-268.546,0.956558,0.382122,2,3,0,268.637,5.16051,0.928066,0.66286,0.282528
-268.407,0.955579,0.589412,3,7,0,269.677,4.91198,1.84041,0.418319,0.36396
-268.298,0.337019,0.900685,2,3,0,270.359,5.06329,0.839197,0.355087,0.4912
-267.861,0.502091,0.279169,4,15,0,271.778,4.96122,1.04418,0.373752,0.42843
-270.316,0.978027,0.134154,4,31,0,271.81,5.09521,3.06688,0.371335,0.157555
-269.898,0.988718,0.217261,3,7,0,271.658,4.99493,2.79355,0.349278,0.172664
-272.134,0.787253,0.358799,2,3,0,273.485,5.09138,3.42463,0.309759,0.104522
-267.179,0.941548,0.355943,3,7,0,274.61,5.10278,1.68798,0.658869,0.184139
-268.375,0.774243,0.517286,2,7,0,270.308,5.1386,1.29156,0.744396,0.218179
-267.751,0.999685,0.495676,3,7,0,268.594,5.14935,1.82533,0.671065,0.140949
-267.439,0.866062,0.823604,3,7,0,269.247,5.02198,1.44111,0.620812,0.304512
-267.439,0.0296356,0.982969,2,3,0,269.568,5.02198,1.44111,0.620812,0.304512
-267.418,0.99925,0.156478,4,15,0,267.568,5.07772,1.63665,0.560045,0.191912
-268.923,0.996135,0.258985,4,15,0,269.018,5.10216,0.667492,0.483834,0.488625
-268.684,0.431809,0.422539,3,7,0,271.886,5.05375,0.840603,0.560259,0.42306
-268.241,0.996485,0.181091,3,15,0,269.568,5.01213,1.00972,0.58646,0.387986
-270.633,0.937636,0.294411,4,15,0,271.219,4.96246,2.92295,0.466123,0.0472932
-272.427,0.522237,0.414712,2,7,0,274.296,4.92027,2.09217,0.318086,0.459563
-272.569,0.979428,0.222652,4,15,0,275.98,5.15649,2.85337,0.863833,0.0223942
-273.377,1,0.344248,2,7,0,274.845,5.20555,2.08915,0.884193,0.0188689
-274.498,1,0.554708,3,7,0,274.962,5.08172,2.31846,0.910975,0.00808067
-274.498,0.0125931,0.888439,2,7,0,275.574,5.08172,2.31846,0.910975,0.00808067
-275.205,0.999696,0.152824,4,15,0,275.454,5.18754,2.38903,0.91406,0.00442707
-276.001,0.82128,0.245074,4,15,0,278.517,5.19859,1.8276,0.899917,0.0101112
-272.252,0.997523,0.262639,4,15,0,277.602,5.06791,2.35321,0.920749,0.0511695
-267.107,0.885982,0.415348,3,11,0,273.273,5.09194,1.91537,0.578312,0.190866
-268.387,0.80693,0.511086,2,3,0,268.737,5.16385,1.89763,0.5414,0.29681
-270.99,0.95463,0.527707,3,7,0,272.326,5.16422,1.30101,0.818102,0.104652
-272.102,0.804224,0.750905,2,3,0,273.139,5.11237,2.90332,0.870574,0.0563803
-271.671,0.347211,0.768701,2,3,0,272.97,5.098,2.57929,0.891837,0.0623445
-269.306,0.986294,0.29449,3,15,0,273.988,5.20243,1.12907,0.593555,0.380414
-269.836,0.877202,0.447087,3,7,0,274.134,4.87821,0.9396,0.647654,0.326435
-268.128,0.963834,0.535719,2,7,0,270.408,5.17406,1.04624,0.461231,0.444583
-269.519,0.483042,0.769374,2,3,0,273.2,5.06486,3.05611,0.588937,0.0825659
-271.891,0.977738,0.400401,3,7,0,273.377,5.16664,0.85059,0.777791,0.207128
-271.072,1,0.590539,2,3,0,272.558,4.99244,2.78358,0.765547,0.0358287
-268.453,0.819429,0.908424,2,3,0,269.272,5.15251,1.23901,0.358481,0.417375
-268.453,1.24093e-10,0.957266,1,1,0,271.249,5.15251,1.23901,0.358481,0.417375
-267.582,0.999279,0.186571,4,15,0,269.555,5.13863,0.915721,0.44735,0.434922
-266.887,0.999955,0.286304,3,15,0,267.805,4.97908,1.36858,0.567775,0.284318
-268.754,0.928532,0.437996,3,7,0,269.228,4.79548,1.48122,0.54615,0.303481
-269.202,0.942055,0.577193,3,7,0,269.642,4.81189,1.41518,0.522149,0.260983
-267.686,0.843633,0.779449,2,3,0,268.587,4.88115,1.28643,0.538598,0.350206
-267.245,0.941654,0.86126,2,3,0,268.62,5.13017,1.60473,0.666613,0.195498
-267.245,0.336773,1.15627,1,3,0,268.758,5.13017,1.60473,0.666613,0.195498
-268.979,0.750682,0.465129,2,7,0,271.624,5.18813,1.9868,0.756197,0.173597
-271.126,0.927974,0.428009,2,3,0,271.78,5.0549,1.02424,0.785464,0.207199
-270.034,0.94443,0.558757,2,3,0,272.137,5.14635,2.07749,0.781358,0.1844
-267.901,0.390441,0.7514,2,3,0,273.695,5.16581,1.2062,0.470101,0.319104
-270.063,0.981319,0.342073,3,7,0,270.667,5.25929,1.87416,0.454275,0.350658
-268.147,1,0.493861,2,3,0,270.302,5.1717,2.22158,0.50565,0.17463
-268.147,0.0226595,0.736656,2,3,0,273.633,5.1717,2.22158,0.50565,0.17463
-268.363,0.990644,0.167115,4,15,0,269.797,5.11217,1.81621,0.421725,0.359926
-271.979,0.86263,0.245134,3,7,0,273.013,5.10681,3.63452,0.350744,0.0806776
-268.922,0.92348,0.28074,3,7,0,273.534,5.14769,2.03365,0.386715,0.322735
-268.475,0.72363,0.360408,3,7,0,271.747,4.87556,1.13554,0.537885,0.301865
-268.287,0.859912,0.316479,3,7,0,270.782,5.17299,1.39424,0.707118,0.249828
-270.425,0.906871,0.359482,3,7,0,272.633,4.79702,1.96342,0.708971,0.158918
-267.597,0.875548,0.445341,3,7,0,271.711,5.09605,1.28416,0.385727,0.416214
-268.369,0.780424,0.51942,3,7,0,269.042,4.96136,1.60181,0.7389,0.186584
-267.681,0.958048,0.507054,3,7,0,268.913,5.20667,1.55992,0.589181,0.219923
-267.961,0.35926,0.68749,3,7,0,269.518,5.08443,1.95865,0.562382,0.279017
-268.8,0.953669,0.308758,3,15,0,270.168,5.01315,0.687997,0.501292,0.475932
-267.422,0.791356,0.415045,2,3,0,268.824,5.02965,0.849846,0.460927,0.412954
-268.284,0.618374,0.413802,3,7,0,269.382,4.97157,0.943948,0.601503,0.370196
-271.046,0.696196,0.51177,3,7,0,273.349,4.66073,1.33861,0.446325,0.393199
-271.046,0,4.98829,0,1,1,272.818,4.66073,1.33861,0.446325,0.393199
-272.375,0.837945,0.715725,1,1,0,272.561,4.6076,1.34896,0.453694,0.402202
-270.521,0.503843,0.599642,3,7,0,275.597,5.26353,0.927754,0.689485,0.294973
-270.436,0.998886,0.217791,4,15,0,272.305,4.81418,2.63959,0.583423,0.0929651
-267.736,1,0.341069,3,7,0,271.177,5.15463,1.22102,0.509326,0.394804
-267.1,1,0.582299,2,3,0,267.727,5.05294,1.41042,0.565447,0.23789
-268.278,0.587708,1.04394,2,3,0,268.887,5.1986,1.68323,0.722498,0.201219
-266.975,0.867271,0.526718,3,7,0,268.599,5.05666,1.26193,0.439105,0.363591
-266.975,0.222998,0.643753,2,3,0,272.192,5.05666,1.26193,0.439105,0.363591
-267.462,0.992095,0.1035,5,31,0,267.915,5.07991,1.54569,0.692176,0.177069
-269.777,0.980149,0.190748,4,15,0,270.898,4.96927,2.96547,0.645171,0.0830564
-268.768,0.999597,0.339905,3,7,0,270.608,5.14951,0.845845,0.405522,0.423377
-268.284,0.545337,0.643655,2,3,0,269.859,5.11921,0.724146,0.555151,0.405712
-267,1,0.294533,3,7,0,268.435,5.11566,1.13416,0.572225,0.327952
-267.67,0.92468,0.557855,2,3,0,268.129,5.07745,1.37387,0.554676,0.223532
-267.67,0.0538908,0.832317,2,3,0,270.586,5.07745,1.37387,0.554676,0.223532
-266.793,0.999863,0.0864988,5,31,0,268.354,5.02765,1.51731,0.578537,0.246092
-270.109,0.9757,0.163814,4,15,0,270.812,5.2581,1.91856,0.794112,0.0800919
-269.824,0.970836,0.285956,4,15,0,273.223,5.00622,0.909062,0.339372,0.574087
-272.123,0.982547,0.487958,3,7,0,273.145,5.20106,2.47071,0.898612,0.0390709
-270.799,0.772639,0.854861,2,3,0,273.207,5.12717,2.1152,0.883895,0.0908666
-269.938,0.766953,0.8021,3,7,0,272.281,5.20007,1.77058,0.781585,0.196429
-268.595,0.892666,0.741251,3,7,0,269.879,5.01598,1.01885,0.400584,0.372457
-267.025,0.666894,0.985615,2,3,0,268.218,5.00328,1.26137,0.587987,0.323254
-268.115,0.756115,0.684319,3,7,0,269.606,5.19377,1.98208,0.682288,0.133106
-268.674,0.945008,0.61563,3,7,0,269.534,4.96343,1.41405,0.35472,0.470813
-268.674,4.05423e-05,0.943227,2,3,0,273.434,4.96343,1.41405,0.35472,0.470813
-271.239,0.998611,0.103243,5,31,0,273.219,4.72583,1.10253,0.33259,0.433203
-270.103,1,0.184881,3,7,0,271.525,4.7595,0.993867,0.36828,0.517311
-271.025,0.95965,0.329133,2,3,0,271.181,4.75509,0.98324,0.342903,0.554983
-267.634,0.967487,0.520136,3,7,0,272.159,5.20357,1.4326,0.586172,0.241658
-267.922,0.816664,0.833236,3,7,0,268.282,5.19035,1.52469,0.517481,0.338033
-268.787,0.146235,0.885267,2,3,0,270.136,5.08656,1.77092,0.409058,0.394178
-270.79,0.960168,0.15894,3,7,0,273.178,5.04609,1.83824,0.329004,0.237765
-269.996,0.996657,0.249276,3,7,0,272.693,5.0953,1.3875,0.429899,0.477378
-270.055,0.982933,0.42693,3,7,0,272.302,4.99059,3.01512,0.654924,0.0603813
-270.272,0.993769,0.69974,3,7,0,270.997,4.91491,2.49397,0.525631,0.276968
-267.664,1,1.17024,1,1,0,268.802,4.96963,1.83419,0.542947,0.180938
-267.664,3.266e-10,1.97281,1,1,0,268.925,4.96963,1.83419,0.542947,0.180938
-268.085,0.985337,0.262893,3,7,0,268.965,4.95338,2.07767,0.490336,0.289252
-267.201,0.971796,0.428546,3,7,0,269.856,5.0052,1.03326,0.564532,0.325425
-266.861,0.914537,0.670498,2,3,0,267.675,5.01984,1.09955,0.546635,0.337611
-267.71,0.62415,0.904494,2,3,0,267.84,5.04152,0.954598,0.622404,0.330119
-269.659,0.71651,0.595234,2,3,0,271.338,4.91064,0.612383,0.453704,0.444987
-272.165,0.923041,0.493587,2,3,0,272.639,4.76981,0.524337,0.336208,0.586529
-270.886,0.487892,0.676722,3,7,0,275.127,5.30096,0.827417,0.625394,0.293675
-270.022,0.982878,0.324284,4,15,0,274.322,5.04488,2.15865,0.29892,0.351993
-268.131,0.994369,0.512097,2,3,0,270.715,4.99046,1.89287,0.37141,0.335931
-271.358,0.270223,0.825837,2,3,0,273.004,5.08267,0.601089,0.66512,0.311162
-268.672,1,0.240082,3,7,0,272.355,5.00358,0.930437,0.631108,0.275432
-268.005,0.984333,0.391725,3,7,0,269.88,5.00787,0.690042,0.489703,0.454275
-268.005,0.342419,0.612283,2,3,0,268.969,5.00787,0.690042,0.489703,0.454275
-268.797,0.989298,0.215814,2,3,0,268.909,5.01125,0.588668,0.494243,0.470554
-269.982,0.956895,0.340484,3,7,0,272.041,5.28771,2.18127,0.703511,0.176796
-267.601,0.881459,0.495972,2,7,0,270.308,5.12408,1.19314,0.647214,0.300507
-269.366,0.903177,0.605963,2,7,0,269.521,4.88342,1.18063,0.404413,0.335254
-268.964,0.857153,0.775505,2,7,0,270.906,5.19934,1.5737,0.795363,0.157517
-267.344,0.969691,0.892513,2,3,0,269.161,4.90272,1.52822,0.521377,0.285203
-267.344,4.34787e-24,1.31733,1,1,0,270.248,4.90272,1.52822,0.521377,0.285203
-267.17,0.999542,0.226315,3,7,0,267.496,4.93456,1.49438,0.559982,0.267123
-267.015,0.999328,0.357919,3,7,0,267.395,4.9851,1.40216,0.60957,0.269404
-267.316,0.975269,0.562712,3,7,0,268.055,5.16595,1.22838,0.581157,0.283045
-271.813,0.497794,0.835141,2,3,0,273.35,5.17762,0.545323,0.622736,0.328952
-275.767,0.939306,0.439428,2,3,0,277.568,5.26406,0.546317,0.583352,0.29462
-269.9,1,0.601712,2,3,0,276.51,5.09183,0.640504,0.598603,0.334932
-269.9,0.00150556,0.934724,2,3,0,274.088,5.09183,0.640504,0.598603,0.334932
-269.76,0.987953,0.172935,4,15,0,271.959,4.93697,0.952312,0.375345,0.553311
-267.888,0.924006,0.262379,3,7,0,273.539,5.04083,0.851584,0.373431,0.493961
-268.804,0.950947,0.346391,2,7,0,271.299,5.19192,1.27863,0.360707,0.431432
-268.804,0.034785,0.482332,2,3,0,272.088,5.19192,1.27863,0.360707,0.431432
-268.394,0.999425,0.0994845,4,15,0,269.006,5.16765,1.29311,0.3742,0.395645
-267.292,0.999654,0.153596,4,15,0,268.999,5.03616,1.86409,0.502471,0.29006
-268.278,0.991289,0.236156,4,15,0,269.206,5.2326,1.61097,0.680343,0.167112
-267.049,0.999247,0.355313,3,7,0,268.531,5.11956,1.73032,0.582637,0.245365
-267.731,0.921294,0.541027,3,7,0,268.743,4.90391,1.28275,0.601898,0.297925
-267.717,0.910519,0.700348,3,7,0,269.022,5.11272,1.37917,0.587096,0.209209
-267.717,0.0100083,0.884751,2,3,0,269.946,5.11272,1.37917,0.587096,0.209209
-267.755,0.998614,0.182937,4,31,0,268.584,5.00339,1.38678,0.694782,0.246379
-268.647,0.989886,0.276727,3,7,0,268.97,4.9416,1.48388,0.73484,0.210001
-268.181,1,0.409714,2,3,0,268.767,4.95932,1.46499,0.716362,0.214799
-267.194,1,0.616488,2,3,0,268.456,5.05837,1.55281,0.610015,0.197442
-267.194,0.014298,0.923946,2,3,0,269.034,5.05837,1.55281,0.610015,0.197442
