# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = garch_garch11_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = garch-garch11.data.R
# init = 2 (Default)
# random
#   seed = 1569824
# output
#   file = mpi.2.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
-269.99,1,0.0740697,3,11,0,271.619,4.76214,1.6507,0.523046,0.228518
-267.776,0.97548,0.125902,4,23,0,270.783,5.05663,1.1134,0.534632,0.410833
-267.776,0.156436,0.199935,1,1,0,268.7,5.05663,1.1134,0.534632,0.410833
-267.196,0.997265,0.0427703,5,47,0,268.42,5.147,1.09477,0.539014,0.335612
-268.207,0.956567,0.0716559,3,15,0,269.855,5.24436,1.18729,0.591639,0.306128
-270.03,0.956221,0.10806,2,7,0,270.117,4.79911,1.76362,0.55836,0.336961
-268.455,0.966028,0.161884,2,7,0,270.77,5.2398,1.45379,0.666877,0.257182
-268.455,2.8018e-06,0.246836,2,3,0,270.052,5.2398,1.45379,0.666877,0.257182
-267.913,0.999948,0.0383921,4,23,0,268.78,4.91499,1.22838,0.623455,0.278565
-267.53,0.999249,0.0636097,5,47,0,269.696,5.03426,1.17243,0.576953,0.368553
-267.549,0.778102,0.104509,3,11,0,270.213,5.11469,1.23326,0.525928,0.388681
-267.825,0.993566,0.102321,4,27,0,268.942,4.89146,1.60694,0.435407,0.367826
-267.718,0.921458,0.164327,3,15,0,269.381,5.08004,1.71261,0.626485,0.275712
-266.842,0.389508,0.222502,2,7,0,270.496,4.98039,1.50072,0.505805,0.290557
-270.849,0.696625,0.0898208,3,15,0,273.228,4.72536,1.07308,0.540442,0.344026
-267.846,0.971784,0.0732527,3,7,0,273.061,4.95313,1.52678,0.612602,0.306708
-266.801,0.946158,0.110907,3,11,0,268.726,5.02354,1.09822,0.532363,0.350443
-268.298,0.677318,0.157789,3,11,0,269.551,4.82141,1.20003,0.474592,0.398364
-267.679,0.982656,0.123286,4,31,0,270.052,5.02175,1.05631,0.418511,0.474487
-267.352,0.986702,0.189106,4,15,0,268.027,5.02721,1.17566,0.643203,0.291046
-268.944,0.184846,0.29115,2,7,0,271.592,4.89504,0.832131,0.526689,0.443201
-270.716,0.949644,0.0779883,3,15,0,272.272,4.80358,1.10426,0.502873,0.463792
-269.002,1,0.110814,2,7,0,271.505,5.00232,0.871829,0.45365,0.50892
-268.226,0.59048,0.174741,3,7,0,271.207,5.03011,0.892521,0.496502,0.464584
-267.183,0.999246,0.114207,4,31,0,269.156,5.07414,0.937755,0.547377,0.356546
-267.261,0.623545,0.178822,4,19,0,268.167,5.0218,1.77887,0.524115,0.299229
-266.706,0.992906,0.125882,4,19,0,267.755,5.02564,1.26399,0.488838,0.341459
-268.755,0.473151,0.193398,4,15,0,269.241,5.27049,1.99239,0.648453,0.15779
-268.809,0.992068,0.099712,2,7,0,269.387,4.90849,1.52006,0.626254,0.179489
-269.743,0.914135,0.152381,3,7,0,270.883,5.22507,1.65962,0.411189,0.250487
-271.464,0.801859,0.197279,3,7,0,273.449,5.1749,1.58037,0.315331,0.305742
-268.497,1,0.202129,2,7,0,272.429,5.16277,2.25169,0.703867,0.148782
-268.497,0.0476296,0.310651,1,3,0,269.717,5.16277,2.25169,0.703867,0.148782
-268.332,0.961727,0.0682583,4,23,0,270.425,4.81421,1.36634,0.450716,0.386073
-268.013,0.783708,0.0971659,3,11,0,273.368,4.90959,2.12114,0.5045,0.254377
-267.292,0.99981,0.0962338,3,15,0,268.327,5.15731,1.77614,0.556848,0.216997
-268.698,0.986785,0.147068,4,31,0,269.926,4.98455,0.83032,0.538238,0.441367
-267.949,0.146615,0.218049,3,15,0,270.452,5.02801,0.732381,0.529205,0.425804
-269.086,0.990271,0.0606234,4,31,0,270.277,5.13017,0.569818,0.497794,0.460981
-269.894,0.95814,0.0905303,5,47,0,272.303,5.06348,2.5734,0.694673,0.044134
-270.625,0.967225,0.126405,4,15,0,270.939,5.02957,2.95192,0.701365,0.0360655
-270.305,0.93861,0.179081,2,3,0,271.313,5.05009,2.55817,0.672167,0.0353275
-270.305,0.342498,0.239134,1,3,0,277.546,5.05009,2.55817,0.672167,0.0353275
-267.19,0.992825,0.100124,5,63,0,270.763,5.0251,1.2054,0.417751,0.429209
-267.959,0.989516,0.14844,3,7,0,268.315,5.01999,0.834172,0.37005,0.490528
-271.387,0.090481,0.217871,2,3,0,271.79,4.93597,0.593995,0.390776,0.451251
-269.889,0.992651,0.0569915,3,15,0,274.262,5.09846,0.602328,0.443572,0.427833
-269.537,0.976832,0.0842072,4,15,0,271.836,5.12565,1.88146,0.595177,0.318304
-269.484,0.908454,0.12031,2,7,0,270.871,4.79646,1.46812,0.610003,0.309052
-273.286,0.76987,0.150574,3,9,0,276.208,5.36413,0.794442,0.326343,0.546485
-268.772,0.998763,0.144917,2,7,0,273.935,5.12254,0.940956,0.376648,0.521098
-269.486,0.178312,0.214163,2,7,0,272.058,5.25645,1.20368,0.522121,0.408738
-269.93,0.963024,0.0683166,4,15,0,273.307,5.24766,0.821932,0.610181,0.300756
-268.518,0.88902,0.0944528,4,31,0,273.412,5.19237,2.16167,0.609233,0.21404
-268.766,0.721062,0.113569,2,7,0,272.366,4.86423,2.18085,0.61867,0.193714
-268.763,0.997422,0.100073,3,15,0,269.998,5.23592,1.79057,0.662335,0.12742
-268.083,0.945974,0.146496,4,15,0,271.224,5.09455,1.23836,0.675162,0.19827
-268.568,0.471631,0.194601,3,9,0,269.904,4.96613,2.38056,0.561409,0.225579
-267.814,0.159916,0.77677,3,13,0,269.574,4.85632,1.36252,0.442017,0.384444
-267.814,0,2.71976,1,1,0,269.548,4.85632,1.36252,0.442017,0.384444
-270.673,0.93052,0.292299,3,7,0,272.153,4.98043,3.35417,0.58349,0.107354
-267.508,0.950459,0.265736,3,7,0,273.45,4.88527,1.56517,0.528736,0.296918
-268.757,0.835273,0.317464,2,3,0,272.411,4.89806,2.55786,0.543961,0.140188
-266.817,1,0.305354,3,7,0,269.472,5.05928,1.58692,0.522472,0.257362
-266.84,0.963961,0.514628,3,7,0,268.605,5.11579,1.43165,0.52925,0.299168
-267.891,0.916554,0.818013,2,3,0,268.247,5.1085,1.63645,0.749017,0.158233
-267.891,5.35973e-05,1.15325,1,1,0,270.111,5.1085,1.63645,0.749017,0.158233
-269.491,0.992409,0.0913241,5,31,0,270.998,5.0492,1.66249,0.686985,0.100469
-269.035,1,0.166757,4,15,0,271.15,5.21963,2.30761,0.715362,0.104911
-268.148,0.999758,0.315061,4,15,0,270.509,4.83098,1.60839,0.518252,0.302733
-267.207,0.929625,0.596947,3,7,0,269.066,5.08905,0.966419,0.56884,0.356345
-269.154,0.512998,0.906948,1,1,0,269.273,5.1786,0.676897,0.559623,0.411815
-268.228,0.984493,0.375259,3,7,0,270.536,5.19754,1.50842,0.485611,0.252864
-270.461,0.226939,0.677952,2,3,0,273.077,5.12317,2.45405,0.552233,0.0449771
-269.185,0.992544,0.118332,4,15,0,271.479,5.10241,2.66301,0.605025,0.0644185
-268.989,0.964649,0.219943,3,15,0,272.362,4.89922,2.04886,0.663413,0.123136
-268.281,0.952811,0.372736,3,15,0,270.854,5.10548,1.98442,0.744656,0.168697
-270.056,0.545754,0.605183,3,7,0,272.482,5.011,0.862607,0.57036,0.424929
-267.987,0.979691,0.289872,3,15,0,271.156,5.12319,0.945648,0.517466,0.433115
-268.798,0.991323,0.507319,3,7,0,270.585,5.12937,0.960087,0.657556,0.325703
-267.749,0.889473,0.910538,2,3,0,270.004,5.21479,1.53723,0.524738,0.283425
-267.749,0.137579,1.20389,2,3,0,269.278,5.21479,1.53723,0.524738,0.283425
-269.179,0.922198,0.181502,4,15,0,271.122,5.01531,0.845253,0.548563,0.439549
-268.944,0.974508,0.265991,3,15,0,271.149,4.96328,2.61821,0.614274,0.0901286
-270.002,0.853705,0.449235,3,7,0,272.71,5.1543,0.879788,0.455587,0.512625
-267.655,1,0.535694,2,3,0,269.827,5.06419,1.59098,0.635508,0.165157
-267.812,0.38713,0.957306,1,3,0,269.489,5.06635,1.89954,0.472284,0.318051
-266.774,0.946994,0.311832,3,7,0,268.582,5.06562,1.51458,0.521953,0.27099
-266.989,0.991773,0.479511,2,7,0,267.002,5.06257,1.68487,0.547389,0.286929
-266.989,0.0677243,0.826812,2,3,0,267.355,5.06257,1.68487,0.547389,0.286929
-267.886,0.995655,0.117249,5,31,0,268.458,5.10376,1.85295,0.484378,0.320245
-269.303,0.993253,0.204795,3,7,0,269.871,5.19703,2.68427,0.504157,0.16686
-268.113,1,0.352246,3,7,0,269.812,5.06771,0.722191,0.559224,0.392048
-267.41,0.36211,0.611367,3,7,0,272.528,4.99334,1.6054,0.454167,0.26643
-268.006,0.978402,0.199191,3,7,0,268.197,4.95357,1.3726,0.456442,0.424744
-267.752,1,0.325518,2,7,0,270.817,4.945,1.9989,0.433682,0.250331
-267.752,0.09516,0.558019,2,3,0,270.872,4.945,1.9989,0.433682,0.250331
-269.01,0.997051,0.0945057,5,63,0,271.479,4.86537,0.793881,0.437508,0.428242
-269.705,0.989742,0.160961,4,15,0,272.284,4.77043,0.910848,0.459871,0.462058
-269.567,1,0.267002,3,7,0,269.906,4.77274,0.927836,0.474303,0.441609
-269.928,1,0.450952,3,7,0,271.459,5.24594,2.02652,0.406425,0.325031
-269.928,0.0815636,0.755776,2,3,0,272.059,5.24594,2.02652,0.406425,0.325031
-268.738,0.998468,0.131664,5,31,0,271.982,4.8736,1.71615,0.356942,0.396424
-267.775,0.998156,0.220102,4,15,0,269.923,5.15114,1.17156,0.675844,0.248705
-268.349,0.944915,0.364979,3,11,0,269.413,4.91683,1.5326,0.540083,0.363986
-268.967,1,0.528684,2,3,0,269.492,5.00728,2.53624,0.476738,0.103464
-270.582,0.305463,0.86902,2,3,0,271.392,4.91485,2.74306,0.401138,0.0900776
-269.187,0.992459,0.273,3,15,0,272.21,5.21811,1.36125,0.557276,0.377301
-271.077,0.974983,0.439767,3,7,0,271.283,4.97033,1.37109,0.768664,0.116624
-267.956,0.996815,0.675656,3,7,0,271.426,4.99441,1.86713,0.679062,0.222001
-267.956,0.201606,1.08594,2,3,0,270.425,4.99441,1.86713,0.679062,0.222001
-270.439,0.969107,0.276073,3,7,0,271.255,4.80093,2.19533,0.699451,0.141916
-268.625,0.658016,0.416143,3,7,0,274.127,5.14351,1.12225,0.359814,0.488142
-268.381,0.850922,0.306808,3,7,0,271.805,5.03565,1.85976,0.533739,0.328077
-268.454,0.962009,0.351626,3,7,0,270.397,5.02002,1.25812,0.435985,0.295374
-270.409,0.24464,0.516711,2,3,0,271.479,4.95098,0.658957,0.577221,0.415663
-269.386,0.997702,0.151524,4,15,0,271.644,4.99424,0.890385,0.543503,0.44492
-267.67,0.98842,0.241135,3,15,0,270.396,4.88094,1.22888,0.515645,0.328461
-268.349,0.884574,0.373814,4,15,0,269.392,5.16275,0.786172,0.536923,0.421419
-267.737,0.978313,0.458707,3,7,0,269.031,5.01009,0.805712,0.511141,0.384698
-267.145,0.927702,0.689254,2,3,0,268.041,4.97972,0.979376,0.464082,0.397656
-267.145,0.0816746,0.923305,2,3,0,269.355,4.97972,0.979376,0.464082,0.397656
-268.55,0.963612,0.197878,3,15,0,270.44,5.14752,2.52591,0.601019,0.156028
-270.808,0.941411,0.28738,3,7,0,271.308,5.14795,2.75038,0.591205,0.218861
-270.024,1,0.396318,3,7,0,271.166,5.04326,0.604033,0.553785,0.362603
-270.024,0.0302909,0.616798,2,3,0,274.129,5.04326,0.604033,0.553785,0.362603
-269.548,0.994196,0.122924,3,7,0,270.535,5.05258,0.580785,0.554517,0.385992
-268.358,0.991401,0.189249,4,15,0,271.321,5.15478,0.894467,0.382658,0.480766
-266.993,1,0.288291,3,7,0,268.613,4.94152,1.31143,0.508242,0.348877
-269.515,0.85727,0.445053,2,3,0,269.994,4.78584,2.34562,0.50324,0.200819
-266.847,0.943389,0.50896,3,7,0,271.078,5.08667,1.32599,0.580886,0.308981
-267.011,0.982567,0.693933,2,3,0,267.154,5.00272,1.24405,0.591632,0.281193
-267.011,0.753106,1.02184,1,1,0,267.273,5.00272,1.24405,0.591632,0.281193
-267.011,0.057237,0.938939,2,3,0,269.619,5.00272,1.24405,0.591632,0.281193
-269.435,0.989495,0.210639,4,15,0,270.668,5.06082,1.6143,0.83086,0.137946
-270.6,0.824874,0.314523,2,7,0,273.434,5.21978,2.64745,0.792484,0.0829913
-268.012,0.995769,0.336122,3,7,0,271.081,5.06465,1.55534,0.753678,0.164154
-268.567,0.983135,0.504969,2,3,0,268.882,5.1674,1.74936,0.787171,0.132905
-266.774,0.966444,0.736842,2,3,0,268.821,5.05798,1.58104,0.585498,0.237489
-266.774,0.102538,1.03642,1,3,0,267.555,5.05798,1.58104,0.585498,0.237489
-270.31,0.842248,0.26526,3,15,0,270.529,5.16814,2.76551,0.641423,0.0383352
-268.335,1,0.292958,3,7,0,271.033,5.25446,1.73077,0.634713,0.18088
-268.935,0.976802,0.439644,2,3,0,269.224,5.29278,1.63394,0.636155,0.236189
-271.244,0.494057,0.628305,2,7,0,272.732,5.25782,0.918107,0.478098,0.494779
-267.871,0.981216,0.352154,3,7,0,272.606,5.15033,1.53283,0.708022,0.227495
-268.417,0.783878,0.506359,2,3,0,271.239,5.09065,1.10323,0.696914,0.216296
-269.459,0.926803,0.497339,3,7,0,270.649,4.90989,2.30565,0.587914,0.252293
-271.362,0.950458,0.641496,2,3,0,272.601,4.76523,1.56852,0.676374,0.178842
-268.75,0.803027,0.863414,2,3,0,270.992,4.88346,1.33847,0.665596,0.280899
-268.75,0.0905997,0.877273,1,3,0,271.26,4.88346,1.33847,0.665596,0.280899
-267.97,0.98629,0.233384,4,15,0,270.906,5.02433,1.64065,0.376692,0.392786
-273.212,0.692099,0.336042,3,7,0,274.939,4.74051,0.5742,0.453261,0.452363
-273.019,1,0.278681,2,3,0,273.539,4.74416,0.534428,0.464221,0.469519
-275.088,0.898648,0.409964,2,3,0,275.472,4.7016,0.527612,0.515725,0.438446
-268.67,0.978997,0.498387,2,3,0,277.131,5.15625,0.796547,0.403575,0.448862
-269.242,0.310191,0.70128,2,3,0,269.978,5.08936,0.719098,0.334528,0.556975
-268.744,0.958816,0.288722,3,15,0,273.534,5.21649,0.824914,0.57259,0.349264
-270.271,0.676428,0.391303,2,7,0,273.242,5.19867,0.709479,0.646696,0.336527
-268.738,0.986534,0.51177,2,7,0,271.875,4.81958,2.08271,0.455723,0.24536
-268.738,0,35.5503,0,1,1,270.178,4.81958,2.08271,0.455723,0.24536
-268.738,0,5.9646,0,1,1,270.561,4.81958,2.08271,0.455723,0.24536
-270.148,0.736152,0.58587,3,7,0,273.974,5.09782,0.558988,0.578994,0.369703
-270.13,0.982166,0.371911,3,7,0,271.818,5.16068,0.595903,0.390395,0.558281
-270.804,0.978009,0.532811,3,7,0,271.249,5.17408,0.599283,0.36946,0.579893
-269.375,0.928643,0.82801,2,3,0,270.794,4.91021,1.77713,0.767628,0.154343
-269.375,0.0211238,1.16761,1,3,0,273.067,4.91021,1.77713,0.767628,0.154343
-267.95,0.999915,0.0980263,5,31,0,270.335,4.99928,1.12873,0.34188,0.455477
-268.196,0.99491,0.179412,4,15,0,268.993,4.99207,0.904662,0.596518,0.310527
-267.35,0.998377,0.330027,3,7,0,268.919,4.93944,1.19222,0.465589,0.416777
-269.076,0.380225,0.620615,2,3,0,269.982,5.01098,2.64313,0.626251,0.0722873
-270.263,0.998091,0.167323,4,15,0,271.585,5.16025,0.931316,0.753635,0.219075
-268.836,0.999315,0.31836,3,15,0,270.342,4.95369,2.51128,0.406688,0.175738
-268.064,0.913561,0.607096,3,7,0,269.805,5.16498,1.09463,0.611793,0.256711
-267.676,0.740143,0.883655,2,3,0,268.22,5.1203,0.847699,0.565114,0.37297
-268.999,0.715628,0.752301,2,7,0,270.201,4.83684,0.764819,0.432073,0.478904
-268.243,0.851934,0.596736,2,7,0,270.281,4.91375,0.918614,0.575811,0.371229
-270.071,0.649441,0.719054,2,3,0,271.667,5.22434,1.00085,0.399102,0.376634
-269.818,1,0.470558,3,7,0,272.167,5.28581,1.55249,0.59072,0.324851
-269.92,0.410553,0.882686,2,3,0,273.879,4.95112,1.46138,0.532998,0.417569
-268.539,0.999832,0.287042,2,7,0,272.875,5.01379,1.51637,0.523282,0.3899
-267.322,1,0.535557,3,7,0,268.873,5.13549,1.91918,0.598415,0.177244
-267.322,0.0766788,0.989732,1,3,0,270.496,5.13549,1.91918,0.598415,0.177244
-268.389,0.994298,0.126555,4,15,0,268.794,5.10377,2.14962,0.560853,0.259742
-270.631,0.978745,0.230688,3,11,0,273.835,5.13689,2.26542,0.298577,0.315694
-267.016,0.986393,0.398402,3,7,0,271.222,4.98926,1.70226,0.487842,0.302888
-267.433,0.597614,0.696628,2,3,0,269.326,5.05325,1.48973,0.676517,0.187687
-267.737,0.978696,0.408693,3,7,0,269.438,5.15764,1.34948,0.630386,0.302848
-267.758,0.962528,0.693047,2,3,0,268.487,5.19792,1.28158,0.595961,0.316007
-267.758,0.285083,1.11452,2,3,0,269.334,5.19792,1.28158,0.595961,0.316007
-268.044,0.998581,0.282446,4,15,0,268.844,4.88443,1.57803,0.628755,0.234429
-268.164,0.861968,0.500312,2,3,0,270.576,4.90758,1.39473,0.66361,0.252065
-267.412,1,0.609499,2,7,0,268.46,4.99495,1.81372,0.653315,0.1763
-267.412,0.178568,1.06705,2,3,0,269.2,4.99495,1.81372,0.653315,0.1763
-267.248,0.949154,0.213545,3,15,0,271.332,4.9767,1.41085,0.637356,0.254246
-268.043,0.968567,0.327175,3,7,0,269.237,4.90751,2.18276,0.553792,0.17415
-267.225,0.979902,0.523552,3,7,0,268.508,5.14589,1.18252,0.496376,0.336034
-269.279,0.527128,0.856233,2,3,0,271.865,4.97538,1.66661,0.757405,0.118724
-269.159,0.916123,0.438231,2,7,0,273.872,4.89369,1.08219,0.666647,0.274022
-267.424,1,0.606077,2,7,0,269.709,5.11816,1.54793,0.610812,0.188318
-267.626,0.568871,1.02961,2,3,0,270.237,4.91248,1.30132,0.597391,0.30879
-270.472,0.879295,0.592495,3,7,0,271.716,5.27379,1.72345,0.592904,0.325642
-270.777,0.264485,0.740857,3,7,0,275.13,5.18539,0.521608,0.559853,0.389134
-271.921,0.994077,0.203875,4,15,0,273.182,5.28269,0.486754,0.49989,0.46312
-271.778,0.983007,0.338696,2,3,0,272.953,5.25061,0.473914,0.413453,0.536174
-273.532,0.59724,0.543818,2,3,0,275.018,5.20057,0.425963,0.356576,0.621628
-269.137,0.984096,0.342909,3,7,0,275.382,4.89647,0.882046,0.596838,0.325951
-268.837,0.994048,0.548238,3,7,0,270.6,5.24472,1.80119,0.44737,0.295884
-270.299,0.227351,0.891654,3,11,0,271.943,5.15581,1.36733,0.844539,0.129894
-268.808,0.992824,0.236441,3,15,0,271.488,4.99602,2.06049,0.755519,0.165919
-267.468,0.999045,0.38301,3,7,0,268.879,5.07783,0.940157,0.415254,0.430506
-267.468,0.158072,0.625431,3,7,0,273.063,5.07783,0.940157,0.415254,0.430506
-267.578,0.999744,0.145292,4,15,0,268.224,5.09489,0.84446,0.433558,0.441604
-269.435,0.960403,0.237549,3,7,0,269.782,5.1616,0.79422,0.368817,0.460715
-269.133,0.971389,0.352785,3,15,0,270.966,4.91293,0.847415,0.601507,0.328763
-269.542,0.802366,0.534416,3,7,0,272.721,4.93892,2.46587,0.436247,0.289795
-269.294,0.668242,0.550215,2,3,0,272.396,4.9849,2.0079,0.42066,0.168261
-267.183,0.998303,0.419281,2,3,0,269.296,4.99588,1.6707,0.450231,0.333371
-268.436,0.907189,0.668335,3,7,0,269.115,5.05524,1.14061,0.706658,0.210285
-269.666,0.686517,0.865842,2,3,0,270.347,5.00968,2.01376,0.296988,0.331691
-267.051,1,0.688116,2,3,0,269.458,5.03998,1.74766,0.476791,0.259354
-267.051,0.0443201,1.08839,2,4,1,271.35,5.03998,1.74766,0.476791,0.259354
-269.699,0.874708,0.214292,3,15,0,272.045,5.11307,1.96144,0.666881,0.2731
-268.53,0.992826,0.258823,3,15,0,271.235,4.9776,1.05513,0.684763,0.267029
-267.933,1,0.40207,2,3,0,268.755,4.97256,1.20577,0.671547,0.250228
-267.969,0.979631,0.631053,3,7,0,269.355,5.22508,1.66105,0.518342,0.269963
-267.969,0.285068,0.943638,2,3,0,269.336,5.22508,1.66105,0.518342,0.269963
-267.896,0.985453,0.323434,4,15,0,270.005,4.89874,1.37437,0.620687,0.261629
-268.391,0.947705,0.489139,3,7,0,270.589,5.2173,2.05103,0.548643,0.157068
-267.061,0.965455,0.680474,2,7,0,268.515,4.93507,1.39054,0.465599,0.3412
-270.122,0.0474643,0.978725,2,7,1,271.013,4.84676,2.03348,0.73425,0.126988
-270.585,0.993994,0.209755,4,15,0,272.672,5.32519,0.956518,0.44791,0.459978
-271.567,0.979094,0.320639,3,15,0,274.643,5.25051,0.552582,0.565994,0.371782
-270.087,0.913758,0.473275,3,7,0,274.045,4.95443,2.23392,0.52635,0.317805
-270.76,0.889107,0.609,3,7,0,272.481,5.08581,0.784751,0.593255,0.269287
-268.103,1,0.743477,1,1,0,269.713,5.0987,0.704606,0.530736,0.402701
-268.103,1.01941e-23,1.13282,1,1,0,269.441,5.0987,0.704606,0.530736,0.402701
-267.85,0.979558,0.230931,3,15,0,269.525,5.09348,1.05858,0.44114,0.464521
-268.807,0.975273,0.338276,3,7,0,271.425,5.07954,2.35238,0.740037,0.135968
-267.637,1,0.489441,3,7,0,268.975,5.07392,0.823587,0.510431,0.435823
-270.046,0.985701,0.740938,2,3,0,270.556,4.81091,2.51587,0.507804,0.239458
-271.137,0.551891,1.08612,2,3,0,272.126,5.20823,0.532571,0.506536,0.404729
-271.137,0.0559802,0.67803,2,3,0,274.73,5.20823,0.532571,0.506536,0.404729
-267.952,0.998863,0.161633,4,15,0,271.813,5.16965,0.87953,0.475436,0.440574
