# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = garch_garch11_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = garch-garch11.data.R
# init = 2 (Default)
# random
#   seed = 1569824
# output
#   file = 0.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,alpha0,alpha1,beta1
-268.007,0.141908,0.244064,3,7,0,269.198,5.15692,1.12556,0.678308,0.272616
-268.483,0.996654,0.0696246,5,39,0,270.857,5.06212,2.6594,0.572473,0.150209
-268.854,0.872731,0.103962,3,7,0,272.598,5.16513,2.39337,0.698521,0.0870413
-268.839,0.984196,0.121993,5,31,0,269.913,4.93389,2.5322,0.416993,0.172404
-274.833,0.101867,0.176763,2,3,0,276.001,5.42004,3.31727,0.460399,0.161948
-274.793,0.997334,0.0478546,4,15,0,277.127,4.61076,1.9444,0.389713,0.204202
-273.471,0.998498,0.0711305,3,7,0,275.926,5.35681,2.673,0.346531,0.26184
-271.934,0.918318,0.105582,4,19,0,276.089,5.27804,3.24243,0.559867,0.131868
-273.42,0.785483,0.134397,1,1,0,273.919,5.30115,3.48064,0.562716,0.137091
-271.297,0.997063,0.133258,4,23,0,275.519,5.35415,0.929226,0.546281,0.411884
-271.297,0.342326,0.195698,1,3,0,273.987,5.35415,0.929226,0.546281,0.411884
-268.752,0.990327,0.0853826,3,15,0,273.154,4.93384,1.30736,0.694756,0.271777
-269.009,0.99718,0.123658,3,15,0,270.095,5.06515,1.5635,0.802521,0.169253
-268.3,0.769801,0.180783,4,23,0,270.678,5.00722,1.20419,0.685101,0.286774
-269.258,0.94169,0.173946,3,15,0,270.272,5.1664,1.15003,0.765551,0.186649
-270.63,0.583468,0.91531,2,3,0,272.769,5.08922,3.1433,0.660061,0.0378607
-270.63,0,6.17431,0,1,1,272.7,5.08922,3.1433,0.660061,0.0378607
-266.989,0.81222,0.833687,2,3,0,270.102,5.1171,1.46544,0.534953,0.261796
-271.552,0.440092,0.629964,2,7,0,275.116,5.34959,0.948825,0.681274,0.285735
-268.434,0.99962,0.185689,3,7,0,271.8,5.19088,0.962544,0.642112,0.313866
-268.377,0.972517,0.2842,3,15,0,272.708,4.98392,0.702684,0.542753,0.417014
-266.728,0.974648,0.438879,3,7,0,271.159,5.016,1.32993,0.518156,0.306402
-268.234,0.913359,0.718708,2,7,0,268.767,5.17275,2.0958,0.710442,0.149259
-268.234,0.633419,1.00139,1,3,0,270.572,5.17275,2.0958,0.710442,0.149259
-269.631,0.427784,0.585461,3,15,0,270.694,5.09485,1.04785,0.280928,0.524982
-268.641,0.999972,0.179744,4,15,0,270.772,4.84313,1.04782,0.373129,0.490579
-268.767,0.989828,0.339557,3,7,0,270.139,4.86375,0.790667,0.494517,0.447905
-267.646,1,0.623508,2,3,0,268.935,5.09514,0.907,0.464387,0.459442
-267.646,5.14303e-05,1.1812,1,3,0,273.656,5.09514,0.907,0.464387,0.459442
-267.252,0.99985,0.098618,4,15,0,267.8,5.04893,0.875146,0.5119,0.415191
-267.194,0.999299,0.188488,4,15,0,267.758,5.05827,0.87159,0.480824,0.414181
-266.832,0.963015,0.357509,4,15,0,268.553,5.05013,1.73879,0.57276,0.237447
-267.328,0.940825,0.602465,2,7,0,267.624,4.97264,1.58765,0.569774,0.307833
-267.328,0.00313634,0.942845,2,3,0,271.006,4.97264,1.58765,0.569774,0.307833
-267.989,0.999168,0.087502,5,31,0,269.254,5.15231,1.56328,0.747083,0.169239
-269.302,0.988033,0.164629,4,31,0,270.524,5.27925,1.19635,0.664139,0.224472
-269.145,0.997063,0.296844,3,7,0,271.712,5.08717,2.70601,0.683984,0.115275
-269.951,0.880398,0.544506,3,7,0,272.542,5.22325,0.846557,0.666078,0.267888
-270.132,0.554299,0.70456,2,3,0,273.144,4.96331,2.50556,0.621361,0.233441
-267.944,1,0.35475,3,7,0,270.404,5.08934,0.746869,0.552576,0.393377
-268.207,0.774407,0.645872,3,7,0,270.01,5.14762,1.17668,0.620747,0.224029
-269.591,0.772035,0.614434,3,7,0,270.685,5.07205,0.96325,0.592481,0.400394
-268.512,0.828035,0.581201,4,15,0,273.436,5.26436,1.28319,0.596451,0.261003
-268.717,0.909015,0.643206,2,7,0,270.379,4.86532,2.08493,0.451066,0.198001
-266.987,0.891876,0.888748,2,3,0,268.802,5.01588,1.30751,0.59397,0.262816
-266.987,3.13937e-08,1.16544,1,1,0,269.745,5.01588,1.30751,0.59397,0.262816
-270.717,0.982945,0.134977,5,31,0,272.688,5.0539,0.927172,0.744145,0.248331
-268.78,0.994708,0.228707,4,15,0,271.475,5.04305,1.05699,0.581317,0.400375
-272.287,0.745292,0.396473,3,15,0,273.43,4.99249,1.22573,0.473836,0.507715
-271.347,0.932069,0.351713,3,15,0,275.929,5.09926,0.858899,0.767544,0.207659
-272.255,0.764036,0.510798,3,7,0,276.137,4.8963,3.92223,0.408887,0.0822491
-272.639,0.920441,0.475727,3,7,0,276.091,5.10749,1.43651,0.901077,0.0884624
-271.941,0.513673,0.66487,2,7,0,274.989,5.13928,2.04737,0.904624,0.0865702
-274.448,0.713831,0.325162,3,15,0,278.9,5.41872,2.22488,0.744125,0.210718
-270.627,0.998227,0.26775,4,15,0,275.758,5.27796,1.56022,0.833786,0.139314
-269.692,0.967942,0.45399,3,7,0,272.321,5.0037,2.42863,0.789986,0.0881953
-268.029,0.734977,0.707753,2,3,0,270.849,5.14349,1.41188,0.587879,0.196348
-266.948,0.966483,0.613276,2,3,0,268.483,5.05,1.62761,0.59987,0.264475
-266.948,0.176117,0.944251,2,7,0,270.162,5.05,1.62761,0.59987,0.264475
-266.931,0.994021,0.207256,4,15,0,268.1,5.02201,1.59543,0.491727,0.267732
-268.422,0.957244,0.341751,3,7,0,268.929,4.8799,2.09266,0.621827,0.179339
-268.969,0.860405,0.511833,3,7,0,270.784,4.90193,1.52636,0.671571,0.173336
-267.685,1,0.603813,2,3,0,268.755,4.97033,1.5029,0.656243,0.198314
-269.527,0.601316,0.991948,2,3,0,272.342,4.74164,1.2854,0.402527,0.422633
-274.124,0.772446,0.628441,3,7,0,275.226,5.00518,0.989706,0.16768,0.631537
-271.582,0.948364,0.299781,2,3,0,276.107,5.01621,1.15899,0.224948,0.588493
-271.582,0,3.92605,0,1,1,273.351,5.01621,1.15899,0.224948,0.588493
-269.936,0.774545,0.6453,2,3,0,274.25,5.0813,2.38193,0.334519,0.310728
-269.153,0.896835,0.493438,3,15,0,272.217,4.88897,0.641768,0.474762,0.458248
-269.687,0.863023,0.571212,3,7,0,270.756,5.11368,2.58557,0.378904,0.253009
-269.687,0.249342,0.641331,2,3,0,270.763,5.11368,2.58557,0.378904,0.253009
-272.03,0.996013,0.113966,5,31,0,273.433,5.33104,2.75894,0.411688,0.20413
-269.116,0.990124,0.198698,4,31,0,275.625,4.77011,1.37239,0.417973,0.362536
-267.273,0.989363,0.351809,4,15,0,271.441,5.15472,1.39639,0.642464,0.236289
-267.268,0.972522,0.633156,3,7,0,267.876,4.97019,1.75138,0.623923,0.20907
-267.268,0.284169,1.09021,2,3,0,270.559,4.97019,1.75138,0.623923,0.20907
-270.109,0.963267,0.213988,4,15,0,271.438,5.27681,0.933133,0.640897,0.336299
-271.897,0.995594,0.360691,4,15,0,272.672,5.08155,2.38121,0.895353,0.0879478
-270.65,0.568024,0.672243,3,7,0,274.629,4.965,2.18411,0.839301,0.0730796
-274.199,0.896482,0.328822,3,7,0,275.747,4.792,1.11824,0.771311,0.191087
-271.323,0.997355,0.449615,3,7,0,278.437,5.12215,2.23399,0.669259,0.272024
-267.152,0.392608,0.836128,2,3,0,272.102,5.11467,1.48472,0.634146,0.264968
-267.151,0.997528,0.243227,4,15,0,267.904,5.05449,1.43444,0.526864,0.35258
-267.727,0.989484,0.451276,2,7,0,268.426,5.15839,1.10485,0.642781,0.296724
-269.261,0.977042,0.809884,2,3,0,270.287,5.02946,2.56227,0.649954,0.0622074
-269.261,0.01946,1.38782,2,3,0,271.506,5.02946,2.56227,0.649954,0.0622074
-268.861,0.997189,0.13897,5,31,0,271.944,5.08773,0.899104,0.686524,0.270468
-269.761,0.992103,0.254241,4,15,0,271.086,4.74198,1.58715,0.368479,0.379241
-268.147,0.304727,0.45379,3,7,0,274.119,5.09578,1.22708,0.731707,0.217047
-268.536,0.998021,0.110664,4,31,0,271.507,4.85536,1.04205,0.415706,0.480778
-268.357,0.991841,0.200426,3,7,0,269.422,4.88563,1.16275,0.419465,0.468865
-272.397,0.778293,0.35317,2,3,0,273.054,4.76716,0.971386,0.227253,0.582673
-269.955,0.834492,0.338371,3,7,0,276.195,4.9412,1.59663,0.334445,0.480679
-268.308,0.939556,0.379417,3,7,0,272.332,5.1553,2.18969,0.567867,0.1184
-267.824,0.986614,0.567582,3,7,0,269.493,5.07285,0.86081,0.481711,0.462488
-267.359,1,0.959407,2,3,0,267.917,5.00636,1.84425,0.659077,0.193224
-267.359,1.08934e-20,1.66724,1,1,0,272.555,5.00636,1.84425,0.659077,0.193224
-269.043,0.979477,0.194171,4,15,0,270.964,5.17705,1.74419,0.486172,0.176788
-270.181,0.993735,0.320692,4,15,0,273.447,4.94148,1.69638,0.821847,0.145904
-267.627,0.98368,0.545614,2,7,0,270.418,4.96204,1.63611,0.588391,0.193118
-267.044,1,0.896426,2,3,0,268.284,5.06955,1.10727,0.437079,0.418259
-266.966,0.88692,1.52484,1,1,0,267.185,5.08568,1.65074,0.579416,0.211277
-266.966,0.0424436,1.91963,1,1,0,268.614,5.08568,1.65074,0.579416,0.211277
-266.915,0.998921,0.275208,3,15,0,267.236,5.12028,1.3419,0.595273,0.277281
-268.049,0.944414,0.465322,2,7,0,268.374,4.95189,1.09508,0.433858,0.473242
-268.562,0.946664,0.679986,2,3,0,269.216,5.1144,2.33306,0.668834,0.0856366
-269.259,0.597787,0.993636,1,1,0,269.99,5.11959,2.66818,0.678965,0.0688395
-266.994,1,0.60513,2,3,0,269.302,5.0489,1.51615,0.486517,0.345758
-268.651,0.217591,1.00421,2,3,0,269.457,5.14868,1.10632,0.577223,0.39176
-268.275,0.999953,0.242005,3,7,0,268.834,5.11846,1.05249,0.568627,0.398004
-268.586,0.99688,0.401237,4,15,0,269.126,5.2253,1.29649,0.529381,0.378684
-267.868,0.977295,0.655587,3,7,0,269.107,4.9298,1.4005,0.637748,0.228303
-268.107,0.403974,1.01489,2,7,0,269.71,5.15301,1.19009,0.429193,0.345192
-268.686,0.860509,0.396956,3,7,0,269.95,5.23726,1.05319,0.500661,0.332714
-272.714,0.511731,0.464554,3,7,0,275.26,4.63614,2.77844,0.431784,0.178543
-272.053,0.999869,0.238431,3,7,0,273.25,4.66112,2.65146,0.41748,0.202042
-271.197,0.879256,0.387141,3,7,0,275.687,4.82313,1.05684,0.685823,0.295436
-272.23,0.866844,0.471782,3,7,0,277.068,5.21865,1.37262,0.496041,0.46532
-270.428,0.847175,0.557209,2,7,0,272.81,5.23813,0.819319,0.603725,0.386261
-270.376,0.99007,0.627669,2,7,0,272.607,5.05411,1.34772,0.641207,0.35174
-270.376,0.450095,0.978089,1,3,0,271.936,5.05411,1.34772,0.641207,0.35174
-271.395,0.910997,0.445465,3,11,0,272.686,5.04821,0.986715,0.593103,0.405588
-271.798,0.927702,0.578843,3,7,0,273.49,5.21332,1.58634,0.826265,0.170785
-268.701,0.232138,0.778296,2,7,1,276.759,5.04337,1.9378,0.78028,0.10878
-267.902,0.999794,0.221616,4,15,0,269.207,5.00857,1.09248,0.345051,0.474007
-269.024,0.959352,0.350254,3,7,0,269.601,5.02508,0.999998,0.704134,0.235195
-269.211,0.839512,0.503668,3,7,0,273.346,5.24784,1.18477,0.696499,0.268998
-268.719,0.904836,0.554881,2,7,0,272.11,5.01136,0.867463,0.648322,0.325731
-267.757,0.81227,0.703785,2,3,0,269.386,5.03431,0.866916,0.434472,0.487141
-268.391,1,0.728716,3,7,0,269.475,5.01304,2.35884,0.405944,0.241018
-268.999,0.0723602,1.12921,2,3,0,270.995,5.06827,2.09233,0.494452,0.119531
-267.478,1,0.239633,3,7,0,269.176,5.16943,1.84224,0.633559,0.181426
-267.556,0.991614,0.371784,3,7,0,268.186,5.1261,2.01813,0.57096,0.230055
-267.575,0.810539,0.563916,3,7,0,271.227,4.98302,1.39346,0.64957,0.282867
-268.226,0.970961,0.581803,3,7,0,269.256,5.08395,0.82915,0.586851,0.387074
-268.885,0.343224,0.839265,2,3,0,271.729,4.9085,2.42873,0.512071,0.238365
-270.718,0.98191,0.326673,3,7,0,272.17,5.16829,1.15255,0.815164,0.141002
-269.186,0.905982,0.481595,2,7,0,272.08,5.12934,1.42641,0.812676,0.14403
-267.583,0.393919,0.604757,3,7,0,271.168,5.12301,0.835037,0.486551,0.407984
-267.239,0.990186,0.265433,3,15,0,268.412,4.92993,1.04875,0.459718,0.408475
-267.469,0.87574,0.395952,3,7,0,269.723,5.02189,1.45776,0.598575,0.320312
-268.438,0.996322,0.466423,3,7,0,269.098,5.0876,1.29079,0.649604,0.323614
-270.041,0.970985,0.699557,2,3,0,270.291,5.04037,0.802618,0.565074,0.430357
-270.041,0.000118269,0.993144,2,3,0,272.781,5.04037,0.802618,0.565074,0.430357
-268.693,0.997263,0.202081,4,15,0,270.756,4.99424,0.927427,0.600667,0.382646
-267.82,0.996692,0.303048,4,15,0,269.103,4.98862,1.39023,0.530222,0.235241
-267.693,0.999315,0.45215,3,7,0,268.664,5.09606,1.30482,0.604001,0.338676
-266.949,0.357664,0.675481,2,3,0,269.363,5.01162,1.20616,0.492258,0.326444
-267.157,0.998457,0.285959,3,15,0,267.547,5.0645,0.996565,0.438698,0.439833
-267.914,0.977449,0.425762,3,7,0,268.689,4.95352,1.10309,0.638649,0.299759
-267.471,0.968824,0.606307,2,7,0,268.323,5.02088,1.38997,0.653416,0.28218
-267.432,1,0.846345,2,3,0,268.992,5.11961,1.80655,0.689022,0.173007
-269.409,0.595198,1.25056,2,3,0,270.03,4.95914,1.40604,0.576365,0.38715
-270.266,0.492924,0.84829,2,3,0,272.018,5.15961,1.20427,0.806155,0.181432
-268.168,1,0.47516,2,3,0,270.633,5.07861,1.67617,0.62012,0.30091
-268.513,0.59944,0.700174,2,7,0,269.626,5.1934,1.78415,0.769881,0.140501
-268.852,0.995265,0.482459,3,7,0,270.152,4.81289,1.11369,0.41727,0.466
-268.24,0.450809,0.702139,2,3,0,272.123,5.03856,2.25506,0.694757,0.158115
-267.673,1,0.367438,3,7,0,268.688,4.98474,0.83991,0.400834,0.485122
-269.671,0.856935,0.538339,3,7,0,270.877,4.93219,2.61491,0.397237,0.132405
-267.544,0.321145,0.602762,2,7,0,272.925,5.06923,1.20376,0.680435,0.253465
-268.297,0.995453,0.250402,4,15,0,268.76,4.92816,1.67737,0.541833,0.342232
-267.22,0.982166,0.362602,2,7,0,269.714,5.06689,1.09485,0.577312,0.29281
-268.816,0.835401,0.510841,3,7,0,270.687,5.24196,1.44769,0.740817,0.169066
-267.982,0.989785,0.548946,2,7,0,269.56,5.14594,1.36454,0.719685,0.183722
-268.067,0.638002,0.780568,3,7,0,269.742,5.09188,1.6424,0.759994,0.147597
-268.067,0,5.81424,0,1,1,268.437,5.09188,1.6424,0.759994,0.147597
-267.526,0.318544,0.808481,3,7,0,269.474,5.09154,0.859034,0.436095,0.46164
-267.565,0.98961,0.166708,4,23,0,268.841,4.95134,1.48069,0.655237,0.244256
-267.797,0.987179,0.217065,3,15,0,269.905,5.128,1.18239,0.563086,0.377412
-268.067,0.99672,0.324545,3,7,0,268.66,5.12844,1.96602,0.553279,0.140129
-268.067,1,0.544002,3,7,0,268.559,5.21765,1.71584,0.606304,0.256083
-268.067,0.201351,0.970005,2,3,0,271.046,5.21765,1.71584,0.606304,0.256083
-270.448,0.989474,0.144864,4,31,0,272.582,4.85851,2.83516,0.367268,0.143165
-268.711,0.998972,0.258489,4,15,0,270.948,5.22076,1.26158,0.718697,0.235928
-269.574,1,0.482669,3,7,0,270.537,5.07637,1.59944,0.645806,0.324803
-269.574,0.0432855,0.910712,2,3,0,272.067,5.07637,1.59944,0.645806,0.324803
-268.483,0.999595,0.0845768,6,63,0,270.407,5.16642,1.30507,0.630001,0.329928
-269.351,0.994998,0.161329,4,15,0,271.422,5.29538,1.05322,0.490603,0.36386
-270.151,0.980733,0.302704,4,15,0,270.95,4.77778,0.804885,0.486837,0.461876
-267.651,0.958348,0.540898,3,7,0,271.151,4.97427,0.870934,0.433409,0.422738
-267.497,0.588641,0.896901,2,3,0,268.741,5.07562,1.35057,0.474083,0.282966
-267.092,0.483298,0.477917,2,3,0,270.015,5.06634,1.13002,0.596439,0.331635
-268.341,0.976758,0.187046,3,15,0,271.317,4.92137,1.70119,0.361955,0.323797
-268.987,0.998089,0.327883,4,15,0,270.222,5.14037,1.27398,0.782793,0.181512
-269.692,0.805227,0.607471,3,7,0,274.422,5.14636,2.51785,0.451578,0.100462
-269.692,0.197856,0.630242,2,3,0,273.06,5.14636,2.51785,0.451578,0.100462
-268.726,0.999807,0.110187,4,31,0,272.646,5.045,1.42056,0.504226,0.416497
-268.459,0.998444,0.204218,3,15,0,269.997,5.04826,1.7709,0.524848,0.348256
-267.381,0.981987,0.373215,3,7,0,269.261,5.10673,1.32163,0.651912,0.281911
-268.002,0.921884,0.644247,2,3,0,268.802,5.00561,1.89987,0.719969,0.142242
-267.352,0.716669,0.929472,2,3,0,268.484,4.99826,1.60257,0.551454,0.321772
-268.939,0.881561,0.748922,2,3,0,269.833,4.84842,0.943624,0.569208,0.365149
-268.039,0.340124,0.958706,3,7,0,269.25,4.98701,0.793413,0.507451,0.451734
-268.089,0.971557,0.274015,3,11,0,269.892,5.14771,1.97458,0.697191,0.191042
-268.453,0.982557,0.450754,2,3,0,268.834,5.21103,1.98566,0.690714,0.185781
-270.665,0.701932,0.757714,2,3,0,273.207,5.31853,2.52464,0.47655,0.1767
-269.817,0.975206,0.593025,2,3,0,271.545,5.29116,1.74863,0.425339,0.330912
-269.817,0.00225563,0.967074,2,3,0,271.131,5.29116,1.74863,0.425339,0.330912
