# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = arK_arK_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 400
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = arK-arK.data.R
# init = 2 (Default)
# random
#   seed = 4220681
# output
#   file = mpi.0.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
139.534,0.784795,0.0295488,3,7,0,-134.789,-0.01804,0.433829,0.790701,1.14411,-1.97523,0.585256,0.281643
224.787,0.820554,0.0283498,4,15,0,-139.625,0.00963676,0.484729,0.647312,0.535129,-0.874185,0.0677632,0.221084
227.702,0.131796,0.0307843,3,8,1,-219.233,-0.0230092,0.516554,0.61518,0.537798,-0.881771,0.121252,0.200929
233.404,1,0.00388675,5,31,0,-226.436,0.0190633,0.51877,0.611392,0.525259,-0.813587,0.0512794,0.197423
234.425,0.914764,0.0075708,5,31,0,-228.412,-0.0231949,0.491054,0.605416,0.521295,-0.741728,0.0379432,0.203821
253.543,0.99947,0.0113044,5,47,0,-232.703,0.0127114,0.779798,0.304138,-0.16049,0.516207,-0.529597,0.161253
256.47,0.221135,0.0218883,3,7,0,-251.881,-0.0030853,0.803026,0.321022,-0.1561,0.469639,-0.52445,0.161297
272.74,0.992161,0.0039092,6,127,0,-253.748,-0.00169387,0.778304,0.342924,0.074672,-0.0633677,-0.245962,0.149503
271.315,0.952634,0.00743758,6,63,0,-270.035,-0.0145834,0.733821,0.435405,0.00897676,0.0960401,-0.350106,0.149601
266.662,0.398654,0.0124684,4,31,0,-262.112,0.0276829,0.555337,0.573299,0.154059,-0.127153,-0.302764,0.156664
267.299,0.999462,0.00398122,6,95,0,-261.911,-0.0273733,0.749538,0.375485,-0.0187585,0.123261,-0.299031,0.144868
266.471,0.973463,0.00766562,6,63,0,-263.306,-0.0143845,0.580464,0.417044,0.247667,-0.113457,-0.292358,0.140218
267.088,0.348856,0.0135433,3,7,0,-260.05,0.00506956,0.589091,0.418373,0.254218,-0.15466,-0.274276,0.147995
270.842,0.994988,0.00386056,3,7,0,-265.406,-0.00429704,0.606966,0.42036,0.247801,-0.141177,-0.268111,0.149836
272.181,0.899542,0.00724138,4,15,0,-267.505,0.00274326,0.647834,0.458858,0.251039,-0.154407,-0.31,0.145964
272.774,0.884729,0.0102366,4,15,0,-270.368,-0.00283388,0.633437,0.434418,0.249186,-0.114271,-0.306795,0.148298
270.687,0.66025,0.0138,5,31,0,-268.596,-0.00452058,0.772059,0.479543,-0.0444221,-0.00694932,-0.320286,0.146282
270.696,0.487873,0.00985599,4,23,0,-259.103,0.00888783,0.674789,0.354069,0.152189,-0.0436035,-0.265182,0.159968
269.603,0.99962,0.00438104,6,63,0,-266.668,0.00955879,0.866102,0.290404,0.0247071,0.0269026,-0.317593,0.146052
266.756,0.991197,0.00811306,4,31,0,-263.913,0.0133563,0.86503,0.231186,-0.0675014,0.109624,-0.240737,0.154416
266.396,0.677883,0.0145325,4,31,0,-261.694,0.0186124,0.872589,0.325389,-0.117069,0.076022,-0.251188,0.14195
264.053,0.903218,0.011009,5,31,0,-259.631,0.0153941,0.785816,0.366045,-0.0922822,0.112683,-0.274889,0.129671
268.736,0.463567,0.0153719,3,7,0,-263.128,0.00743321,0.791941,0.369608,-0.0699341,0.0793859,-0.257481,0.135477
268.283,0.984114,0.0065941,6,63,0,-263.536,-0.00116379,0.533383,0.686761,0.140489,-0.0718982,-0.393694,0.159991
268.484,0.780713,0.0113927,5,31,0,-263.771,-0.00616885,0.517557,0.507384,0.149614,0.0474017,-0.372866,0.158387
269.66,0.98688,0.0114287,4,15,0,-266.965,0.00321456,0.559444,0.534852,0.126989,0.0516693,-0.33949,0.15275
271.469,0.75883,0.0196269,4,15,0,-269.71,0.00178214,0.583739,0.521267,0.134176,0.0859761,-0.423846,0.152616
267.976,0.210987,0.0185192,5,31,0,-265.219,0.00915079,0.880673,0.34184,0.083078,-0.119716,-0.234038,0.15269
269.323,0.991425,0.0042815,6,127,0,-264.26,-0.00987335,0.527183,0.511145,0.185775,-0.0489562,-0.323998,0.146791
270.707,0.97801,0.00739798,5,63,0,-266.364,0.00539804,0.722944,0.519029,0.0268121,-0.104337,-0.213465,0.152561
270.086,0.722257,0.0122524,5,31,0,-266.255,0.00366339,0.610202,0.563437,0.0597944,-0.0805865,-0.303396,0.143169
269.492,0.941738,0.0105943,5,31,0,-266.648,-0.00442112,0.811335,0.292093,0.0911246,-0.0611141,-0.186405,0.156827
267.167,0.692803,0.0158616,5,31,0,-263.812,-0.000642665,0.785924,0.461872,-0.0412847,0.0559764,-0.299035,0.139151
270.119,0.997354,0.0127486,4,15,0,-267.016,-0.00788997,0.7748,0.467843,-0.0621466,0.0456866,-0.307793,0.138237
270.119,0.0288884,0.0217165,3,7,0,-268.515,-0.00788997,0.7748,0.467843,-0.0621466,0.0456866,-0.307793,0.138237
270.961,0.998647,0.00345743,6,63,0,-266.304,-0.00455504,0.703275,0.483167,-0.0782973,0.0261387,-0.215242,0.147609
272.178,0.999732,0.0059152,6,63,0,-269.836,-0.00297256,0.710159,0.525913,0.0591188,-0.108663,-0.300235,0.150106
271.915,0.996763,0.0100687,5,31,0,-269.725,-0.00149841,0.592586,0.48972,0.22998,-0.13921,-0.267099,0.146788
272.37,0.8042,0.0168899,4,15,0,-269.454,0.00265773,0.74463,0.396618,0.0827231,0.00260366,-0.351484,0.143038
272.37,0.000146567,0.0178116,3,7,0,-267.421,0.00265773,0.74463,0.396618,0.0827231,0.00260366,-0.351484,0.143038
269.416,0.999967,0.00282042,6,127,0,-266.87,-0.000931868,0.797691,0.422603,-0.106121,-0.0799863,-0.119008,0.152143
273.38,0.977683,0.00475451,6,63,0,-267.902,-0.00580664,0.668986,0.511498,0.0494479,-0.0686692,-0.277394,0.148699
274.049,0.988072,0.00755626,5,63,0,-270.638,0.000176867,0.712563,0.444098,0.0750207,-0.0652577,-0.260236,0.146455
272.732,0.757623,0.0122244,5,31,0,-271.608,0.00141275,0.664362,0.437456,0.210464,-0.109068,-0.280286,0.149248
271.273,0.852869,0.0115759,5,31,0,-269.531,-0.00110135,0.691111,0.382265,0.211398,0.065356,-0.427844,0.150754
273.234,0.631833,0.0136294,5,31,0,-269.279,0.00788159,0.649526,0.468067,0.122957,-0.0413942,-0.323543,0.150015
271.884,0.978981,0.00969924,4,31,0,-267.998,-0.00840039,0.746521,0.378717,-0.00189021,0.085665,-0.289524,0.151157
271.45,0.995537,0.0151533,4,31,0,-268.644,-0.00331813,0.66764,0.471908,0.153124,-0.218668,-0.173223,0.148301
271.45,1.01282e-07,0.02443,2,5,0,-262.374,-0.00331813,0.66764,0.471908,0.153124,-0.218668,-0.173223,0.148301
270.893,0.995788,0.00426723,6,63,0,-269.108,0.00486195,0.638131,0.482656,0.214543,-0.21613,-0.222283,0.141916
272.115,0.883691,0.00689345,5,31,0,-267.446,0.00441256,0.727476,0.478187,0.0093525,-0.00118,-0.32389,0.158679
271.319,0.994738,0.00865092,4,31,0,-269.446,-0.00391615,0.796855,0.3857,-0.0802731,0.0400937,-0.236788,0.147345
272.634,0.867044,0.0138016,4,31,0,-268.604,0.00474396,0.609611,0.469523,0.131955,-0.00274173,-0.299757,0.151033
272.695,0.402637,0.0165869,4,15,0,-268.773,0.0052151,0.739808,0.327704,0.135956,-0.0190911,-0.269638,0.152551
272.515,0.975586,0.00728661,5,63,0,-270.292,0.00442741,0.696015,0.533226,-0.0115441,-0.0606642,-0.271355,0.146729
271.572,0.929299,0.0110717,5,31,0,-269.309,-0.003898,0.644174,0.499248,0.19185,-0.105684,-0.363556,0.149409
271.133,0.714559,0.0151637,4,31,0,-269.276,0.00474987,0.602881,0.404548,0.264384,-0.0875778,-0.292013,0.156043
271.982,0.83142,0.0131077,4,31,0,-267.849,0.00940379,0.676119,0.453696,0.00543883,0.0686745,-0.318925,0.154986
271.716,0.467436,0.014527,4,15,0,-267.875,-0.0124188,0.692226,0.498626,0.071625,0.0286078,-0.385662,0.155287
271.855,0.948674,0.00747897,4,15,0,-269.918,0.00668914,0.693738,0.477611,0.0777246,0.033477,-0.40368,0.152176
269.658,0.73203,0.0106092,3,7,0,-268.275,0.00655819,0.718148,0.462134,0.0745612,0.0307135,-0.425779,0.150225
273.279,0.937555,0.00955168,4,31,0,-267.149,0.00416468,0.733244,0.399835,0.0237405,0.0166625,-0.277466,0.151428
270.519,0.897558,0.0131707,4,31,0,-269.293,0.00325289,0.848316,0.3418,0.0150381,-0.0631575,-0.218928,0.16048
270.311,0.540228,0.0166666,4,15,0,-267.08,-0.00380072,0.806788,0.363167,0.0486961,-0.0959013,-0.241725,0.163089
268.778,0.827125,0.0101184,5,63,0,-265.378,-0.00867499,0.724431,0.445687,-0.0596464,-0.0506899,-0.205432,0.15812
270.279,0.98168,0.011077,5,31,0,-265.846,-0.00712997,0.840931,0.346261,0.0929696,-0.0488219,-0.295317,0.145082
271.424,0.87229,0.0165709,4,15,0,-268.969,-0.0142409,0.793137,0.362177,0.0656895,-0.0397338,-0.244781,0.150921
269.408,0.262204,0.0197977,3,7,0,-267.265,-0.00288447,0.82854,0.420364,0.0173119,-0.032644,-0.307223,0.163505
271.159,0.99856,0.00693787,5,31,0,-267.808,0.00278164,0.673197,0.49013,-0.0396047,-0.0343491,-0.20048,0.144836
271.922,0.998861,0.0106905,4,15,0,-270.245,-0.00272997,0.711247,0.55915,-0.0190671,-0.104511,-0.225954,0.150079
272.732,0.893845,0.0164109,4,31,0,-270.452,-0.00539838,0.625592,0.560905,0.054147,-0.0298569,-0.294454,0.148167
272.732,0.00183496,0.0203794,4,23,0,-269.96,-0.00539838,0.625592,0.560905,0.054147,-0.0298569,-0.294454,0.148167
271.282,0.975833,0.00436195,7,127,0,-269.773,0.0143049,0.619348,0.491105,0.129351,0.0431072,-0.411843,0.150656
271.358,0.970124,0.00638585,5,63,0,-266.304,0.0151974,0.69712,0.394476,0.126896,-0.00836386,-0.347179,0.145503
271.521,0.976771,0.00921081,4,23,0,-267.747,-0.0144353,0.644546,0.540277,-0.000692688,0.0512152,-0.320711,0.149246
271.987,0.918013,0.0134102,4,15,0,-269.474,0.00341335,0.692369,0.513889,0.0227975,0.0503936,-0.356752,0.154043
270.064,0.659697,0.0173662,5,47,0,-268.063,0.0135923,0.672126,0.337258,0.217138,-0.102936,-0.236001,0.156781
270.663,0.996293,0.0136503,5,31,0,-267.397,-0.00628069,0.615752,0.403736,0.294516,-0.0185842,-0.425494,0.145103
270.783,0.160073,0.0204799,3,7,0,-267.562,-0.00318414,0.637774,0.378409,0.311624,-0.0403668,-0.404323,0.142535
270.848,0.911136,0.00621926,5,63,0,-264.917,-0.00476076,0.595649,0.417377,0.199821,-0.0293219,-0.285521,0.141072
270.995,0.976656,0.0079359,5,31,0,-267.97,-0.00232475,0.651519,0.492665,0.195608,-0.211808,-0.236913,0.160201
270.102,0.761957,0.0114343,5,31,0,-264.845,0.000348405,0.73531,0.272517,0.26076,-0.0315634,-0.332078,0.13757
273.029,0.850544,0.0109652,5,31,0,-268.303,-0.00027788,0.713544,0.402997,0.0979923,-0.0478804,-0.264859,0.158884
272.486,0.805653,0.0124157,4,31,0,-269.968,-0.00184625,0.788765,0.405146,-0.0321918,-0.00348901,-0.239487,0.148003
270.919,0.954428,0.012914,4,15,0,-269.325,0.000871274,0.775635,0.361424,-0.0207597,-0.0469397,-0.16124,0.150463
270.707,0.243257,0.0176973,3,7,0,-268.471,0.00607524,0.792208,0.357347,-0.00164389,-0.0612794,-0.173912,0.159289
271.181,0.994463,0.00649484,6,63,0,-269.401,-0.000459059,0.571277,0.501569,0.214282,-0.0109058,-0.399688,0.159892
263.667,0.992788,0.00958135,4,15,0,-262.438,0.00274854,0.439436,0.536848,0.380285,0.0259574,-0.514615,0.144798
271.737,0.97962,0.014044,4,15,0,-262.408,0.000493589,0.766558,0.441381,0.0568369,-0.133523,-0.209874,0.159431
272.027,0.2399,0.0200306,3,15,0,-267.239,0.000550756,0.732024,0.294369,0.134703,0.0241011,-0.307265,0.147857
271.632,0.772837,1.23046,2,3,0,-269.532,0.0148516,0.687168,0.490407,0.0186588,-0.0943726,-0.195596,0.147122
271.632,0,9.04162,0,1,1,-270.612,0.0148516,0.687168,0.490407,0.0186588,-0.0943726,-0.195596,0.147122
273.24,0.794975,1.352,2,3,0,-270.755,0.00077976,0.744476,0.452543,0.00639652,0.00407148,-0.291057,0.145198
268.531,0.441131,1.03427,2,3,0,-267.008,-0.000208654,0.594423,0.415091,0.332713,-0.223876,-0.226369,0.15336
271.843,0.991628,0.316069,4,15,0,-265.53,0.00377049,0.731702,0.468076,-0.0240386,0.0917879,-0.366221,0.146203
270.964,0.980222,0.482634,3,7,0,-269.02,0.00911681,0.715862,0.494868,0.0170232,0.00988002,-0.33536,0.135745
273.196,1,0.773311,2,3,0,-269.962,0.00768249,0.6884,0.418349,0.128286,0.0210444,-0.348146,0.15455
273.196,0.635732,1.38244,2,3,0,-272.209,0.00768249,0.6884,0.418349,0.128286,0.0210444,-0.348146,0.15455
273.181,0.925784,0.809775,3,7,0,-271.474,-0.0107539,0.656086,0.480876,0.0827988,-0.0523155,-0.284696,0.144119
273.611,0.781388,1.19042,2,3,0,-271.663,-0.00454932,0.709004,0.465069,0.0804295,-0.081015,-0.265667,0.153755
272.64,0.403272,1.11915,2,3,0,-268.97,0.00111349,0.664314,0.50655,0.10527,0.00201691,-0.387828,0.143591
271.474,0.981057,0.320412,3,15,0,-269.712,0.010971,0.67158,0.551442,0.110051,-0.0831015,-0.341277,0.145254
272.715,0.968089,0.572488,2,7,0,-268.383,0.000218358,0.709501,0.48163,-0.0053873,-0.0299353,-0.271262,0.155752
272.281,0.675501,0.981823,2,3,0,-269.555,0.00782193,0.597563,0.490484,0.155412,-0.0244722,-0.306868,0.145152
270.887,0.720207,0.674302,3,7,0,-266,0.0125343,0.698046,0.57396,-0.0132911,-0.0652846,-0.290065,0.143609
271.131,0.998146,0.53546,3,7,0,-268.758,-0.0131669,0.751673,0.297625,0.141699,-0.0701762,-0.236838,0.153438
269.833,0.73497,1.00499,2,3,0,-267.444,0.0148703,0.79826,0.426246,0.0331143,-0.123166,-0.244601,0.1605
272.941,0.841234,0.837768,2,3,0,-266.606,0.000528969,0.735756,0.35547,0.158519,-0.034238,-0.288219,0.148083
270.572,0.831517,0.967329,2,3,0,-269.753,0.00724557,0.692778,0.394958,0.195864,-0.0309298,-0.302742,0.15443
274.012,0.917246,1.08314,1,3,0,-270.378,-0.00482909,0.701318,0.413952,0.0948449,-0.0274798,-0.282989,0.150095
274.012,0.00108173,1.56404,1,1,0,-268.791,-0.00482909,0.701318,0.413952,0.0948449,-0.0274798,-0.282989,0.150095
270.675,0.9825,0.149621,5,31,0,-265.245,-0.00302042,0.751404,0.40287,-0.0151325,0.148962,-0.387968,0.158303
273.351,0.999889,0.264592,4,15,0,-269.337,0.00257083,0.667622,0.416659,0.178277,-0.0812738,-0.280104,0.142423
272.358,0.94293,0.487676,2,7,0,-270.676,0.00693669,0.766459,0.383674,0.166051,-0.10981,-0.297808,0.149915
272.489,0.931256,0.755128,2,7,0,-270.067,-0.00185739,0.670393,0.441856,0.194394,-0.181782,-0.23308,0.148922
272.188,0.580297,1.12274,2,3,0,-269.912,-0.00307797,0.718909,0.364533,0.0814407,0.0388582,-0.277409,0.144261
270.611,0.934774,0.61361,3,7,0,-267.025,0.00283523,0.709315,0.356615,0.0779502,-0.0590114,-0.178209,0.15652
271.181,0.827039,0.917056,2,7,0,-266.859,-0.0100809,0.694335,0.522271,0.133184,-0.11487,-0.345278,0.149697
270.614,0.9509,1.0085,2,3,0,-268.774,-0.00472978,0.806196,0.420592,0.0958091,-0.178012,-0.212964,0.152111
270.614,0.166922,1.55897,2,3,0,-267.18,-0.00472978,0.806196,0.420592,0.0958091,-0.178012,-0.212964,0.152111
269.895,0.974828,0.279522,4,15,0,-265.22,-0.00529576,0.629378,0.383262,0.0824134,0.13422,-0.35185,0.144633
272.083,0.998728,0.462685,3,7,0,-267.701,0.0120778,0.661964,0.501929,0.153301,-0.0438274,-0.351904,0.150178
270.929,0.955135,0.810066,3,7,0,-270.096,-0.0153442,0.68542,0.392188,0.115914,-0.116706,-0.190995,0.149043
269.78,0.257917,1.25086,2,3,0,-267.393,0.00713076,0.776526,0.384979,-0.0242248,-0.0566543,-0.143599,0.152712
273.404,1,0.302209,4,15,0,-269.092,0.00378935,0.728967,0.44357,0.0123682,0.0152075,-0.287099,0.15089
270.347,0.862576,0.525522,3,7,0,-268.798,0.00537771,0.648649,0.593134,0.116466,-0.123859,-0.302479,0.144201
272.42,0.96843,0.632951,3,7,0,-267.912,-0.00288562,0.684367,0.525511,0.0655956,-0.1277,-0.229964,0.141034
273.214,0.597525,0.999666,2,3,0,-270.366,0.00359002,0.614252,0.479471,0.193372,-0.0374068,-0.351173,0.151022
273.38,0.806479,0.604666,3,7,0,-267.801,-0.00163501,0.68559,0.448741,0.0463409,-0.0365516,-0.246032,0.152994
270.992,0.853568,0.627742,2,3,0,-270.435,-0.0192219,0.62425,0.508752,0.207603,-0.0651586,-0.366974,0.147908
269.6,0.79461,0.733674,3,7,0,-264.322,-0.00362289,0.766178,0.289422,0.25315,-0.144326,-0.2694,0.163363
272.634,1,0.737713,3,7,0,-269.408,-0.00786528,0.768472,0.360051,0.053562,0.0640775,-0.349891,0.14926
271.66,0.740365,1.23748,2,3,0,-270.488,0.00237964,0.590377,0.536942,0.148393,-0.154258,-0.228032,0.154742
272.303,0.494144,1.08362,3,7,0,-267.913,-0.00695048,0.694637,0.382941,0.205163,-0.00324436,-0.40071,0.147588
270.43,0.880359,0.51916,2,3,0,-269.222,-0.0116645,0.678128,0.327522,0.288866,-0.00242113,-0.411863,0.144594
272.889,1,0.644734,2,7,0,-269.45,0.0107346,0.712211,0.379106,0.199304,-0.0792434,-0.311714,0.147952
270.602,0.496171,1.0665,2,3,0,-268.972,-0.0184263,0.588368,0.58046,0.0937342,-0.00772518,-0.371316,0.15633
272.73,0.992727,0.521345,3,7,0,-269.056,0.00150379,0.649368,0.525276,0.0154044,0.0187836,-0.329526,0.151419
272.621,0.958027,0.842776,3,7,0,-271.764,0.000564792,0.681546,0.452475,0.214189,-0.102103,-0.345767,0.152428
273.84,0.465719,1.24646,3,7,0,-271.292,0.0023569,0.673415,0.442795,0.145878,-0.0831484,-0.274947,0.15102
273.21,0.934351,0.574629,3,7,0,-272.073,-0.00248997,0.716753,0.482408,0.0139881,0.0224252,-0.329793,0.150848
270.803,0.777089,0.801779,2,3,0,-269.892,0.00495587,0.795698,0.438867,-0.0771038,0.0565826,-0.28118,0.152581
271.372,0.849682,0.772538,3,15,0,-266.645,-0.00168629,0.584298,0.605222,0.123879,-0.102345,-0.288836,0.153208
272.828,0.999766,0.880687,3,7,0,-270.003,-0.00771544,0.754864,0.324553,0.12478,-0.00166166,-0.318336,0.149462
272.828,0.0791091,1.41463,2,3,0,-266.057,-0.00771544,0.754864,0.324553,0.12478,-0.00166166,-0.318336,0.149462
272.497,0.99438,0.27634,4,15,0,-270.797,-0.000154073,0.683952,0.431455,0.0671383,0.109919,-0.380089,0.145803
272.235,0.971219,0.438996,3,15,0,-270.676,-0.00195055,0.692488,0.470445,0.117878,-0.151934,-0.256446,0.154068
269.331,0.792491,0.658082,3,7,0,-267.648,-0.000123608,0.846049,0.40814,-0.00253968,-0.0929755,-0.239361,0.164407
269.731,0.995816,0.657731,3,7,0,-268.149,0.00100115,0.549359,0.440656,0.28536,-0.0417144,-0.349833,0.140171
268.757,0.95258,1.03367,2,3,0,-266.335,-0.00272636,0.557916,0.436443,0.324726,-0.103515,-0.366799,0.146662
269.335,0.940362,1.4682,2,3,0,-267.145,0.00221785,0.704547,0.605731,-0.153101,-0.0156916,-0.236817,0.155428
269.335,1.87295e-29,2.02155,1,1,0,-262.809,0.00221785,0.704547,0.605731,-0.153101,-0.0156916,-0.236817,0.155428
268.041,0.983637,0.354559,3,7,0,-265.869,-0.00440219,0.652323,0.241364,0.289051,0.0669083,-0.380145,0.150963
269.282,0.964175,0.538724,3,7,0,-262.723,-0.00356537,0.580157,0.432291,0.0886593,0.141112,-0.354038,0.148558
267.311,0.903191,0.781002,3,7,0,-264.151,-0.0205235,0.758875,0.24563,0.276056,-0.144524,-0.265707,0.149846
265.706,0.947712,0.988867,2,3,0,-263.421,0.0191153,0.51648,0.716127,0.0232125,-0.0878256,-0.243814,0.157296
267.487,0.841821,1.37336,2,7,0,-263.429,0.00498443,0.838879,0.216111,0.135101,0.104998,-0.406824,0.165224
265.33,0.0226386,1.51722,2,3,0,-260.903,-0.0163385,0.58813,0.515163,0.114865,0.0835428,-0.47965,0.153224
271.49,0.996298,0.296198,3,7,0,-261.469,-0.00890104,0.673055,0.449458,0.0835655,0.0292976,-0.379208,0.145761
269.349,0.958826,0.45607,3,7,0,-268.228,-0.00938522,0.667207,0.418872,0.105964,0.0585319,-0.412318,0.146922
269.698,0.998557,0.646233,3,7,0,-267.551,0.00469024,0.732565,0.454966,0.112076,-0.0887328,-0.245062,0.15363
273.199,1,0.990839,2,3,0,-269.91,0.00794309,0.700741,0.432676,0.0970719,-0.0864164,-0.229282,0.148173
273.199,0.0212091,1.51681,2,3,0,-270.347,0.00794309,0.700741,0.432676,0.0970719,-0.0864164,-0.229282,0.148173
268.551,0.926303,0.30814,4,15,0,-266.228,0.00664037,0.727508,0.310298,0.158204,-0.141613,-0.137144,0.155847
272.04,0.995004,0.406236,3,7,0,-267.268,-0.00132268,0.680649,0.438116,0.108934,-0.131394,-0.201664,0.15859
271.542,0.957085,0.61425,3,7,0,-268.84,-0.000367706,0.716925,0.393931,0.132176,0.0185683,-0.347316,0.134043
272.516,1,0.856396,3,7,0,-270.413,0.00277223,0.722718,0.416755,0.0218856,0.0546195,-0.323291,0.158291
266.997,0.334383,1.29756,2,3,0,-265.275,0.00147719,0.762099,0.37301,0.231723,-0.065095,-0.371397,0.133229
266.406,0.9987,0.514671,3,7,0,-263.327,-0.0104351,0.596193,0.489805,0.0259861,-0.0537071,-0.198436,0.167904
270.641,0.924406,0.776455,3,7,0,-263.658,-0.00997569,0.769457,0.372298,0.113881,-0.0280868,-0.344462,0.136788
270.4,0.81588,1.00648,2,3,0,-268.285,-0.0195482,0.760676,0.344685,0.0646527,0.0192794,-0.284733,0.137738
272.165,1,1.04991,2,3,0,-269.705,0.00847788,0.699832,0.505035,0.0726582,-0.0717803,-0.324085,0.154406
272.165,0.0653751,1.57294,2,3,0,-268.631,0.00847788,0.699832,0.505035,0.0726582,-0.0717803,-0.324085,0.154406
268.426,0.936165,0.376126,3,7,0,-267.826,-0.0107517,0.809415,0.296367,0.0543208,-0.113254,-0.134961,0.140911
271.898,0.910644,0.498007,3,7,0,-264.485,0.000411205,0.760482,0.411116,0.0169304,-0.118863,-0.181609,0.145609
270.656,0.901286,0.625838,3,7,0,-268.171,0.00507374,0.693864,0.331212,0.277379,-0.0865322,-0.348802,0.144423
271.967,0.910431,0.770717,2,3,0,-268.323,-0.00685916,0.758095,0.377594,0.119471,-0.156679,-0.186024,0.145161
270.391,0.674623,0.964088,3,7,0,-266.839,-0.00490894,0.6954,0.584497,-0.00892501,-0.151453,-0.213625,0.161054
269.445,0.989638,0.76626,3,7,0,-267.013,0.00392441,0.539013,0.483719,0.228402,-0.126216,-0.246385,0.148846
270.091,0.808802,1.11238,2,3,0,-267.237,-0.00905505,0.512489,0.549235,0.192169,-0.0456126,-0.319781,0.144216
271.441,0.797105,1.14197,2,3,0,-266.991,0.00894304,0.757362,0.348778,0.172268,-0.157766,-0.234235,0.153321
271.441,0.491917,1.14641,2,3,0,-267.485,0.00894304,0.757362,0.348778,0.172268,-0.157766,-0.234235,0.153321
272.863,0.955855,0.648222,3,7,0,-268.447,0.00712229,0.728417,0.367225,0.0892087,0.0337679,-0.312873,0.14104
272.547,0.856114,0.878079,3,7,0,-270.213,0.0141652,0.744783,0.409825,0.0456064,0.0229093,-0.313631,0.153064
271.646,0.556913,0.98497,2,3,0,-267.074,-0.0150038,0.686318,0.450205,0.164231,-0.121827,-0.30425,0.155787
270.24,0.869268,0.633328,3,7,0,-267.157,0.0119624,0.653334,0.381115,0.256716,-0.104229,-0.284595,0.137718
269.844,0.946441,0.72815,3,15,0,-267.211,0.00786766,0.763655,0.470725,0.100564,-0.0551281,-0.382615,0.150686
