# stan_version_major = 2
# stan_version_minor = 21
# stan_version_patch = 0
# model = arK_arK_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     max_num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 4 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 400
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = arK-arK.data.R
# init = 2 (Default)
# random
#   seed = 4220681
# output
#   file = mpi.1.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,sigma
129.492,0.997615,0.00818612,5,31,0,-92.8966,0.038987,1.66654,-1.24946,-0.254871,1.55849,-0.841413,0.342179
152.325,0.912438,0.0154053,4,15,0,-125.874,-0.0157163,1.55618,-0.995535,-0.0919372,1.33299,-0.810682,0.303732
168.355,0.840525,0.0223827,3,7,0,-150.558,0.0241759,1.49923,-0.870974,-0.0313047,1.14207,-0.850742,0.257022
227.919,0.850495,0.02611,4,15,0,-163.972,-0.0136926,1.18702,-0.421362,0.2444,0.332949,-0.386148,0.201659
233.192,0.333333,0.0315768,1,3,0,-223.803,0.0159384,1.13933,-0.377071,0.2067,0.299405,-0.332768,0.191758
250.417,0.994105,0.0077123,5,31,0,-228.23,-0.0103971,1.12279,0.000110035,-0.0517812,0.200651,-0.375259,0.179289
259.226,0.990582,0.0147275,3,7,0,-249.097,0.0040731,0.99779,0.0570227,-0.0343936,0.242034,-0.362111,0.161588
259.226,0.0610161,0.0276614,1,3,0,-257.543,0.0040731,0.99779,0.0570227,-0.0343936,0.242034,-0.362111,0.161588
269.414,0.996502,0.00308415,6,63,0,-256.711,0.010631,0.85599,0.274648,-0.0365219,0.0526428,-0.245342,0.154979
269.246,0.967682,0.00594093,6,63,0,-264.93,-0.0104278,0.791682,0.346232,-0.0118802,0.171766,-0.3942,0.159557
267.017,0.970175,0.010411,4,15,0,-264.22,0.0117674,0.794798,0.363618,-0.0547728,0.164196,-0.366001,0.170181
266.827,0.406111,0.018236,4,15,0,-263.767,-0.019345,0.742726,0.387866,-0.0382211,0.188438,-0.350051,0.165115
271.986,0.992282,0.00606187,6,63,0,-263.781,0.0124401,0.645145,0.552435,0.0642372,-0.0292317,-0.3155,0.143689
272.883,0.999126,0.0112903,4,31,0,-270.703,0.00993287,0.668666,0.500074,0.126288,-0.0400277,-0.339955,0.149735
273.411,0.0767245,0.0212361,3,15,0,-272.51,0.00514786,0.650026,0.497537,0.116902,-0.037053,-0.345046,0.147496
271.396,0.985836,0.00283421,6,111,0,-270.505,0.00396846,0.621235,0.407074,0.166685,0.00257163,-0.343275,0.149512
270.494,0.999295,0.00514397,5,63,0,-269.188,0.000518235,0.747988,0.521316,0.0258975,-0.0587108,-0.290792,0.146483
271.846,0.930626,0.00960133,5,31,0,-268.772,-0.0052823,0.739884,0.469182,0.0297889,-0.0229757,-0.27324,0.144497
272.515,0.573432,0.0146494,5,31,0,-269.371,-0.00431645,0.643464,0.408097,0.19555,-0.0375221,-0.293998,0.144003
273.278,0.895909,0.00827705,4,31,0,-268.911,-0.00836569,0.726131,0.44363,0.0908124,-0.0562601,-0.286569,0.142912
273.541,0.959238,0.011419,4,15,0,-272.194,-0.00309549,0.676384,0.405167,0.125591,-0.0294666,-0.288624,0.153257
271.053,0.422826,0.0186109,4,15,0,-269.335,0.0131576,0.738455,0.440426,0.0348651,0.0535801,-0.382135,0.14354
266.597,0.800492,0.00709383,6,63,0,-265.253,-0.0374937,0.684386,0.336261,0.173032,0.05301,-0.342823,0.159071
269.487,0.988494,0.00753348,4,15,0,-263.388,-0.0150024,0.703681,0.41763,0.225621,-0.0291757,-0.432163,0.14384
268.583,0.958739,0.0131536,4,15,0,-266.215,-0.0184143,0.626627,0.320075,0.268286,0.00671104,-0.33692,0.160856
268.583,0.0652085,0.0210479,3,7,0,-264.594,-0.0184143,0.626627,0.320075,0.268286,0.00671104,-0.33692,0.160856
269.473,0.979672,0.00324921,4,31,0,-265.34,0.0171554,0.650599,0.354259,0.275585,-0.00696519,-0.366146,0.161988
269.05,0.999922,0.00550654,5,31,0,-266.938,-0.0190997,0.675313,0.313135,0.330851,-0.034715,-0.397954,0.154919
266.422,0.977147,0.00974879,3,7,0,-264.927,-0.013396,0.713373,0.35784,0.349725,-0.0560049,-0.46293,0.158526
267.681,0.796384,0.0161416,4,15,0,-264.668,-0.0151501,0.614056,0.328853,0.269722,0.0364571,-0.326756,0.149409
270.679,0.743658,0.0167863,3,7,0,-267.881,0.000510838,0.629757,0.319895,0.266302,0.0128618,-0.343359,0.150131
269.521,0.657073,0.0152802,4,15,0,-268.027,0.00355414,0.64927,0.449771,0.249946,-0.0652796,-0.42945,0.149457
272.131,0.977042,0.0112223,5,31,0,-267.478,0.00183296,0.787658,0.455458,-0.0523189,-0.0341714,-0.253224,0.149284
272.131,0.0674737,0.0182705,4,15,0,-268.876,0.00183296,0.787658,0.455458,-0.0523189,-0.0341714,-0.253224,0.149284
271.046,0.988068,0.00316092,5,63,0,-269.001,-0.00513932,0.790025,0.465658,-0.0852556,-0.0380434,-0.207088,0.145106
272.776,0.979409,0.00529492,5,31,0,-269.046,0.0138789,0.706121,0.480158,0.0479834,-0.087866,-0.246793,0.148055
271.36,0.975174,0.00862065,5,31,0,-270.009,0.00394838,0.715663,0.3705,0.240512,-0.145847,-0.25083,0.149321
267.856,0.952836,0.0137961,5,31,0,-265.474,-0.0106272,0.637955,0.43906,0.329828,-0.261819,-0.224715,0.147827
266.861,0.0368075,0.0207921,3,7,0,-263.517,-0.0177501,0.641385,0.414735,0.304807,-0.251952,-0.242132,0.14326
269.706,0.99911,0.0035444,5,31,0,-265.613,0.00948058,0.687715,0.431293,0.254464,-0.23252,-0.223146,0.15875
270.335,0.99551,0.00597613,5,63,0,-267.196,0.0114851,0.687439,0.373244,0.206836,-0.156097,-0.194216,0.145801
271.884,0.947792,0.00992032,5,31,0,-268.605,-0.0176175,0.656691,0.494002,0.141781,-0.036252,-0.364741,0.15485
271.838,0.494747,0.0146367,3,15,0,-266.202,-0.0086833,0.709386,0.446999,0.105415,0.0206939,-0.343158,0.151606
271.624,0.999762,0.00753969,5,31,0,-269.075,-0.00706924,0.713247,0.46962,0.052744,0.0847571,-0.41012,0.149465
271.883,0.956994,0.0124884,2,3,0,-271.204,0.0103812,0.700999,0.463653,0.0449661,0.076222,-0.398415,0.149424
269.268,0.0393479,0.0186385,4,15,0,-266.378,0.0145763,0.794155,0.325316,0.203788,-0.173256,-0.238194,0.160833
268.658,0.995184,0.00345399,6,63,0,-266.19,0.016046,0.709584,0.318764,0.263882,-0.174832,-0.20713,0.1454
271.125,0.963754,0.00563268,6,63,0,-264.948,0.000389985,0.761989,0.332796,0.186329,-0.104001,-0.239872,0.14361
272.574,0.996591,0.00850817,5,31,0,-268.213,-1.76085e-05,0.702149,0.371401,0.184064,-0.0908835,-0.290622,0.142191
272.689,0.944664,0.0137546,5,31,0,-270.399,0.00273703,0.650987,0.499201,0.1378,-0.144232,-0.256729,0.155686
272.689,0.000677715,0.0197046,4,23,0,-269.909,0.00273703,0.650987,0.499201,0.1378,-0.144232,-0.256729,0.155686
269.991,0.990116,0.00352209,5,31,0,-268.876,-0.0144618,0.679511,0.573968,0.0956418,-0.169978,-0.275233,0.159334
269.091,0.997067,0.00559184,5,31,0,-267.284,-0.00582939,0.553904,0.555853,0.162087,-0.1348,-0.235273,0.136578
269.236,0.861205,0.00896303,5,63,0,-265.416,0.00268078,0.694055,0.325019,0.263189,-0.0313497,-0.385781,0.165813
271.657,0.604966,0.0106499,4,31,0,-260.826,-0.00791916,0.747646,0.442807,0.139189,-0.165085,-0.234974,0.152146
271.033,0.994364,0.00727863,4,31,0,-268.539,0.00773137,0.712764,0.430821,0.130879,-0.136887,-0.260004,0.162996
272.693,0.976165,0.0114834,4,15,0,-269.98,-0.00553262,0.750921,0.436464,0.100439,-0.15372,-0.229946,0.145813
272.693,0.0530572,0.0173385,4,31,0,-264.658,-0.00553262,0.750921,0.436464,0.100439,-0.15372,-0.229946,0.145813
271.247,0.987585,0.00370035,5,63,0,-269.095,0.00671515,0.688508,0.353562,0.122578,-0.0245749,-0.225319,0.147373
269.895,1,0.00573034,5,31,0,-269.025,0.00304788,0.872511,0.345481,0.021404,-0.00184875,-0.316525,0.149701
268.387,0.907076,0.0090629,6,63,0,-265.806,-0.0184902,0.726863,0.41876,0.189297,0.0260262,-0.463814,0.151574
271.936,0.983435,0.0117542,4,15,0,-267.265,-0.0133934,0.666142,0.38276,0.237674,0.00538568,-0.393182,0.146624
271.936,0.00153108,0.0178027,4,15,0,-264.783,-0.0133934,0.666142,0.38276,0.237674,0.00538568,-0.393182,0.146624
270.13,0.960766,0.00355536,6,127,0,-265.928,-0.016721,0.667868,0.471151,0.170622,-0.100153,-0.267658,0.14268
272.749,0.981791,0.00514854,4,23,0,-267.528,-0.00567162,0.72528,0.409611,0.170444,-0.0992333,-0.309109,0.156083
271.948,0.803739,0.00775114,6,63,0,-267.443,-0.00819396,0.717194,0.318588,0.185589,0.0283796,-0.328722,0.152463
273.22,0.838061,0.0080984,4,23,0,-269.445,-0.00676538,0.718584,0.369765,0.145588,0.015939,-0.357104,0.153151
272.849,0.985136,0.00906231,4,31,0,-267.339,0.00144359,0.7614,0.412919,0.110403,-0.0380342,-0.339457,0.15086
271.16,0.869176,0.0136061,4,31,0,-269.486,-0.0107413,0.698765,0.546393,0.0931793,-0.161385,-0.277156,0.154718
271.776,0.574482,0.0161374,4,23,0,-266.264,0.00673705,0.675155,0.464836,0.0210874,0.119065,-0.364134,0.146919
273.181,0.988363,0.0106358,4,15,0,-270.745,0.00676905,0.672624,0.466647,0.04377,0.0359605,-0.306449,0.148296
270.692,0.707178,0.0159563,4,23,0,-267.872,-0.0206877,0.762481,0.292793,0.152847,-0.0369598,-0.262619,0.14716
271.386,0.611695,0.0137073,5,31,0,-266.704,0.000848859,0.849473,0.303907,0.0721541,-0.0573788,-0.246921,0.153302
269.694,0.740674,0.00977902,2,3,0,-269.21,-0.00886191,0.853698,0.310464,0.0802249,-0.0562814,-0.23907,0.153227
272.604,0.989827,0.00899884,5,31,0,-268.293,-0.00527947,0.716768,0.489594,-0.0140672,-0.0328448,-0.2331,0.148119
270.426,0.897273,0.0134393,5,31,0,-269.377,0.0142547,0.66607,0.408517,0.186704,0.0623007,-0.452655,0.151092
272.932,0.664835,0.0167201,4,15,0,-267.889,-0.00985007,0.719446,0.352641,0.113598,-0.0233179,-0.261609,0.150442
272.432,0.99544,0.0132752,5,31,0,-271.422,0.0045947,0.712895,0.453739,0.183317,-0.124392,-0.317912,0.146953
272.432,0.0989311,0.0198873,3,15,0,-270.333,0.0045947,0.712895,0.453739,0.183317,-0.124392,-0.317912,0.146953
271.355,0.969049,0.00537571,5,31,0,-268.67,0.00547471,0.654706,0.493981,0.151417,-0.18091,-0.196681,0.155661
269.908,0.948053,0.00766119,4,31,0,-266.296,-0.0085612,0.673084,0.477062,0.130649,-0.149625,-0.228314,0.131539
272.283,0.864802,0.0104596,4,15,0,-266.518,-0.00383551,0.693751,0.400979,0.168646,-0.0421394,-0.348975,0.158361
271.059,0.687668,0.0121756,4,15,0,-267.542,-0.0130343,0.610602,0.431218,0.159785,0.013798,-0.35697,0.144266
269.011,0.800017,0.0101576,4,15,0,-266.869,-0.00982792,0.624474,0.428552,0.185196,0.0350532,-0.334213,0.139
270.175,1,0.0104638,5,31,0,-267.455,0.00312708,0.585369,0.562678,0.201702,-0.0731786,-0.362695,0.16323
269.003,0.884035,0.0156196,4,15,0,-267.121,-0.00437993,0.582547,0.469405,0.259774,-0.0772635,-0.329633,0.132585
269.003,0.0314987,0.0187509,4,15,0,-265.403,-0.00437993,0.582547,0.469405,0.259774,-0.0772635,-0.329633,0.132585
269.465,0.997211,0.004678,6,63,0,-266.676,0.000377154,0.801956,0.445166,-0.131805,-0.0259223,-0.158637,0.154773
270.986,0.971657,0.00693336,5,31,0,-265.834,0.0116437,0.798018,0.4452,0.0287125,-0.128297,-0.222027,0.144732
270.766,0.976908,0.0097746,4,15,0,-267.757,-0.000681757,0.70877,0.465378,-0.00724751,-0.0804581,-0.170653,0.138333
268.748,0.401205,1.23046,2,3,0,-266.369,0.0160839,0.637278,0.451773,0.241055,-0.0835065,-0.322214,0.135181
268.748,0,8.59882,0,1,1,-268.24,0.0160839,0.637278,0.451773,0.241055,-0.0835065,-0.322214,0.135181
264.992,0.867392,1.05245,2,3,0,-262.886,-0.0155552,0.79881,0.347312,-0.093866,0.178608,-0.379223,0.162131
266.711,0.967596,0.87098,3,7,0,-261.228,-0.0216889,0.75615,0.317949,0.182283,-0.23533,-0.129884,0.157564
266.723,0.59165,1.13085,2,3,0,-260.209,0.012871,0.706709,0.477797,0.058263,-0.0126442,-0.248143,0.151874
266.1,0.991723,0.539026,3,7,0,-264.364,-0.0123141,0.681328,0.42741,0.174998,-0.143473,-0.318886,0.146224
266.909,0.958975,0.882278,2,7,0,-259.779,0.0130289,0.86223,0.307391,-0.0922832,0.147001,-0.325494,0.163473
265.555,0.339082,1.37684,2,3,0,-258.079,0.0011031,0.699452,0.317726,0.388883,-0.180997,-0.306612,0.136522
271.822,1,0.315557,3,7,0,-263.437,0.0125213,0.738988,0.341966,0.208553,-0.0609085,-0.305642,0.148097
270.224,0.947721,0.581976,3,7,0,-268.72,0.00832469,0.788589,0.395441,0.158358,-0.0698994,-0.367335,0.147736
273.127,0.995822,0.924099,2,3,0,-268.514,-0.00495621,0.668324,0.428107,0.0573066,0.0640831,-0.328428,0.147542
273.127,0.080744,1.72109,1,3,0,-271.815,-0.00495621,0.668324,0.428107,0.0573066,0.0640831,-0.328428,0.147542
272.733,0.996929,0.179948,4,31,0,-271.676,-0.0125405,0.68584,0.504467,0.0608341,-0.01182,-0.34019,0.144347
271.962,0.995209,0.340491,4,15,0,-270.635,0.000684309,0.801812,0.381082,-0.0492606,0.0328131,-0.266567,0.146448
270.244,0.946153,0.639553,3,7,0,-268.967,-0.0127559,0.790146,0.356978,0.0595404,0.111612,-0.401108,0.147162
267.129,0.468736,1.02717,2,7,0,-261.054,0.00666279,0.769029,0.388015,0.27102,-0.302892,-0.205729,0.154861
267.705,0.998591,0.378053,4,15,0,-264.351,-0.00808925,0.592472,0.525242,0.0108196,0.228424,-0.460976,0.154976
267.282,0.953816,0.713405,2,7,0,-265.236,-0.00432865,0.546376,0.504123,0.0704394,0.216528,-0.434736,0.152784
271.559,0.719153,1.16575,2,3,0,-266.273,-0.00557682,0.80551,0.401231,0.0265739,-0.126624,-0.215781,0.146755
271.767,0.631603,0.934433,2,3,0,-266.216,-0.00414046,0.571832,0.509966,0.151102,0.045083,-0.394486,0.156209
270.505,0.896679,0.579452,2,7,0,-265.098,-0.0100463,0.674058,0.469812,0.132493,-0.231087,-0.151184,0.15061
270.505,0.441109,0.793555,2,7,0,-263.354,-0.0100463,0.674058,0.469812,0.132493,-0.231087,-0.151184,0.15061
269.881,0.997753,0.284491,3,7,0,-269.13,-0.0131427,0.674401,0.477116,0.137159,-0.247851,-0.145384,0.151298
267.249,0.635563,0.523564,2,7,0,-260.336,-0.011236,0.666525,0.640266,0.0514572,-0.287397,-0.176537,0.157476
269.209,1,0.33592,4,15,0,-265.744,-0.0127786,0.651146,0.587027,0.152007,-0.259265,-0.233633,0.152933
270.059,0.934358,0.615346,3,7,0,-265.842,-0.00726314,0.584145,0.555699,0.227628,-0.216095,-0.271438,0.14368
271.461,0.899794,0.926536,3,7,0,-266.563,0.00664196,0.810896,0.313102,0.0239654,0.0926682,-0.327903,0.148122
272.925,0.627108,1.25743,2,3,0,-269.949,-0.0035413,0.600496,0.466358,0.182607,0.0138676,-0.36404,0.149629
272.16,0.74512,0.794483,3,7,0,-268.679,-4.97116e-06,0.626933,0.382159,0.206974,0.0530843,-0.390808,0.148539
269.53,0.805809,0.700793,2,3,0,-267.491,0.0130146,0.737542,0.398311,-0.0504755,0.124618,-0.300849,0.161611
270.502,0.921028,0.731468,3,7,0,-264.973,-0.00191507,0.802869,0.386524,0.0596889,-0.053219,-0.25097,0.139043
269.938,0.974213,1.04327,2,3,0,-267.173,-0.00989247,0.797781,0.419956,0.0104533,0.061724,-0.389072,0.145633
269.938,5.152e-21,1.70721,1,1,0,-259.98,-0.00989247,0.797781,0.419956,0.0104533,0.061724,-0.389072,0.145633
269.551,0.999109,0.205223,4,31,0,-266.415,0.00713006,0.599853,0.452494,0.239373,-0.18986,-0.193938,0.152178
272.519,0.997979,0.360554,3,15,0,-268.327,-0.00277666,0.724988,0.512525,-0.0018798,-0.0178301,-0.322712,0.149521
272.822,1,0.625888,3,7,0,-272.097,-0.000498377,0.661969,0.522493,0.127351,-0.0731333,-0.326678,0.155132
272.066,0.68146,1.0827,2,3,0,-269.715,0.00285285,0.58819,0.47492,0.220309,-0.11433,-0.271049,0.149033
267.089,0.576578,0.814142,2,3,0,-266.233,-0.00729524,0.585218,0.684299,0.0743094,-0.231115,-0.245659,0.160711
270.547,0.943712,0.469644,3,7,0,-262.72,-0.00283839,0.643746,0.566094,0.0760289,-0.180027,-0.223437,0.162114
270.742,0.881029,0.696391,3,15,0,-266.841,-0.00698564,0.733866,0.282978,0.247352,-0.123735,-0.245742,0.146412
271.861,1,0.875888,2,3,0,-269.904,0.00934819,0.670356,0.545231,0.0106452,0.0344783,-0.350898,0.153798
271.861,0.1885,1.48,2,5,0,-268.801,0.00934819,0.670356,0.545231,0.0106452,0.0344783,-0.350898,0.153798
272.493,0.998696,0.328265,3,15,0,-270.498,-0.00529231,0.625801,0.470928,0.0552864,0.0682197,-0.335428,0.146952
271.425,0.944775,0.5525,3,7,0,-269.365,0.00742483,0.708809,0.373571,0.251729,-0.128505,-0.278221,0.150206
271.324,0.917255,0.808366,3,7,0,-269.603,0.000332208,0.731799,0.307717,0.141322,0.0643693,-0.318192,0.155913
271.283,0.247109,1.09986,2,3,0,-267.791,0.00789711,0.697463,0.507494,0.129689,-0.0927205,-0.359635,0.148668
272.671,0.990607,0.293881,4,15,0,-267.649,-0.00470643,0.616536,0.492564,0.078332,-0.0129224,-0.280022,0.154767
271.702,0.966554,0.478219,3,7,0,-269.879,-0.00686662,0.77992,0.400653,0.117822,-0.121181,-0.283862,0.142784
271.425,0.980155,0.729749,3,7,0,-269.951,-0.0011276,0.617142,0.546315,-0.00429406,0.0295589,-0.282043,0.157456
273.412,0.625123,1.14341,2,3,0,-270.187,-0.00482711,0.683984,0.457449,0.149435,-0.0525835,-0.350077,0.145449
270.889,0.635457,0.771171,2,3,0,-269.09,-0.000612018,0.640144,0.596476,0.0540487,-0.15004,-0.267733,0.144482
270.009,0.920586,0.535586,3,7,0,-265.586,-0.00398612,0.646019,0.385139,0.158092,0.123967,-0.407651,0.164297
270.59,0.85562,0.725402,2,7,0,-266.305,-0.00804529,0.685673,0.287905,0.164494,0.0733686,-0.330037,0.152702
271.296,0.974628,0.842113,3,7,0,-267.967,0.00314521,0.791126,0.466176,0.0169751,-0.103091,-0.266602,0.155991
270.978,0.963535,1.28227,2,3,0,-269.45,-0.00675551,0.616092,0.35488,0.232783,0.00140494,-0.323437,0.152907
270.978,0.0557126,1.89342,1,3,0,-270.538,-0.00675551,0.616092,0.35488,0.232783,0.00140494,-0.323437,0.152907
270.958,0.985326,0.355066,4,15,0,-267.294,0.00072643,0.785759,0.503136,-0.0133322,-0.0890253,-0.257333,0.150857
270.874,0.989182,0.552306,3,7,0,-267.773,0.00933704,0.680022,0.412647,0.0569019,-0.0752722,-0.192733,0.154338
268.285,0.530607,0.861804,2,7,0,-263.456,-0.011042,0.675141,0.285336,0.267866,-0.078286,-0.235473,0.158629
271.198,1,0.481786,3,7,0,-267.454,0.00829587,0.705383,0.477839,0.0772905,-0.0903065,-0.299276,0.160843
271.577,0.851569,0.766359,3,7,0,-265.592,-0.00748389,0.81393,0.37852,-0.000189614,-0.0200466,-0.266287,0.15856
271.773,0.848964,0.874505,3,7,0,-268.153,-0.003363,0.681228,0.517969,0.0863929,-0.067378,-0.27327,0.149173
272.256,0.616404,0.990622,2,3,0,-268.721,-0.00675959,0.651406,0.398309,0.178585,0.0356233,-0.394889,0.144931
271.785,0.913668,0.675706,3,7,0,-269.227,0.0137809,0.60487,0.526165,0.121601,-0.0340672,-0.339808,0.156199
271.048,0.889437,0.880252,2,3,0,-269.052,0.0156494,0.664086,0.400262,0.107555,-0.0414964,-0.232153,0.154606
270.904,0.594336,1.08516,2,3,0,-265.415,0.00678277,0.658029,0.492966,0.147248,0.0022661,-0.390595,0.136001
273.754,0.824998,0.710117,2,7,0,-268.135,0.00290363,0.741649,0.406488,0.0733694,-0.0366063,-0.276829,0.143502
269.025,0.556519,0.762349,2,3,0,-268.182,-0.0272764,0.79663,0.379044,0.0802617,-0.0772764,-0.268533,0.160856
265.042,0.807749,0.463515,3,7,0,-258.379,-0.0115792,0.799761,0.169487,0.195734,-0.0659822,-0.228854,0.139787
265.968,1,0.480541,3,7,0,-261.014,-0.0108505,0.753852,0.616039,-0.148442,0.0280096,-0.340007,0.1579
267.01,1,0.744435,2,3,0,-262.706,0.00661291,0.707097,0.339953,0.0917707,0.0355485,-0.269976,0.128102
266.503,0.0902899,1.14779,2,3,0,-261.472,-0.0122532,0.689144,0.602977,0.0353636,-0.0693317,-0.353546,0.171914
269.385,1,0.268059,4,15,0,-263.603,0.0246626,0.724343,0.448877,0.0630039,0.0182262,-0.374505,0.157791
268.431,0.983659,0.413566,3,7,0,-264.408,-0.0244346,0.726586,0.340259,0.286305,-0.169937,-0.270925,0.150116
267.652,0.990487,0.614237,3,7,0,-263.393,0.00494302,0.736653,0.357114,0.26556,-0.205051,-0.298633,0.145255
269.74,1,0.921246,2,7,0,-265.701,0.0130869,0.725753,0.495229,0.0795116,-0.182739,-0.173058,0.155558
268.687,0.68052,1.40273,2,3,0,-266.725,-0.0246772,0.594789,0.4388,0.239158,-0.0861333,-0.33294,0.148853
269.607,1,1.11642,2,3,0,-267.297,0.0179126,0.735166,0.372055,0.0511239,0.0235592,-0.24836,0.140829
269.607,0.000216707,1.69098,1,1,0,-263.295,0.0179126,0.735166,0.372055,0.0511239,0.0235592,-0.24836,0.140829
266.101,0.874343,0.346257,3,15,0,-261.997,0.0281261,0.707323,0.558132,-0.0387978,0.0781887,-0.408559,0.155674
270.085,0.997454,0.409169,4,15,0,-264.246,-0.00990312,0.638096,0.442971,0.0907818,0.042558,-0.298242,0.135263
270.079,1,0.615784,3,7,0,-267.527,0.00784069,0.81318,0.344922,0.0897571,-0.147284,-0.186368,0.162518
272.937,0.899668,0.927678,2,3,0,-268.576,0.00524757,0.73237,0.42826,0.033603,-0.0816834,-0.225951,0.147022
273.031,0.646108,1.14361,2,3,0,-270.161,0.00959942,0.634751,0.487746,0.11789,-0.0517793,-0.300127,0.154323
269.652,0.557069,0.858109,2,3,0,-268.596,0.0162452,0.696708,0.339684,0.104858,-0.0489044,-0.204616,0.151003
269.252,0.996543,0.543111,3,7,0,-265.226,-0.020315,0.767865,0.463195,0.0862024,-0.0523515,-0.354052,0.145558
266.969,0.863942,0.806836,2,3,0,-264.967,-0.0261598,0.783895,0.314399,0.202151,-0.0517504,-0.334499,0.13728
266.635,0.944703,0.925399,3,7,0,-260.533,0.0272446,0.636848,0.418874,0.0245292,0.0536236,-0.249619,0.152262
266.722,0.273576,1.23724,2,3,0,-260.171,0.00398634,0.727106,0.207,0.245517,0.0217615,-0.338178,0.138303
272.723,1,0.459124,3,7,0,-265.858,-0.00319932,0.684778,0.364536,0.200361,0.0116014,-0.368674,0.141134
272.351,0.956924,0.682029,3,7,0,-270.194,-0.00643549,0.672196,0.51453,0.072781,-0.100798,-0.243466,0.159041
269.572,0.711059,0.930658,2,3,0,-267.805,0.0107174,0.774418,0.245927,0.194335,0.0355514,-0.382946,0.151754
271.982,0.897531,0.797537,2,7,0,-267.648,0.00194837,0.707552,0.467476,0.0292061,0.00521326,-0.339741,0.156859
273.172,0.936395,0.970324,2,7,0,-270.825,-0.00597798,0.642646,0.455123,0.185962,-0.0978297,-0.27516,0.149428
273.172,0.244452,1.26706,2,3,0,-270.07,-0.00597798,0.642646,0.455123,0.185962,-0.0978297,-0.27516,0.149428
272.33,0.982914,0.456838,3,7,0,-271.458,-0.00759691,0.583529,0.581361,0.0837322,-0.0699731,-0.28464,0.150869
272.058,0.942965,0.650653,3,7,0,-270.401,-0.0167345,0.684094,0.444617,0.118925,-0.0506275,-0.303848,0.159925
270.482,0.710311,0.858381,2,7,0,-266.612,-0.0123719,0.621914,0.359656,0.23364,0.0566002,-0.385107,0.14243
