# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = dawid_skene_binary_logit_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = examples/dawid/caries_dump.R
# init = 2 (Default)
# random
#   seed = 3464884765 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
# chains
#   n_chains = 8
# chain_id = 7
# num_threads = 8
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,logit_pi,logit_alpha.1.1,logit_alpha.2.1,logit_alpha.3.1,logit_alpha.4.1,logit_alpha.5.1,logit_alpha.1.2,logit_alpha.2.2,logit_alpha.3.2,logit_alpha.4.2,logit_alpha.5.2
-7470.82,0.727845,0.20004,4,15,0,7479.56,-1.53993,-4.28202,-2.18532,-3.82932,-3.46157,-0.786302,-0.256212,1.01816,0.429777,0.12998,2.18636
-7466.75,0.797527,0.20004,4,15,0,7477.38,-1.33763,-4.59359,-2.20937,-4.17731,-3.27875,-0.852733,-0.403499,0.940347,0.432294,-0.11321,2.35481
-7466.63,0.995395,0.20004,4,31,0,7470.23,-1.35965,-4.56387,-2.19655,-4.35028,-3.22915,-0.852726,-0.442183,0.966806,0.329417,-0.109412,2.44864
-7469.75,0.742757,0.20004,4,15,0,7474.05,-1.46245,-4.6859,-2.2597,-4.58097,-3.28145,-0.788744,-0.512761,0.992753,0.430636,-0.0161307,2.30848
-7466.6,0.996842,0.20004,4,15,0,7472.37,-1.33767,-4.44534,-2.2411,-4.14631,-3.49894,-0.822564,-0.352143,0.833603,0.336418,-0.0633759,2.21856
-7470.59,0.981372,0.20004,4,15,0,7474.28,-1.40913,-4.21147,-2.2748,-4.44952,-3.50495,-0.863458,-0.402834,1.05922,0.433365,0.00192097,2.7284
-7469.65,0.870814,0.20004,5,31,0,7476.23,-1.48196,-4.86601,-2.08702,-4.23032,-3.35246,-0.83716,-0.284066,0.762081,0.452189,-0.0818313,2.65816
-7469.08,0.91207,0.20004,4,23,0,7472.67,-1.35788,-4.17757,-2.30082,-4.24738,-3.48757,-0.803566,-0.41454,0.951275,0.252468,-0.013596,2.18616
-7471.58,0.668545,0.20004,4,31,0,7480.98,-1.3843,-4.27972,-2.23914,-3.88719,-3.4403,-0.78276,-0.318013,1.07629,0.518885,-0.0999578,2.15411
-7472.5,0.59061,0.20004,4,15,0,7482.34,-1.48837,-4.32189,-2.20163,-3.73699,-3.35059,-0.756748,-0.350604,1.09518,0.696011,0.0877794,2.42462
-7466,0.980738,0.20004,4,15,0,7475.18,-1.41366,-4.49917,-2.23195,-4.24791,-3.2373,-0.816627,-0.304365,0.962777,0.505349,-0.0332337,2.42876
-7465.4,0.726728,0.20004,3,15,0,7472.03,-1.44267,-4.48574,-2.15678,-4.31697,-3.37274,-0.798493,-0.301823,1.05938,0.421818,-0.0767184,2.43914
-7469.4,0.587928,0.20004,5,31,0,7474.18,-1.39435,-4.42127,-2.11316,-4.25239,-3.30439,-0.806025,-0.172655,0.992794,0.344575,-0.0249737,2.58031
-7471.72,0.964484,0.20004,4,31,0,7475.84,-1.41041,-4.87031,-2.30932,-4.29285,-3.42728,-0.861645,-0.408424,0.898378,0.589679,0.0259788,2.33673
-7466.78,0.99894,0.20004,5,31,0,7475.56,-1.42758,-4.42885,-2.10881,-4.55095,-3.52842,-0.814622,-0.381393,0.770895,0.391209,-0.0885434,2.2824
-7466.44,0.995723,0.20004,5,31,0,7470.07,-1.40289,-4.44195,-2.2868,-4.01421,-3.33114,-0.801994,-0.390676,1.01458,0.350065,-0.0800223,2.47527
-7466.69,0.984554,0.20004,4,31,0,7468.28,-1.42274,-4.63108,-2.06042,-4.53728,-3.47136,-0.805286,-0.349123,0.804573,0.424506,-0.0593134,2.35729
-7466.43,0.982704,0.20004,5,31,0,7468.7,-1.3975,-4.68827,-2.28363,-4.13901,-3.30713,-0.816137,-0.349895,0.97529,0.325063,-0.0974675,2.44106
-7470.27,0.7667,0.20004,5,31,0,7473.65,-1.49373,-4.5308,-1.98114,-4.22004,-3.32588,-0.798614,-0.238322,0.972307,0.398776,-0.111592,2.51339
-7468.85,0.959989,0.20004,5,31,0,7474.51,-1.38786,-4.43721,-2.30138,-4.22466,-3.53601,-0.843171,-0.416818,0.935673,0.521558,0.0522375,2.23091
-7467.54,0.977063,0.20004,4,31,0,7474.54,-1.44117,-4.60922,-2.16275,-3.92054,-3.28236,-0.753585,-0.381697,1.01486,0.485749,-0.0957337,2.56317
-7468.67,0.952018,0.20004,4,15,0,7472.21,-1.48881,-4.67267,-2.18451,-4.01997,-3.208,-0.739232,-0.241434,0.956965,0.566741,-0.0436352,2.58141
-7471.86,0.801209,0.20004,4,31,0,7480.49,-1.46441,-4.40764,-2.06396,-3.98344,-3.08031,-0.843308,-0.252296,1.15405,0.594161,-0.086696,2.71679
-7469.89,0.878596,0.20004,5,31,0,7479.8,-1.31936,-4.6127,-2.21364,-4.5608,-3.74599,-0.886842,-0.617226,0.774634,0.370342,-0.0272258,2.2811
-7468.26,0.989237,0.20004,4,15,0,7473.26,-1.41488,-4.42321,-2.18657,-4.34323,-3.64002,-0.878497,-0.36959,0.784534,0.494453,-0.0403312,2.24964
-7468.23,0.994473,0.20004,4,15,0,7471.35,-1.34895,-4.24893,-2.14286,-4.22543,-3.43202,-0.785017,-0.369189,0.880192,0.520069,-0.112696,2.38294
-7467.94,0.879828,0.20004,4,15,0,7472.19,-1.36506,-4.35214,-2.11924,-4.53014,-3.3723,-0.832989,-0.49508,0.916449,0.276711,0.00346664,2.39188
-7465.98,1,0.20004,5,31,0,7470.45,-1.44334,-4.64751,-2.20414,-3.93023,-3.35652,-0.7893,-0.349033,0.899988,0.430076,0.0162691,2.47609
-7467.38,0.968175,0.20004,4,31,0,7470.71,-1.34253,-4.68813,-2.18399,-4.42502,-3.23684,-0.81576,-0.388948,0.934333,0.39248,-0.0908214,2.18361
-7466.22,0.906515,0.20004,4,15,0,7473.13,-1.36871,-4.37576,-2.22098,-4.43473,-3.3651,-0.83418,-0.460997,0.830195,0.451184,-0.0506879,2.52878
-7465.72,0.96061,0.20004,5,31,0,7470.85,-1.41279,-4.33261,-2.18886,-4.08771,-3.35956,-0.811313,-0.431399,0.971382,0.484471,0.0559667,2.48274
-7466.06,0.922434,0.20004,5,31,0,7468.12,-1.40297,-4.63314,-2.12825,-4.38143,-3.38658,-0.801785,-0.285008,0.863138,0.410849,0.0669958,2.38445
-7465.68,0.99372,0.20004,5,31,0,7468.47,-1.45049,-4.48152,-2.08473,-4.31122,-3.29466,-0.773923,-0.299326,0.9357,0.488747,-0.0879051,2.40564
-7466.19,0.941963,0.20004,5,31,0,7468.28,-1.34425,-4.5323,-2.21885,-4.29301,-3.60476,-0.866253,-0.454342,0.919832,0.236456,-0.0124508,2.3447
-7471.22,0.892445,0.20004,5,31,0,7476.01,-1.40498,-4.34651,-2.12571,-4.93943,-3.41484,-0.836569,-0.511771,0.963178,0.536997,-0.0572721,2.09768
-7471.81,0.64291,0.20004,4,15,0,7477.6,-1.35262,-4.31882,-2.17674,-4.99118,-3.39758,-0.841505,-0.319622,0.931338,0.391412,-0.0231329,2.04528
-7468.56,0.957584,0.20004,4,15,0,7477.44,-1.42915,-4.63389,-2.19134,-4.41514,-3.48571,-0.876908,-0.450639,0.988827,0.384624,-0.226408,2.41139
-7465.79,1,0.20004,4,15,0,7470.19,-1.39264,-4.49762,-2.17243,-4.29012,-3.52301,-0.756093,-0.393362,0.844461,0.386317,-0.0189349,2.37863
-7464.83,0.977426,0.20004,4,31,0,7469.5,-1.36529,-4.52582,-2.16968,-4.41598,-3.49824,-0.829878,-0.411056,0.798356,0.397585,-0.0203555,2.30747
-7468.85,0.952826,0.20004,4,15,0,7470.15,-1.35828,-4.51472,-2.3633,-4.39055,-3.69431,-0.863435,-0.466343,0.936504,0.362144,-0.1018,2.28983
-7467.4,0.884781,0.20004,4,31,0,7475.16,-1.43249,-4.64994,-2.16855,-4.03964,-3.5394,-0.763741,-0.281202,0.961132,0.361635,-0.102094,2.42921
-7465.44,0.98211,0.20004,4,15,0,7470.02,-1.43652,-4.38965,-2.14554,-4.23222,-3.43939,-0.818213,-0.440218,0.984706,0.320273,-0.0606921,2.29561
-7466.64,0.913211,0.20004,4,31,0,7468.97,-1.39105,-4.21306,-2.18319,-4.24557,-3.44403,-0.802693,-0.322232,1.01099,0.435315,0.0621166,2.32985
-7467.21,0.99842,0.20004,4,15,0,7468.62,-1.37969,-4.36522,-2.28059,-4.23235,-3.56832,-0.827641,-0.548019,0.918252,0.320404,-0.124295,2.26087
-7471.5,0.911609,0.20004,4,15,0,7476.54,-1.27758,-4.51486,-2.25049,-4.16409,-3.36325,-0.842798,-0.450074,0.878962,0.328027,-0.041021,1.98106
-7468.41,0.860976,0.20004,4,15,0,7476.4,-1.48889,-4.43022,-2.26233,-3.99867,-3.26234,-0.781853,-0.352579,1.05749,0.592655,0.0411795,2.4919
-7474.17,0.729708,0.20004,3,7,0,7478.04,-1.55242,-4.34617,-2.31032,-4.03434,-3.26442,-0.766252,-0.153019,1.00151,0.385316,-0.00973919,2.64409
-7472.35,0.935802,0.20004,5,31,0,7481.97,-1.27726,-4.27429,-2.13934,-4.73507,-3.47614,-0.83696,-0.45358,0.737595,0.215303,-0.187292,2.39091
-7469.11,1,0.20004,5,31,0,7476.36,-1.4975,-4.27136,-2.2274,-3.973,-3.53143,-0.778297,-0.321117,1.13389,0.414643,0.0967703,2.47191
-7471.95,0.909775,0.20004,5,31,0,7476.31,-1.36352,-4.80769,-2.30253,-4.5005,-3.77867,-0.852287,-0.479676,1.00962,0.393868,0.0572888,2.2705
-7469.38,0.870844,0.20004,4,15,0,7477.1,-1.2764,-4.5356,-2.16086,-4.37146,-3.39608,-0.83752,-0.453436,0.901025,0.477947,-0.0234358,2.30795
-7467.47,0.840543,0.20004,4,15,0,7476.11,-1.41359,-4.36592,-2.21242,-4.66782,-3.34869,-0.769331,-0.448189,0.837978,0.396313,-0.0280193,2.40354
-7466.61,0.959383,0.20004,3,15,0,7473.28,-1.35659,-4.44077,-2.17378,-4.2425,-3.42741,-0.78304,-0.376461,0.794903,0.474474,-0.039803,2.3057
-7468.33,0.958316,0.20004,4,31,0,7471.86,-1.38599,-4.36856,-2.08405,-4.19615,-3.20413,-0.832572,-0.290577,0.881694,0.543587,-0.0563757,2.38567
-7473.06,0.96739,0.20004,4,15,0,7475.95,-1.42463,-4.702,-2.19563,-4.27728,-3.56551,-0.761002,-0.415629,1.14044,0.501803,0.187866,2.28429
-7468.9,0.97875,0.20004,4,15,0,7476.33,-1.45298,-4.60648,-2.29607,-4.09381,-3.52966,-0.786924,-0.422211,0.814183,0.346717,0.0370698,2.25175
-7469.8,0.996022,0.20004,4,15,0,7472.86,-1.40204,-4.31411,-2.14628,-4.28429,-3.12119,-0.804274,-0.362045,1.17567,0.460514,-0.0278726,2.38007
-7466.83,0.977031,0.20004,5,31,0,7474.8,-1.35522,-4.73022,-2.18933,-4.23639,-3.69481,-0.813228,-0.463496,0.785234,0.312247,-0.022838,2.38117
-7470.7,0.578389,0.20004,4,31,0,7475.53,-1.43047,-4.49788,-2.23321,-3.83749,-3.56966,-0.861762,-0.454885,1.02971,0.518071,-0.0229805,2.33809
-7476.34,0.96438,0.20004,4,15,0,7478.58,-1.40289,-4.22782,-2.21272,-3.59375,-3.61428,-0.862167,-0.421959,1.0232,0.499082,-0.0101107,2.67006
-7470.15,0.991922,0.20004,4,15,0,7479.62,-1.48072,-4.5243,-2.14341,-4.54952,-3.35121,-0.804196,-0.426571,0.919742,0.619971,-0.0766547,2.06168
-7471.96,0.776171,0.20004,4,15,0,7476.59,-1.37088,-4.43291,-2.15985,-4.50181,-3.39791,-0.766296,-0.613944,0.831724,0.527746,0.00382141,2.15169
-7477.46,0.995146,0.20004,4,15,0,7483.92,-1.27616,-5.22165,-2.36238,-4.84483,-3.94192,-0.923566,-0.564002,0.860446,0.209421,-0.0707561,2.28717
-7477.44,0.718194,0.20004,4,15,0,7482.26,-1.27624,-5.06089,-2.37065,-4.84652,-3.94549,-0.939929,-0.642306,0.7584,0.262525,-0.0814636,2.08452
-7471.08,0.990818,0.20004,4,15,0,7479.45,-1.30143,-4.89841,-2.22147,-4.88638,-3.62669,-0.86006,-0.53314,0.834565,0.260502,0.0271108,2.35812
-7466.72,0.797829,0.20004,4,15,0,7475.7,-1.3974,-4.64657,-2.15448,-4.44983,-3.42662,-0.837413,-0.306716,0.923919,0.323254,0.0303378,2.195
-7467.2,0.998433,0.20004,4,15,0,7470.77,-1.48624,-4.72105,-2.15261,-3.93015,-3.26803,-0.805341,-0.277652,0.911756,0.471879,0.0563241,2.61209
-7466.93,0.947165,0.20004,4,31,0,7470.71,-1.44516,-4.74397,-2.13204,-4.0265,-3.36968,-0.807276,-0.328736,0.861322,0.313112,-0.109527,2.30217
-7471.39,0.691982,0.20004,4,15,0,7474.87,-1.50118,-4.90353,-2.19347,-3.96717,-3.36085,-0.83684,-0.422398,0.840438,0.539179,0.0728967,2.34037
-7470.71,0.98534,0.20004,4,15,0,7477.28,-1.44138,-4.73874,-2.1201,-4.24626,-3.43467,-0.734196,-0.360981,0.915724,0.616145,-0.0331222,2.71523
-7470.99,0.876035,0.20004,4,15,0,7475.49,-1.47228,-4.23881,-2.15368,-4.23945,-3.29927,-0.840481,-0.451074,0.853432,0.559834,-0.102656,2.06924
-7466.15,0.994973,0.20004,4,15,0,7472.88,-1.43107,-4.31537,-2.13656,-4.29909,-3.24331,-0.806683,-0.376881,0.850755,0.438789,-0.0367577,2.25518
-7469.19,0.925317,0.20004,4,15,0,7470.96,-1.4911,-4.33631,-2.07581,-3.97999,-3.35855,-0.812927,-0.274866,1.07548,0.428856,0.116185,2.8741
-7467.31,0.944681,0.20004,4,15,0,7472.76,-1.46474,-4.3857,-2.13937,-3.91219,-3.41871,-0.784309,-0.277829,1.03401,0.564242,0.0468752,2.68849
-7468.58,0.987619,0.20004,4,15,0,7474.32,-1.45875,-4.36877,-2.18471,-4.12903,-3.39513,-0.856652,-0.419556,0.889721,0.287939,0.0249551,2.80139
-7468.21,0.964259,0.20004,4,31,0,7476.49,-1.49373,-4.35844,-2.20573,-4.04681,-3.43571,-0.848007,-0.438885,0.889034,0.391573,-0.000581017,2.75258
-7468.6,0.877463,0.20004,5,31,0,7472.2,-1.42896,-4.53683,-2.24175,-4.35248,-3.34154,-0.768832,-0.321333,0.834314,0.540901,-0.120397,2.18019
-7467.8,0.985271,0.20004,4,15,0,7474.34,-1.43845,-4.71952,-2.13353,-4.4682,-3.37833,-0.801883,-0.227125,1.02417,0.458061,-0.0892896,2.27913
-7466.35,0.983203,0.20004,5,31,0,7470.64,-1.4759,-4.30409,-2.21047,-4.173,-3.50372,-0.843129,-0.440856,0.949346,0.365561,-0.0413059,2.51814
-7465.47,0.98755,0.20004,4,31,0,7469.83,-1.41385,-4.28122,-2.21849,-4.19462,-3.52304,-0.799257,-0.366467,0.991704,0.431404,-0.0426429,2.37736
-7469,0.767407,0.20004,4,15,0,7472.8,-1.42219,-4.35524,-2.14481,-4.14902,-3.50581,-0.857563,-0.414405,0.854217,0.435036,0.154036,2.70128
-7467.25,0.970069,0.20004,4,31,0,7472.43,-1.41623,-4.45545,-2.09618,-4.26647,-3.33661,-0.854886,-0.504228,0.948407,0.414216,-0.126952,2.56956
-7467.43,0.964944,0.20004,4,15,0,7468.87,-1.41116,-4.4415,-2.10224,-4.29927,-3.31525,-0.849383,-0.46908,0.959201,0.310597,-0.126506,2.58766
-7466.01,0.980797,0.20004,5,31,0,7470.75,-1.39201,-4.60459,-2.19537,-4.22463,-3.54003,-0.796633,-0.32051,0.983386,0.337982,-0.101881,2.28825
-7467.48,0.926922,0.20004,4,31,0,7469.52,-1.42758,-4.4508,-2.21702,-4.35625,-3.53135,-0.814662,-0.416416,0.889023,0.414721,-0.219212,2.31079
-7466.06,0.796217,0.20004,2,7,0,7472.57,-1.43834,-4.42163,-2.15697,-4.42403,-3.50378,-0.831424,-0.418123,0.996046,0.418561,0.0570392,2.25464
-7471.73,0.821508,0.20004,4,15,0,7474.23,-1.2852,-4.67282,-2.35388,-4.5275,-3.44971,-0.784285,-0.481748,0.84173,0.168369,-0.182168,2.31953
-7471.81,0.957279,0.20004,4,31,0,7477.97,-1.38541,-4.6953,-2.17147,-4.78895,-3.57479,-0.915289,-0.521202,0.859506,0.489656,-0.0374255,2.07856
-7473.32,0.967792,0.20004,4,15,0,7478.36,-1.35128,-4.91247,-2.24054,-4.72695,-3.53188,-0.763936,-0.493549,0.730692,0.475429,-0.18862,2.42373
-7468.42,0.999681,0.20004,5,31,0,7477.46,-1.42793,-4.18731,-2.22174,-4.15152,-3.264,-0.808151,-0.449023,0.828442,0.355575,0.0227488,2.56089
-7473.44,0.940193,0.20004,4,15,0,7476.11,-1.4573,-4.12649,-2.05548,-3.83082,-3.37022,-0.812393,-0.439911,1.1029,0.265153,-0.0911888,2.34894
-7472.86,0.998083,0.20004,4,31,0,7478.38,-1.39579,-5.00118,-2.13832,-4.89688,-3.31021,-0.824349,-0.422027,1.06293,0.448686,-0.0555375,2.41622
-7472.74,0.79723,0.20004,4,31,0,7480.56,-1.46732,-5.09295,-2.17139,-4.56522,-3.27376,-0.829283,-0.364705,0.799155,0.563702,-0.14501,2.16154
-7471.88,0.955505,0.20004,4,31,0,7479.1,-1.30887,-4.59939,-2.27429,-3.9883,-3.49065,-0.80939,-0.467218,1.15305,0.386529,-0.0895889,2.40666
-7468.1,1,0.20004,4,15,0,7475.28,-1.51124,-4.58755,-2.15729,-3.97744,-3.33598,-0.8561,-0.299518,0.85817,0.335939,-0.0400117,2.50628
-7468.44,0.895709,0.20004,4,31,0,7472.91,-1.47854,-4.4422,-2.0782,-3.89224,-3.24833,-0.859677,-0.397011,0.92819,0.51641,-0.0367569,2.43449
-7465.67,0.997245,0.20004,4,15,0,7470.09,-1.49297,-4.56627,-2.122,-4.00057,-3.40216,-0.761132,-0.316133,0.97046,0.471875,0.0491135,2.50509
-7467.91,0.901449,0.20004,3,15,0,7473.92,-1.34256,-4.85083,-2.19855,-4.3321,-3.45064,-0.852775,-0.322015,1.02571,0.410918,-0.0486881,2.45171
-7468.48,0.968659,0.20004,4,15,0,7472,-1.31971,-4.9552,-2.23106,-4.39798,-3.53463,-0.855044,-0.456165,0.753115,0.205376,-0.114393,2.10895
-7468.36,0.99838,0.20004,5,31,0,7472.04,-1.40884,-4.19755,-2.10893,-3.97401,-3.24883,-0.834791,-0.422144,0.939929,0.444122,-0.13513,2.46953
-7469.29,0.960994,0.20004,5,31,0,7472.74,-1.45134,-4.9435,-2.16108,-4.5982,-3.47501,-0.779152,-0.268261,0.914245,0.389433,0.0232546,2.3395
-7469,0.909126,0.20004,4,15,0,7475.7,-1.39547,-4.73286,-2.21151,-4.69893,-3.42182,-0.797852,-0.328396,0.869666,0.582829,-0.000229557,2.22981
-7467.19,0.994072,0.20004,4,31,0,7472.09,-1.39745,-4.22616,-2.21094,-4.15343,-3.36148,-0.827518,-0.298051,0.931109,0.321731,0.0373511,2.31923
-7470.66,1,0.20004,4,15,0,7473.53,-1.35499,-4.50453,-2.31293,-4.38644,-3.26378,-0.851405,-0.308095,0.958783,0.308002,-0.197979,2.63242
-7470.03,0.984078,0.20004,4,15,0,7477.61,-1.55349,-4.3922,-2.20433,-3.93076,-3.22866,-0.799741,-0.413512,1.06684,0.38192,-0.00321666,2.26727
-7464.89,0.987953,0.20004,4,15,0,7472.24,-1.36335,-4.59436,-2.15677,-4.36413,-3.51071,-0.862104,-0.393028,0.889629,0.390151,-0.0186313,2.40926
-7467.83,0.804926,0.20004,4,15,0,7470.7,-1.37745,-4.28709,-2.25433,-4.46374,-3.65786,-0.83696,-0.433937,0.758915,0.398374,-0.000941895,2.30728
-7472.29,0.82856,0.20004,4,15,0,7477.04,-1.31351,-4.40778,-2.31916,-4.48824,-3.67537,-0.835917,-0.476547,0.759911,0.304511,0.127054,2.43341
-7467.17,0.976961,0.20004,4,31,0,7476.3,-1.42474,-4.73607,-2.1279,-4.15956,-3.33554,-0.894097,-0.290344,0.876569,0.407327,-0.0489826,2.37628
-7470.69,0.741541,0.20004,4,31,0,7475.25,-1.3613,-4.61237,-2.10216,-4.25769,-3.24002,-0.872419,-0.392117,1.05929,0.244432,-0.127448,2.43903
-7469.02,0.698024,0.20004,4,15,0,7478.97,-1.41351,-4.52607,-2.13771,-4.05386,-3.19703,-0.870006,-0.299784,1.0155,0.477093,-0.187852,2.46806
-7470.25,0.96867,0.20004,4,23,0,7473.57,-1.35091,-4.48867,-2.16479,-4.6055,-3.79582,-0.774904,-0.353845,0.903407,0.351363,-0.0462033,2.35952
-7471.45,0.687825,0.20004,4,31,0,7475.65,-1.34189,-4.40955,-2.17592,-4.65039,-3.79166,-0.774548,-0.381889,0.875423,0.229022,-0.0276209,2.28414
-7468.13,0.963465,0.20004,5,31,0,7476.53,-1.35784,-4.36201,-2.229,-4.43275,-3.22675,-0.860324,-0.504214,0.921192,0.367422,-0.110584,2.59353
-7469.16,0.995146,0.20004,5,31,0,7472.46,-1.41877,-4.55578,-2.16015,-4.08332,-3.64268,-0.718428,-0.316222,0.889677,0.379582,0.035337,2.38412
-7468.53,0.857726,0.20004,5,31,0,7472.75,-1.37137,-4.43523,-2.18243,-4.47052,-3.22572,-0.825239,-0.34575,0.978031,0.30272,-0.0997565,2.62658
-7466.72,0.99913,0.20004,5,31,0,7471.77,-1.44471,-4.4868,-2.12364,-4.13427,-3.48114,-0.882281,-0.369169,0.811689,0.319676,-0.00383348,2.46394
-7467.26,0.795094,0.20004,4,15,0,7472.24,-1.35518,-4.58131,-2.21496,-4.39604,-3.35168,-0.798359,-0.26801,0.909132,0.480335,-0.0144343,2.42839
-7468.5,0.777586,0.20004,5,31,0,7476.2,-1.45732,-4.04843,-2.09079,-4.09154,-3.37016,-0.766134,-0.311045,0.963698,0.475639,-0.066663,2.63543
-7471.49,0.830333,0.20004,3,7,0,7474.33,-1.44335,-4.09938,-2.14149,-3.99691,-3.16415,-0.837078,-0.189329,0.946557,0.516145,0.0943647,2.60266
-7466.86,0.993864,0.20004,5,31,0,7474.65,-1.41295,-4.64671,-2.18207,-4.24266,-3.49315,-0.818766,-0.395613,0.891579,0.314723,-0.192753,2.19927
-7469.79,0.898154,0.20004,3,15,0,7472.37,-1.35417,-4.80459,-2.1895,-4.43149,-3.39168,-0.884396,-0.262327,0.816382,0.309089,0.0558564,2.30401
-7469.33,0.999706,0.20004,4,15,0,7474.24,-1.41415,-4.79529,-2.19601,-4.3877,-3.46633,-0.752366,-0.330177,0.89715,0.310733,-0.195994,2.25208
