# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = dawid_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = examples/dawid/caries_dump.R
# init = 2 (Default)
# random
#   seed = 1906488832 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# chains
#   n_chains = 8
# num_threads = 20
# stanc_version = stanc3 a7f4b745
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,logit_pi,logit_alpha.1.1,logit_alpha.2.1,logit_alpha.3.1,logit_alpha.4.1,logit_alpha.5.1,logit_alpha.1.2,logit_alpha.2.2,logit_alpha.3.2,logit_alpha.4.2,logit_alpha.5.2
-7468.17,0.981741,0.210118,4,31,0,7474.58,-1.45419,-4.90446,-2.15132,-4.41306,-3.40389,-0.822123,-0.280369,0.940445,0.386776,0.0806694,2.46764
-7468.92,0.991995,0.210118,4,31,0,7473.45,-1.44364,-5.04168,-2.12839,-4.28612,-3.4501,-0.838733,-0.261303,0.981483,0.472113,0.0562726,2.42939
-7474.38,0.784938,0.210118,4,15,0,7478.71,-1.25551,-4.84042,-2.29231,-4.32521,-3.69029,-0.862619,-0.453535,0.687113,0.071942,-0.108911,1.97698
-7471.01,0.965636,0.210118,3,15,0,7479.38,-1.31736,-4.77767,-2.21329,-4.54492,-3.5982,-0.874169,-0.331242,1.04163,0.232929,-0.0475121,2.26137
-7472.52,0.94816,0.210118,5,31,0,7476.5,-1.35293,-4.55635,-2.25893,-4.17468,-3.46276,-0.927828,-0.494063,0.674647,0.449563,-0.0802126,2.5511
-7470.55,0.987351,0.210118,4,15,0,7478.2,-1.35667,-4.5832,-2.18362,-4.10312,-3.27984,-0.815847,-0.217994,1.09104,0.271349,-0.0537868,2.45044
-7470.8,0.95738,0.210118,4,23,0,7477.06,-1.38522,-4.44282,-2.27689,-4.47077,-3.52737,-0.863152,-0.342638,0.745118,0.340556,0.0608045,2.0495
-7472.37,0.996579,0.210118,4,15,0,7481.17,-1.35106,-4.65598,-2.08465,-4.6212,-3.76032,-0.768551,-0.443067,0.703445,0.33422,0.0926408,2.28953
-7469.05,0.992702,0.210118,4,31,0,7475.83,-1.32794,-4.79174,-2.24908,-4.6466,-3.71372,-0.862483,-0.480031,0.837581,0.22022,-0.0298469,2.0645
-7470.52,0.975796,0.210118,5,31,0,7475.04,-1.44205,-4.24043,-2.10311,-3.9051,-3.12108,-0.785352,-0.39953,0.949213,0.398525,-0.0810905,2.26371
-7469.53,0.959292,0.210118,4,15,0,7474.03,-1.54552,-4.64847,-2.07786,-4.42028,-3.33454,-0.771287,-0.347324,0.957195,0.519436,0.0685324,2.64198
-7465.59,0.85425,0.210118,4,15,0,7474.29,-1.44655,-4.78163,-2.17675,-4.24523,-3.33726,-0.819561,-0.4361,0.932389,0.355088,-0.0519805,2.41381
-7466.77,0.972276,0.210118,4,15,0,7469.2,-1.42326,-4.80125,-2.06585,-4.24533,-3.29939,-0.810115,-0.331059,0.857296,0.485013,-0.027496,2.52118
-7472.2,0.68761,0.210118,3,7,0,7474.51,-1.44876,-4.95954,-2.0685,-4.31213,-3.25124,-0.829744,-0.501053,0.715576,0.421117,-0.102435,2.41517
-7469.45,0.967135,0.210118,4,31,0,7477.47,-1.40478,-4.55115,-2.36897,-4.20095,-3.53507,-0.826503,-0.455619,0.912974,0.460646,-0.124011,2.36314
-7468.32,0.924958,0.210118,4,15,0,7474.48,-1.40174,-4.47168,-2.27748,-4.2718,-3.44662,-0.8384,-0.49345,0.999796,0.477229,0.00869928,2.65349
-7472,0.858416,0.210118,4,31,0,7480.21,-1.40785,-4.53166,-2.19848,-4.19765,-3.86796,-0.830952,-0.53601,0.934798,0.428368,0.000192641,2.09267
-7474.12,0.951515,0.210118,5,31,0,7479.12,-1.51792,-4.55311,-2.04706,-4.37402,-3.00509,-0.855756,-0.411078,0.967267,0.456295,-0.119069,2.52549
-7473.23,0.984673,0.210118,5,31,0,7485.46,-1.43356,-4.1159,-2.27607,-4.11623,-3.81617,-0.847842,-0.502995,0.796474,0.285688,0.0297902,2.31103
-7471.81,0.98108,0.210118,4,15,0,7480.61,-1.37022,-4.03276,-2.24713,-4.12605,-3.38719,-0.813951,-0.517707,1.1646,0.355161,-0.0225716,2.28031
-7465.97,0.935428,0.210118,4,15,0,7477.27,-1.43313,-4.75518,-2.13759,-4.18698,-3.53257,-0.794479,-0.31433,0.922305,0.338472,-0.0557366,2.31125
-7468.19,0.855756,0.210118,3,15,0,7472.58,-1.39813,-4.61918,-2.16937,-4.08475,-3.33047,-0.853101,-0.437104,0.800144,0.469731,0.0600479,2.24388
-7467.87,0.992872,0.210118,4,15,0,7471.25,-1.34863,-4.49649,-2.15679,-4.21171,-3.45288,-0.832157,-0.397424,0.792942,0.219152,-0.181083,2.35913
-7469.89,0.988666,0.210118,4,15,0,7474.26,-1.51534,-4.17197,-2.01805,-4.30001,-3.37602,-0.787757,-0.453165,0.935595,0.600325,-0.0141734,2.43235
-7470.55,0.993392,0.210118,5,31,0,7477.34,-1.45583,-4.43095,-2.24276,-3.89563,-3.54913,-0.734214,-0.293943,1.0034,0.300784,-0.0570291,2.26727
-7468.66,1,0.210118,5,31,0,7474.99,-1.3991,-4.61206,-2.108,-4.69226,-3.19214,-0.857179,-0.433432,0.88238,0.415067,-0.0526926,2.42684
-7469.79,0.972167,0.210118,5,31,0,7474.02,-1.52431,-4.07237,-2.09705,-3.8373,-3.28476,-0.72828,-0.275129,1.05505,0.620358,0.0590192,2.47851
-7468.2,0.855691,0.210118,4,15,0,7477.86,-1.42999,-4.4903,-2.23716,-3.92321,-3.22556,-0.770163,-0.405745,1.04867,0.392859,0.020098,2.26906
-7469.03,0.859538,0.210118,4,15,0,7473.36,-1.48157,-4.57181,-2.27749,-4.01088,-3.32621,-0.83497,-0.36406,0.981629,0.45227,-0.182356,2.3083
-7467.25,0.991616,0.210118,5,31,0,7471.34,-1.42263,-4.24938,-2.13217,-4.33254,-3.4507,-0.832775,-0.383869,0.784666,0.318275,0.0548009,2.34929
-7470.56,0.970801,0.210118,4,31,0,7475.55,-1.49395,-4.11353,-2.07937,-3.8845,-3.44141,-0.771281,-0.301296,0.984535,0.627529,0.109781,2.75533
-7467.77,0.91668,0.210118,4,31,0,7477.95,-1.4346,-4.50029,-2.19924,-4.09787,-3.5276,-0.793399,-0.428668,0.993756,0.290971,-0.0436684,2.08837
-7465.62,0.86275,0.210118,3,15,0,7478.7,-1.41601,-4.50735,-2.1453,-4.15897,-3.432,-0.846995,-0.3503,0.858192,0.509459,0.034121,2.32053
-7468.27,0.928045,0.210118,4,15,0,7470.25,-1.41778,-4.48464,-2.05938,-4.06929,-3.42651,-0.79086,-0.499838,0.791607,0.444109,-0.0358269,2.43745
-7469.1,0.808262,0.210118,4,31,0,7474.25,-1.41962,-4.71978,-2.2767,-4.23034,-3.34021,-0.839125,-0.487598,0.932751,0.475195,0.0681972,2.54362
-7469.38,0.780502,0.210118,5,31,0,7479.45,-1.38167,-4.73159,-2.08842,-4.09811,-3.31444,-0.79007,-0.491005,0.801484,0.356918,0.00290739,2.2131
-7470.51,0.914165,0.210118,4,15,0,7476.3,-1.38304,-4.65198,-2.06857,-4.12132,-3.26674,-0.769449,-0.208665,0.905071,0.402499,0.114519,2.33706
-7469.6,0.992418,0.210118,4,15,0,7475.23,-1.42549,-4.7469,-2.08027,-4.16333,-3.30726,-0.805942,-0.456963,0.823841,0.424819,-0.162037,2.15361
-7469.63,0.995677,0.210118,4,15,0,7477.62,-1.40042,-4.49621,-2.15619,-4.22757,-3.30418,-0.899383,-0.428101,1.10903,0.486553,0.0399529,2.35858
-7465.98,0.982219,0.210118,3,7,0,7472,-1.40366,-4.48922,-2.20286,-4.28537,-3.35505,-0.892064,-0.370004,0.91647,0.334078,-0.00291643,2.33335
-7467.18,0.949964,0.210118,4,31,0,7471.04,-1.36429,-4.39695,-2.19742,-4.45022,-3.47831,-0.869519,-0.517756,0.774215,0.428101,-0.144894,2.27861
-7466.95,0.904142,0.210118,4,31,0,7471.61,-1.44034,-4.40613,-2.22397,-4.11653,-3.48664,-0.785914,-0.45151,1.0709,0.300763,-0.0399092,2.42478
-7466.8,0.954766,0.210118,5,31,0,7471.66,-1.37721,-4.5298,-2.16736,-4.4022,-3.38162,-0.880908,-0.372698,0.766202,0.469331,-0.0635432,2.47543
-7465.06,1,0.210118,4,15,0,7467.85,-1.41679,-4.45665,-2.15282,-4.27685,-3.33051,-0.792327,-0.429082,1.0224,0.436108,-0.00690779,2.31483
-7466.16,0.898721,0.210118,4,15,0,7470.34,-1.46159,-4.34855,-2.15721,-4.28401,-3.33746,-0.795613,-0.313878,0.970636,0.421363,0.11742,2.37134
-7468.23,0.993586,0.210118,3,15,0,7473.51,-1.43377,-4.4972,-2.14406,-4.24797,-3.49112,-0.863114,-0.419596,0.95596,0.483728,-0.126851,2.75589
-7468.33,0.864611,0.210118,4,15,0,7474.29,-1.43385,-4.31152,-2.11367,-4.14356,-3.44784,-0.865446,-0.384323,1.00545,0.361456,-0.0511994,2.82376
-7467.71,0.972519,0.210118,4,15,0,7472,-1.39813,-4.28763,-2.11461,-4.04238,-3.47338,-0.853737,-0.31423,0.931038,0.428917,-0.0340111,2.73096
-7470.23,0.864679,0.210118,5,31,0,7475.55,-1.42307,-4.88753,-2.07874,-4.55531,-3.39291,-0.789723,-0.221309,0.934801,0.44454,-0.0478742,2.11436
-7467.72,0.973036,0.210118,4,15,0,7473.59,-1.43572,-4.76152,-2.22811,-4.11816,-3.42995,-0.779849,-0.381988,0.82477,0.254995,-0.0383658,2.44755
-7469.21,0.921551,0.210118,4,15,0,7473.07,-1.32984,-4.62788,-2.2158,-4.12088,-3.32375,-0.843799,-0.249898,0.898121,0.337519,-0.118432,2.20535
-7467.94,0.84984,0.210118,4,31,0,7474.71,-1.47057,-4.55725,-2.18293,-4.15944,-3.52062,-0.756837,-0.246442,0.95124,0.555039,0.0896857,2.33772
-7467.05,0.994144,0.210118,4,15,0,7470.8,-1.39639,-4.85593,-2.19242,-4.26036,-3.51159,-0.80386,-0.260376,0.903903,0.36869,0.0198172,2.22947
-7467.04,0.913156,0.210118,4,31,0,7474.77,-1.47521,-4.49838,-2.22386,-4.42216,-3.2483,-0.798169,-0.401198,1.06908,0.40241,-0.0606749,2.43618
-7467.85,0.992324,0.210118,5,31,0,7472.33,-1.37832,-4.38682,-2.27945,-4.06336,-3.55002,-0.885451,-0.43956,0.944853,0.341743,-0.0465027,2.6313
-7470.86,0.901659,0.210118,5,31,0,7472.17,-1.40957,-4.78131,-2.06635,-4.28301,-3.25173,-0.758882,-0.419006,0.826112,0.479886,-0.0882395,2.07216
-7472.83,0.931685,0.210118,4,15,0,7477.36,-1.47883,-4.72704,-2.07374,-4.25625,-3.21816,-0.711439,-0.260748,0.750866,0.397085,-0.0579663,2.24258
-7472.3,0.931221,0.210118,5,31,0,7477.26,-1.34194,-4.27711,-2.37242,-4.26751,-3.57556,-0.886732,-0.401993,0.743547,0.180517,-0.118117,2.4367
-7468.66,0.806101,0.210118,4,15,0,7478.16,-1.36923,-4.21729,-2.2793,-4.2351,-3.40714,-0.899512,-0.39457,0.931973,0.444693,-0.111719,2.28908
-7470.53,0.909622,0.210118,5,31,0,7474.58,-1.50191,-4.68746,-2.07693,-4.38848,-3.3711,-0.812047,-0.152125,0.891355,0.466887,-0.124874,2.30723
-7470.28,0.972029,0.210118,4,15,0,7475.69,-1.49943,-4.93164,-2.04739,-4.33751,-3.21058,-0.821658,-0.402059,0.92484,0.422114,-0.0392276,2.45638
-7468.61,0.976195,0.210118,4,31,0,7473.76,-1.33466,-4.22151,-2.23523,-4.62199,-3.45616,-0.817959,-0.482063,0.964978,0.261212,-0.0339573,2.28566
-7469.37,0.990269,0.210118,4,31,0,7477.52,-1.43063,-4.16344,-2.1581,-4.26963,-3.49066,-0.81093,-0.396328,1.12858,0.572283,-0.0948512,2.42354
-7468.08,0.921452,0.210118,5,31,0,7475.48,-1.40393,-4.7975,-2.05626,-4.2842,-3.33115,-0.845242,-0.333745,0.948919,0.345978,-0.0541748,2.21882
-7471.11,0.858767,0.210118,4,15,0,7473.7,-1.49149,-4.79015,-2.16241,-3.89539,-3.17509,-0.79384,-0.383492,0.87146,0.530379,-0.0346661,2.77576
-7469.23,0.990372,0.210118,5,31,0,7474.1,-1.41641,-4.14582,-2.21945,-4.31348,-3.49466,-0.790128,-0.431376,0.838503,0.230234,-0.0850948,2.26422
-7467.33,0.987166,0.210118,4,31,0,7472.07,-1.35226,-4.43614,-2.19796,-4.11584,-3.35536,-0.794083,-0.394891,0.96198,0.262143,0.0359931,2.36012
-7469.2,0.813141,0.210118,4,15,0,7472.18,-1.46455,-4.72361,-2.22656,-4.45292,-3.53475,-0.837567,-0.450023,0.878483,0.211046,-0.0625963,2.36339
-7467.67,1,0.210118,4,15,0,7472.08,-1.39419,-4.84886,-2.13713,-4.44788,-3.59573,-0.841321,-0.332344,0.903386,0.277064,0.0092619,2.2627
-7473.22,0.965324,0.210118,4,31,0,7478.56,-1.29968,-4.69155,-2.36894,-4.93083,-3.30321,-0.88286,-0.473728,0.985207,0.315805,-0.186425,2.40555
-7469,0.814741,0.210118,4,15,0,7476.96,-1.37746,-4.58072,-2.21876,-4.66722,-3.70114,-0.86375,-0.472731,0.79671,0.496709,-0.0647767,2.21906
-7469.76,0.839014,0.210118,5,31,0,7474.45,-1.41066,-4.23068,-2.24987,-3.92394,-3.25686,-0.822079,-0.456667,1.00593,0.556253,-0.0728381,2.51512
-7477.03,0.868328,0.210118,4,15,0,7480.72,-1.33269,-4.12468,-2.20702,-3.94217,-3.11917,-0.784959,-0.303409,1.1301,0.27787,-0.182079,2.53879
-7477.29,0.880304,0.210118,4,31,0,7487.06,-1.56825,-4.7552,-2.13069,-4.25483,-3.61876,-0.805848,-0.243101,0.83335,0.739502,-0.0118221,2.41314
-7472.67,0.991306,0.210118,4,15,0,7479.11,-1.53984,-4.72333,-2.13475,-4.46044,-3.54111,-0.806875,-0.254426,0.787916,0.333529,0.0580488,2.45523
-7471.94,0.890622,0.210118,4,15,0,7479.34,-1.31856,-4.45312,-2.12477,-4.39745,-3.59138,-0.785399,-0.366625,0.936954,0.213023,-0.208323,2.35707
-7471.46,0.933034,0.210118,4,15,0,7479.61,-1.29818,-4.36299,-2.22821,-4.33085,-3.52327,-0.852533,-0.492638,0.673234,0.362356,0.0918127,2.33177
-7471.8,0.919673,0.210118,5,31,0,7478.45,-1.50815,-4.53425,-2.14559,-3.96226,-3.41857,-0.84861,-0.276834,0.887696,0.594746,0.231332,2.55559
-7472.79,0.999332,0.210118,4,15,0,7476.39,-1.38465,-4.38349,-2.20996,-4.21026,-3.26028,-0.753341,-0.463633,0.885464,0.376411,-0.321555,2.38773
-7471.19,0.998951,0.210118,4,15,0,7475.49,-1.46243,-4.49371,-2.18319,-4.24125,-3.03923,-0.788584,-0.273284,1.02622,0.532603,0.0802952,2.22855
-7467.92,0.950427,0.210118,4,31,0,7475.58,-1.43999,-4.47841,-2.24416,-4.27459,-3.13506,-0.848418,-0.413309,1.00721,0.41538,-0.134815,2.52191
-7466.5,0.85989,0.210118,4,23,0,7475.05,-1.38175,-4.69499,-2.13688,-4.42834,-3.53649,-0.785863,-0.330197,0.907921,0.402223,0.0582572,2.37776
-7471.17,0.839672,0.210118,4,15,0,7476.5,-1.41339,-4.47669,-2.19562,-4.45207,-3.2601,-0.947134,-0.37129,0.835069,0.355623,-0.0285865,2.64152
-7476.43,0.82446,0.210118,4,15,0,7480.26,-1.40762,-4.28992,-2.27432,-4.32232,-3.34714,-0.685843,-0.261913,1.0783,0.462814,0.118409,2.06003
-7473.62,0.969347,0.210118,4,15,0,7481.02,-1.46886,-4.36008,-2.2872,-4.50665,-3.46712,-0.764816,-0.507453,1.0093,0.356155,-0.217254,2.07718
-7474,0.973165,0.210118,5,31,0,7479.78,-1.43771,-4.59564,-2.07768,-4.11483,-3.53156,-0.921666,-0.413444,0.744087,0.242012,-0.213619,2.55105
-7470.46,1,0.210118,4,15,0,7478.78,-1.39883,-4.61254,-2.19133,-3.97624,-3.55831,-0.879496,-0.36665,0.919999,0.281207,0.186862,2.3736
-7469.84,0.951298,0.210118,5,31,0,7476.49,-1.5018,-4.45598,-2.13585,-4.65556,-3.21605,-0.81367,-0.478586,0.959329,0.547623,0.0288581,2.38806
-7469.68,0.994379,0.210118,4,15,0,7476.81,-1.35078,-4.30304,-2.14024,-4.61229,-3.51926,-0.778486,-0.322106,0.921077,0.562772,-0.000388259,2.24443
-7470.41,0.923857,0.210118,4,31,0,7481.6,-1.35019,-4.28811,-2.2303,-4.48036,-3.72304,-0.77178,-0.558483,0.881629,0.251334,-0.0717845,2.21339
-7467.67,0.999458,0.210118,4,15,0,7472.26,-1.38242,-4.37682,-2.24967,-4.39372,-3.53515,-0.802154,-0.399748,0.760429,0.3778,0.0411969,2.176
-7469.77,0.904047,0.210118,4,31,0,7475.53,-1.40056,-4.2109,-2.24684,-4.49944,-3.52922,-0.802203,-0.324925,0.801677,0.512067,0.0557458,2.22116
-7468.1,1,0.210118,4,31,0,7473.58,-1.4644,-4.3676,-2.08505,-4.31374,-3.41875,-0.744425,-0.338518,1.05221,0.509269,-0.121912,2.33659
-7469.87,0.927738,0.210118,4,15,0,7473.81,-1.50235,-4.02825,-2.14029,-4.07112,-3.27339,-0.826152,-0.326501,0.878337,0.379057,-0.0355938,2.69677
-7470.95,0.98521,0.210118,5,31,0,7472.32,-1.50143,-4.04578,-2.16589,-3.99056,-3.30046,-0.813001,-0.400214,0.845291,0.547269,-0.0239782,2.79143
-7469.92,0.849578,0.210118,4,15,0,7477.96,-1.43405,-4.07566,-2.13026,-4.05983,-3.1642,-0.862589,-0.447785,0.979097,0.384966,-0.087318,2.52585
-7466.96,0.930601,0.210118,4,15,0,7478.81,-1.40971,-4.36803,-2.28608,-4.28584,-3.31661,-0.763238,-0.375102,0.999562,0.426194,-0.00923899,2.31655
-7469.8,0.894268,0.210118,4,15,0,7475.84,-1.44959,-4.3046,-2.29503,-4.4131,-3.36331,-0.741684,-0.308497,0.950657,0.560693,-0.00572315,2.42812
-7469.42,0.985972,0.210118,4,31,0,7475.93,-1.34229,-4.63764,-2.28866,-4.30749,-3.40239,-0.942558,-0.493543,0.949585,0.2837,-0.0351289,2.46297
-7470.02,0.901488,0.210118,4,15,0,7478.48,-1.33698,-4.80794,-2.24316,-4.57274,-3.60625,-0.856993,-0.347245,0.779698,0.384046,-0.0321738,2.6373
-7466.23,0.965682,0.210118,4,15,0,7471.52,-1.3719,-4.54974,-2.2189,-4.40433,-3.54137,-0.884484,-0.337,0.870624,0.39616,-0.114384,2.31203
-7466.14,0.865526,0.210118,4,31,0,7470.87,-1.40042,-4.46914,-2.15968,-4.22185,-3.4449,-0.821847,-0.312548,0.890971,0.376106,-0.178348,2.33343
-7468.07,0.747687,0.210118,3,7,0,7472.83,-1.46129,-4.52264,-2.15554,-4.32431,-3.2024,-0.854613,-0.43332,0.890465,0.366863,0.0595876,2.38582
-7468.68,0.853203,0.210118,4,31,0,7474.72,-1.27975,-4.46913,-2.16504,-4.36512,-3.59274,-0.843531,-0.474801,0.783337,0.293851,0.0455112,2.36809
-7468.36,0.864202,0.210118,5,31,0,7473.15,-1.38902,-4.48394,-2.22547,-4.43383,-3.41805,-0.813207,-0.374147,0.887161,0.309659,0.10926,2.13029
-7467.65,0.991321,0.210118,4,31,0,7472.39,-1.47279,-4.42339,-2.16848,-3.74794,-3.33199,-0.792611,-0.285971,1.02887,0.426511,0.0827427,2.64198
-7467.55,0.983037,0.210118,5,31,0,7471.08,-1.45815,-4.1675,-2.17354,-3.93952,-3.29551,-0.824475,-0.417215,0.983131,0.415743,-0.038284,2.74065
-7469.76,0.91146,0.210118,4,15,0,7473.16,-1.43503,-4.16448,-2.18456,-3.90089,-3.31347,-0.812738,-0.296711,0.990824,0.39796,0.0746947,2.87481
-7470.59,0.831446,0.210118,4,15,0,7475.49,-1.46779,-4.28492,-2.15646,-3.80724,-3.36185,-0.824606,-0.514946,0.980535,0.442893,-0.0984473,2.76496
-7468.81,0.999903,0.210118,4,31,0,7474.16,-1.38889,-4.92854,-2.22216,-4.558,-3.42583,-0.849269,-0.398668,0.831602,0.528982,-0.0742019,2.15968
-7466.78,0.847528,0.210118,5,31,0,7474.09,-1.43417,-4.77527,-2.11252,-3.95469,-3.38151,-0.766034,-0.339232,0.926222,0.348612,-0.0136755,2.45335
-7467.87,0.648318,0.210118,3,7,0,7471.05,-1.4133,-4.7157,-2.11751,-3.92393,-3.45281,-0.762803,-0.227862,0.916082,0.444839,-0.0241047,2.41137
-7467.74,0.938565,0.210118,5,31,0,7472.4,-1.34574,-4.20369,-2.25891,-4.37218,-3.42748,-0.817033,-0.355355,0.925633,0.465214,-0.00252566,2.34228
-7469.51,0.979043,0.210118,4,15,0,7472.75,-1.30792,-4.28687,-2.28078,-4.27366,-3.51777,-0.808069,-0.541589,0.901465,0.232368,-0.190089,2.35598
-7469.06,0.934982,0.210118,5,31,0,7474.17,-1.36477,-4.61314,-2.11217,-4.054,-3.39236,-0.810717,-0.458771,0.782239,0.323238,0.0997521,2.29447
-7467.3,0.9891,0.210118,4,15,0,7471.26,-1.47813,-4.41163,-2.1254,-4.19116,-3.45985,-0.8042,-0.242197,0.903312,0.569495,0.129256,2.43223
-7469.45,0.871582,0.210118,4,15,0,7475.67,-1.51537,-4.39535,-2.14233,-4.12236,-3.49596,-0.76336,-0.176132,0.86129,0.572021,0.062384,2.35256
-7468.12,0.943701,0.210118,5,63,0,7472.99,-1.35251,-4.48636,-2.1938,-4.43419,-3.35124,-0.86155,-0.372095,0.707176,0.285955,-0.111724,2.47194
-7471.68,0.998687,0.210118,4,15,0,7475.62,-1.43419,-4.89603,-2.13103,-4.72372,-3.21282,-0.769144,-0.279033,1.04696,0.537506,-0.102931,2.38197
-7470.01,0.8533,0.210118,4,15,0,7475.68,-1.44139,-4.67049,-2.12502,-4.47655,-3.31276,-0.876736,-0.393597,0.738084,0.581825,-0.103047,2.37019
-7468.65,0.934593,0.210118,5,31,0,7477.16,-1.46994,-4.24895,-2.19755,-4.004,-3.46176,-0.769705,-0.375544,1.05393,0.377837,0.0576618,2.12561
-7468.57,0.868047,0.210118,4,31,0,7473.4,-1.4063,-4.73529,-2.07596,-4.42151,-3.37376,-0.885808,-0.385848,0.829522,0.391139,-0.0723542,2.6742
-7470.24,0.802752,0.210118,4,31,0,7474.07,-1.44704,-4.79901,-2.02124,-4.40668,-3.32639,-0.834445,-0.29117,0.866433,0.424576,-0.0314953,2.74987
-7470.2,0.840884,0.210118,5,31,0,7477.78,-1.41273,-4.35615,-2.33516,-3.97481,-3.29935,-0.781803,-0.472493,0.979923,0.399838,-0.083174,2.18199
-7468.81,0.881629,0.210118,4,15,0,7474.78,-1.47822,-4.51382,-2.11117,-4.13988,-3.23522,-0.794035,-0.315779,1.10513,0.314072,-0.0643643,2.69661
-7466.63,0.967506,0.210118,5,31,0,7470.91,-1.44018,-4.28077,-2.1479,-4.38183,-3.38621,-0.803096,-0.35417,0.921507,0.325198,-0.0675837,2.19956
-7465,0.944242,0.210118,4,15,0,7468.75,-1.3681,-4.41829,-2.17951,-4.30902,-3.41257,-0.810702,-0.461016,0.904815,0.408199,-0.121432,2.38867
-7466.86,0.924016,0.210118,4,31,0,7469.28,-1.44171,-4.73623,-2.14045,-4.38513,-3.30751,-0.832999,-0.30155,0.89876,0.458826,0.081901,2.49344
-7469.2,0.895015,0.210118,4,15,0,7472.72,-1.40493,-4.86031,-2.06159,-4.33915,-3.5207,-0.846613,-0.433367,0.749918,0.400792,0.0975814,2.37086
-7469.15,0.989568,0.210118,5,31,0,7473.9,-1.35242,-4.83596,-2.26222,-4.35758,-3.35121,-0.860718,-0.325713,1.05757,0.465036,-0.0580178,2.30611
-7467.66,0.935815,0.210118,5,31,0,7476.15,-1.45317,-4.18348,-2.12066,-4.00346,-3.4306,-0.743662,-0.291327,1.01552,0.541161,0.0138427,2.34683
-7466.71,0.999021,0.210118,4,31,0,7469.55,-1.40624,-4.92676,-2.24347,-4.29736,-3.36489,-0.86312,-0.442121,0.907943,0.329597,-0.076423,2.42488
