# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = dawid_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = examples/dawid/caries_dump.R
# init = 2 (Default)
# random
#   seed = 1906488832 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# chains
#   n_chains = 8
# num_threads = 20
# stanc_version = stanc3 a7f4b745
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,logit_pi,logit_alpha.1.1,logit_alpha.2.1,logit_alpha.3.1,logit_alpha.4.1,logit_alpha.5.1,logit_alpha.1.2,logit_alpha.2.2,logit_alpha.3.2,logit_alpha.4.2,logit_alpha.5.2
-7468.32,0.960388,0.22696,4,15,0,7472.39,-1.42871,-4.31938,-2.11641,-4.07481,-3.54978,-0.796092,-0.29781,0.779258,0.52535,0.0212313,2.54528
-7467.2,0.960641,0.22696,4,15,0,7470.71,-1.47527,-4.46817,-2.04943,-4.12061,-3.50224,-0.798099,-0.34338,0.839091,0.501531,-0.0614616,2.50787
-7468.5,0.970281,0.22696,5,31,0,7475.69,-1.3659,-4.51923,-2.30949,-4.46323,-3.27216,-0.843089,-0.348101,0.957152,0.425254,-0.0578407,2.5823
-7470.79,0.833132,0.22696,5,31,0,7477.63,-1.30999,-4.62353,-2.25726,-4.64835,-3.18863,-0.792317,-0.460693,0.799232,0.355039,-0.149798,2.27823
-7469.42,0.787707,0.22696,4,15,0,7476.73,-1.35321,-4.53263,-2.26173,-4.79529,-3.1852,-0.825311,-0.407074,0.892971,0.376274,-0.158032,2.33248
-7468.75,0.816019,0.22696,5,31,0,7475.38,-1.50944,-4.49025,-2.15738,-4.40838,-3.25709,-0.753514,-0.250174,1.06004,0.545025,0.10357,2.32201
-7468.08,0.938067,0.22696,4,31,0,7471.65,-1.37425,-4.52606,-2.1746,-4.02484,-3.54456,-0.864461,-0.406369,0.793759,0.237046,-0.162148,2.45773
-7468.31,0.982868,0.22696,4,15,0,7474.04,-1.44934,-4.6722,-2.24399,-4.02501,-3.54399,-0.758494,-0.296151,1.02069,0.351753,0.0288531,2.49014
-7471.56,0.812385,0.22696,4,31,0,7476.89,-1.40506,-4.51006,-2.10269,-4.58839,-3.41267,-0.909921,-0.482577,0.770955,0.322487,-0.240085,2.53764
-7474.88,0.785049,0.22696,4,15,0,7480.01,-1.38734,-4.54363,-2.13222,-4.6088,-3.41016,-0.884121,-0.391403,0.760342,0.283253,-0.346503,2.61126
-7473.65,0.836156,0.22696,4,31,0,7486.54,-1.45615,-4.72215,-2.06999,-4.59102,-3.24752,-0.820435,-0.500367,0.812147,0.54214,0.139165,2.54956
-7468.75,1,0.22696,5,31,0,7476.61,-1.36124,-4.20934,-2.17858,-4.52206,-3.47395,-0.851923,-0.269117,0.844184,0.382339,-0.097737,2.29865
-7466.31,0.985772,0.22696,2,7,0,7473.48,-1.37786,-4.29721,-2.21285,-4.48716,-3.44895,-0.853086,-0.361456,0.78478,0.386722,-0.0678692,2.31835
-7464.78,0.852831,0.22696,4,31,0,7470.07,-1.42835,-4.4755,-2.16162,-4.11195,-3.4921,-0.811574,-0.316634,0.994415,0.398126,0.0112568,2.48829
-7466.19,0.907699,0.22696,4,31,0,7467.83,-1.40561,-4.40965,-2.25594,-4.43825,-3.40989,-0.835975,-0.546154,0.933524,0.372992,-0.0744447,2.35464
-7467.51,0.846796,0.22696,4,31,0,7471.21,-1.42545,-4.6603,-2.17965,-4.48755,-3.56253,-0.837228,-0.384772,0.949408,0.26208,0.028354,2.42835
-7468.62,0.819586,0.22696,4,31,0,7475.52,-1.43764,-4.63966,-2.14548,-4.00091,-3.40669,-0.781317,-0.43023,0.828262,0.341626,-0.0238784,2.77739
-7470.29,0.694833,0.22696,4,31,0,7476.56,-1.42801,-4.34224,-2.13505,-4.74261,-3.43762,-0.861989,-0.242682,0.818269,0.441737,-0.0989474,2.19346
-7469.21,0.987855,0.22696,5,31,0,7476.07,-1.45174,-4.16321,-2.03739,-4.20579,-3.42876,-0.762469,-0.296484,0.926138,0.477779,-0.0069398,2.7375
-7467.76,0.891757,0.22696,4,15,0,7471.76,-1.50321,-4.41564,-2.09206,-4.12027,-3.33979,-0.793791,-0.460449,0.932703,0.432871,0.113741,2.56236
-7467.79,0.996656,0.22696,4,31,0,7470.97,-1.48278,-4.27352,-2.13201,-4.05814,-3.5751,-0.788284,-0.272831,0.884642,0.45219,-0.0461046,2.49958
-7471.63,0.926829,0.22696,3,7,0,7476.09,-1.44713,-4.24368,-2.13286,-4.02669,-3.55311,-0.761972,-0.213074,1.19018,0.442026,0.0137131,2.63212
-7472.03,0.947815,0.22696,4,15,0,7475.95,-1.4742,-4.3867,-2.15898,-3.99865,-3.39245,-0.88215,-0.26286,0.742492,0.257288,-0.0847297,2.40872
-7473.14,1,0.22696,4,15,0,7476.58,-1.47735,-4.41596,-2.17697,-3.94031,-3.39646,-0.898452,-0.284298,0.727739,0.278235,-0.120639,2.41874
-7469.26,1,0.22696,4,15,0,7474.67,-1.40678,-4.58971,-2.13063,-4.52543,-3.4811,-0.712109,-0.379021,0.971045,0.4029,0.0253223,2.37291
-7467.24,0.934002,0.22696,4,15,0,7472.6,-1.4265,-4.60528,-2.13843,-4.31443,-3.45721,-0.744032,-0.364039,0.898304,0.485719,-0.142912,2.32916
-7469.2,0.955957,0.22696,4,15,0,7472.78,-1.5045,-4.58601,-2.02777,-4.40558,-3.47232,-0.78107,-0.335752,0.941354,0.490616,0.13919,2.35737
-7468.72,0.964895,0.22696,4,31,0,7476.17,-1.46464,-4.33087,-2.18962,-4.34642,-3.54029,-0.836742,-0.450336,0.791008,0.385503,0.0155271,2.70248
-7467.85,0.784095,0.22696,4,31,0,7475.42,-1.36201,-4.27362,-2.20782,-4.46278,-3.56908,-0.827745,-0.407391,0.755694,0.355021,-0.0933042,2.55727
-7467.65,0.938923,0.22696,4,15,0,7471.09,-1.45261,-4.74264,-2.13125,-4.24517,-3.5085,-0.835345,-0.251358,1.02553,0.494569,-0.0582474,2.30416
-7466,0.954603,0.22696,4,31,0,7471.68,-1.4341,-4.42807,-2.25,-4.40858,-3.40897,-0.797601,-0.393504,0.934979,0.460226,0.0403874,2.24574
-7466.71,0.986228,0.22696,4,15,0,7470.24,-1.32909,-4.41629,-2.30006,-4.38744,-3.52226,-0.85312,-0.472217,0.921903,0.309406,-0.160195,2.23338
-7469.05,0.813126,0.22696,4,31,0,7473.43,-1.42836,-4.645,-2.28122,-4.44402,-3.2354,-0.846214,-0.277881,0.964845,0.418798,-0.0158922,2.58783
-7465.79,0.961149,0.22696,4,23,0,7474.29,-1.382,-4.55654,-2.21107,-4.57162,-3.49562,-0.807469,-0.461647,0.91096,0.334424,-0.100423,2.45158
-7467.3,0.895548,0.22696,4,31,0,7468.92,-1.37104,-4.72358,-2.19182,-4.3273,-3.53486,-0.902706,-0.559398,0.85207,0.30476,-0.0736668,2.36956
-7467.62,0.928956,0.22696,4,15,0,7470.6,-1.37038,-4.70275,-2.18464,-4.44743,-3.54547,-0.908198,-0.495089,0.798943,0.222144,-0.0820713,2.41927
-7467.02,0.953873,0.22696,5,31,0,7473.04,-1.48886,-4.30285,-2.16538,-4.15804,-3.26905,-0.763102,-0.253409,1.05461,0.438601,-0.103745,2.38338
-7470.83,0.781588,0.22696,4,15,0,7474.65,-1.43406,-4.30206,-2.15608,-4.31344,-3.31869,-0.779043,-0.424545,0.956731,0.503596,-0.289741,2.26695
-7470.09,0.996205,0.22696,5,31,0,7473.01,-1.46699,-4.54462,-2.18285,-3.93675,-3.48791,-0.869409,-0.203943,1.01426,0.433057,0.141692,2.54649
-7470.75,0.989769,0.22696,4,15,0,7475.38,-1.35301,-4.68407,-2.35355,-4.18858,-3.2986,-0.802211,-0.351246,0.997441,0.474435,0.0201679,2.30725
-7469.25,0.973115,0.22696,5,31,0,7474.68,-1.4325,-4.51472,-2.0384,-4.36295,-3.53735,-0.811593,-0.371538,0.727176,0.446133,-0.0885961,2.59568
-7468.37,0.945504,0.22696,5,31,0,7473.98,-1.41074,-5.07985,-2.10866,-4.24812,-3.55953,-0.852625,-0.436491,0.890134,0.315989,-0.0572799,2.35372
-7467.29,0.869037,0.22696,4,15,0,7473.97,-1.44839,-4.62943,-2.15405,-4.38848,-3.5191,-0.79598,-0.34226,0.768282,0.445761,-0.0716575,2.15684
-7468.2,0.887437,0.22696,4,31,0,7470.57,-1.36577,-4.56357,-2.14146,-4.44823,-3.27825,-0.839529,-0.494604,1.00461,0.373859,-0.0210153,2.58607
-7471.19,0.978773,0.22696,4,15,0,7473.08,-1.43678,-4.77341,-2.1706,-4.18283,-3.53439,-0.823991,-0.219659,0.670043,0.390402,0.00221608,2.19368
-7469.02,1,0.22696,4,31,0,7473.06,-1.45754,-4.13446,-2.23294,-4.17827,-3.30853,-0.800915,-0.354155,1.00672,0.473041,-0.152948,2.74923
-7468.22,0.998914,0.22696,4,15,0,7473.05,-1.46217,-4.18905,-2.22309,-4.18238,-3.31569,-0.796852,-0.330905,1.0328,0.479303,-0.102078,2.78594
-7466.05,0.970634,0.22696,4,31,0,7472.37,-1.38997,-4.73905,-2.21034,-4.12166,-3.39486,-0.867236,-0.352274,0.915778,0.319984,-0.14581,2.40589
-7467.1,0.998474,0.22696,4,15,0,7468.69,-1.43069,-4.23491,-2.14676,-4.20147,-3.56758,-0.759212,-0.346696,0.88545,0.446173,0.0734582,2.39673
-7469.1,0.668492,0.22696,5,31,0,7474.4,-1.40419,-4.65287,-2.14967,-4.44185,-3.30189,-0.853436,-0.574598,0.784165,0.30379,-0.0420431,2.41975
-7465.85,0.938341,0.22696,5,31,0,7473.2,-1.42153,-4.44304,-2.22934,-4.17092,-3.49188,-0.805628,-0.415345,0.94742,0.513364,-0.0672887,2.30806
-7470.43,0.914888,0.22696,3,7,0,7472.95,-1.40631,-4.59033,-2.14023,-4.30846,-3.44959,-0.859913,-0.406073,1.12366,0.508457,-0.198675,2.30941
-7470.19,0.993646,0.22696,4,15,0,7474.5,-1.32196,-4.81826,-2.18563,-4.25789,-3.59661,-0.832053,-0.427906,0.773425,0.457823,0.117446,2.29112
-7469.96,0.925036,0.22696,4,15,0,7473.75,-1.36996,-4.63379,-2.19655,-4.49062,-3.55915,-0.848936,-0.449621,0.839451,0.459516,0.16726,2.18379
-7468.02,0.999511,0.22696,4,31,0,7473.91,-1.41143,-4.4036,-2.1013,-4.18713,-3.19866,-0.776793,-0.253835,0.860474,0.502455,0.0388975,2.3306
-7473.46,0.74298,0.22696,5,31,0,7477.55,-1.52416,-4.16944,-2.22024,-4.09138,-3.30953,-0.85246,-0.467622,0.961379,0.660529,0.0694429,2.75578
-7469.92,0.974137,0.22696,5,31,0,7478.07,-1.38948,-4.94473,-2.12414,-4.38104,-3.48151,-0.854012,-0.334041,0.87919,0.250097,-0.20739,2.21255
-7468.04,0.696522,0.22696,4,15,0,7476.52,-1.37154,-4.82723,-2.21931,-4.24278,-3.47568,-0.842707,-0.324734,0.860534,0.515199,0.0479768,2.2963
-7466.81,0.926657,0.22696,4,23,0,7471,-1.41763,-4.43242,-2.14662,-4.11427,-3.44343,-0.828463,-0.535669,0.969902,0.462595,-0.0865236,2.39808
-7472.32,0.970587,0.22696,4,15,0,7476.98,-1.38072,-4.28595,-2.22905,-4.06217,-3.51431,-0.834494,-0.49638,0.772904,0.288924,0.0366097,1.95846
-7465.97,0.95279,0.22696,3,7,0,7474.03,-1.38275,-4.50814,-2.15346,-4.37605,-3.55259,-0.788115,-0.469315,0.943285,0.322267,-0.0802381,2.28411
-7469.81,0.947378,0.22696,4,15,0,7472.82,-1.35545,-4.90854,-2.30428,-4.2796,-3.5255,-0.793952,-0.506584,0.874149,0.218551,-0.0928192,2.07504
-7467.73,1,0.22696,4,15,0,7472.54,-1.3995,-4.74836,-2.25118,-4.40678,-3.30447,-0.844996,-0.299129,1.00758,0.474543,-0.141535,2.39938
-7465.66,0.905297,0.22696,4,31,0,7473.24,-1.42192,-4.53178,-2.22233,-4.38508,-3.34717,-0.864794,-0.418513,0.857433,0.360611,-0.0433067,2.54202
-7466.68,0.849676,0.22696,4,15,0,7472.16,-1.41953,-4.60608,-2.13184,-4.27034,-3.54917,-0.836106,-0.304925,0.975829,0.395651,-0.0770521,2.60395
-7475.8,0.686322,0.22696,4,31,0,7481.49,-1.28754,-5.08806,-2.26361,-4.14761,-3.48853,-0.796577,-0.41657,0.865709,0.479666,0.0128885,2.67435
-7472.59,1,0.22696,4,15,0,7477.83,-1.30675,-5.05081,-2.27114,-4.25716,-3.4869,-0.792002,-0.410594,0.860043,0.327942,-0.0151003,2.69876
-7467.27,0.80236,0.22696,4,15,0,7477.13,-1.39034,-4.80169,-2.15599,-4.55439,-3.47356,-0.876163,-0.461231,0.982727,0.364515,-0.0614404,2.28268
-7468.34,0.967678,0.22696,4,31,0,7471.58,-1.46927,-4.51101,-2.2322,-4.38687,-3.25472,-0.741604,-0.418395,0.898705,0.517292,-0.0114384,2.27263
-7469.63,0.916769,0.22696,4,31,0,7475.43,-1.32897,-4.3766,-2.28299,-4.65031,-3.54622,-0.879208,-0.565059,0.800614,0.259052,-0.0145237,2.52024
-7469.45,0.946569,0.22696,5,31,0,7476.16,-1.4124,-4.28324,-2.21148,-4.91878,-3.51793,-0.844688,-0.50664,0.7754,0.343585,-0.0314935,2.26633
-7468.7,0.996737,0.22696,4,15,0,7472.92,-1.31809,-4.52865,-2.18745,-4.74908,-3.33204,-0.861442,-0.509636,0.880032,0.303652,-0.155275,2.48775
-7466.9,0.77974,0.22696,4,15,0,7473.37,-1.33712,-4.5121,-2.16606,-4.57899,-3.36903,-0.878262,-0.424783,0.832374,0.417849,-0.122526,2.48704
-7466.57,0.889426,0.22696,4,15,0,7470.47,-1.49691,-4.30656,-2.18486,-4.27881,-3.41978,-0.771349,-0.37565,0.991922,0.43552,0.071181,2.29456
-7466.51,0.990691,0.22696,4,15,0,7470.17,-1.34866,-4.50073,-2.26666,-4.28641,-3.41195,-0.849876,-0.460375,0.993058,0.263758,-0.159494,2.3095
-7467.63,0.891884,0.22696,5,31,0,7472.02,-1.39142,-4.51765,-2.10447,-4.53855,-3.41487,-0.806848,-0.312709,0.953843,0.567536,0.0558024,2.30147
-7467.63,0.8701,0.22696,4,31,0,7476.05,-1.50828,-4.272,-2.11527,-4.10374,-3.28383,-0.779946,-0.341559,0.824918,0.413873,-0.0706133,2.47708
-7468.79,0.890805,0.22696,4,31,0,7475.21,-1.37243,-4.92266,-2.10868,-4.28781,-3.5548,-0.870283,-0.3658,0.954863,0.386429,0.0303859,2.55437
-7467.92,0.988847,0.22696,4,31,0,7472.65,-1.36571,-4.23568,-2.21883,-4.23357,-3.54987,-0.780871,-0.473165,0.828111,0.336124,-0.100173,2.19022
-7466.64,0.925864,0.22696,4,15,0,7472.55,-1.41748,-4.40839,-2.21928,-4.20605,-3.31249,-0.833934,-0.446314,1.05172,0.416294,-0.184398,2.42237
-7466.36,0.988569,0.22696,5,31,0,7469.58,-1.41075,-4.60552,-2.07975,-4.31664,-3.50894,-0.831902,-0.30482,0.904487,0.498498,0.0553896,2.39496
-7470.24,0.643896,0.22696,4,15,0,7476.03,-1.4135,-4.03826,-2.20305,-4.59456,-3.43087,-0.78823,-0.284342,0.850861,0.489473,-0.0656845,2.38756
-7474.58,0.989272,0.22696,4,15,0,7479.03,-1.34004,-4.27699,-2.31284,-4.99178,-3.34998,-0.83604,-0.351218,1.04095,0.488278,-0.215087,2.21251
-7476.88,0.937958,0.22696,3,7,0,7480.02,-1.34851,-4.44304,-2.29081,-5.06524,-3.21776,-0.824693,-0.478371,1.16081,0.416323,-0.0118744,2.24363
-7470.98,1,0.22696,3,7,0,7478.68,-1.37641,-4.50791,-2.33376,-4.73224,-3.3805,-0.845598,-0.414892,0.943829,0.448768,-0.254204,2.17757
-7471.89,0.961587,0.22696,4,15,0,7475.82,-1.42439,-4.50502,-2.36529,-4.6022,-3.23247,-0.828003,-0.475248,0.847415,0.3016,-0.0211525,2.36895
-7470.2,1,0.22696,5,31,0,7478.98,-1.35103,-4.53515,-2.11961,-4.88712,-3.58276,-0.859478,-0.42682,0.914822,0.530519,0.00082021,2.33348
-7467.14,0.97974,0.22696,4,31,0,7473.57,-1.37252,-4.58267,-2.18542,-4.09777,-3.51395,-0.836838,-0.496186,0.96599,0.372879,-0.138157,2.18534
-7468.81,0.995678,0.22696,4,15,0,7471.52,-1.35388,-4.39975,-2.28436,-4.02709,-3.3768,-0.827684,-0.352162,0.842776,0.241929,0.016467,2.4124
-7467.95,0.992661,0.22696,4,15,0,7471.24,-1.41219,-4.38962,-2.1607,-4.28003,-3.48336,-0.827811,-0.485882,1.0031,0.500875,0.122889,2.28223
-7468.14,0.958048,0.22696,4,31,0,7471.92,-1.40726,-4.21017,-2.15787,-4.22936,-3.37017,-0.780832,-0.42335,0.787337,0.407569,0.0963213,2.38287
-7469.48,0.873975,0.22696,5,31,0,7474.84,-1.4505,-4.42302,-2.10617,-4.00184,-3.48365,-0.762074,-0.390648,0.819282,0.467028,-0.167053,2.51303
-7468.4,0.984011,0.22696,4,15,0,7472.81,-1.4276,-4.29159,-2.09481,-4.23501,-3.33932,-0.842662,-0.266328,0.849093,0.555214,0.115024,2.44133
-7468.85,0.746341,0.22696,4,15,0,7476.5,-1.47782,-4.21132,-2.09521,-3.78146,-3.34223,-0.769781,-0.235259,1.01487,0.399367,0.102838,2.58074
-7469.84,0.929153,0.22696,4,15,0,7474.05,-1.56026,-4.37566,-2.17479,-3.95359,-3.26163,-0.819912,-0.208429,1.13387,0.411041,-0.00497703,2.7533
-7466.45,0.985337,0.22696,4,15,0,7471.23,-1.35192,-4.49399,-2.07392,-4.28896,-3.40914,-0.810791,-0.42937,0.850583,0.343008,-0.0485958,2.35829
-7470.33,0.928446,0.22696,4,15,0,7474.27,-1.4725,-4.81456,-2.10777,-4.46684,-3.27413,-0.828693,-0.395249,0.882076,0.397567,-0.125568,2.051
-7472.86,0.786056,0.22696,4,15,0,7479.13,-1.40477,-4.73648,-2.143,-4.08786,-3.4604,-0.782592,-0.333189,0.662184,0.540038,0.12156,2.59637
-7471.5,0.96664,0.22696,4,31,0,7478.44,-1.42799,-4.19163,-2.30181,-4.77298,-3.29235,-0.802914,-0.390225,0.893777,0.356683,0.0303518,2.29624
-7469.92,0.807506,0.22696,4,15,0,7479.37,-1.3588,-4.35275,-2.21671,-4.46415,-3.44416,-0.78045,-0.590974,0.940125,0.473572,-0.17212,2.32836
-7472.02,0.903128,0.22696,4,15,0,7475.41,-1.46409,-4.40306,-2.17061,-4.0406,-3.52518,-0.881295,-0.553773,0.880865,0.520023,-0.0686695,2.18791
-7472.58,0.99306,0.22696,4,31,0,7483.46,-1.58025,-4.23417,-1.93766,-4.0452,-3.19286,-0.739323,-0.314417,1.00969,0.573154,0.0222395,2.6771
-7469.79,0.914499,0.22696,3,7,0,7475.26,-1.53262,-4.28486,-2.00474,-4.03394,-3.26014,-0.761085,-0.323211,0.929932,0.528106,-0.099105,2.68012
-7466.1,0.877233,0.22696,3,15,0,7474.43,-1.38069,-4.53882,-2.15919,-4.07953,-3.39318,-0.801604,-0.289942,0.876162,0.412908,0.0656141,2.41026
-7465.4,0.982639,0.22696,5,31,0,7468.49,-1.41969,-4.50596,-2.2485,-4.30114,-3.28626,-0.843934,-0.417105,0.949664,0.455087,-0.0462501,2.34201
-7465.09,0.901571,0.22696,3,15,0,7469.55,-1.40181,-4.53354,-2.22824,-4.18474,-3.4766,-0.860214,-0.421896,0.858907,0.379177,-0.0769851,2.25082
-7469.08,0.808976,0.22696,4,31,0,7472.77,-1.30365,-4.28661,-2.22867,-4.5307,-3.45336,-0.904409,-0.439102,0.981732,0.272573,-0.0742665,2.3689
-7468.13,0.878884,0.22696,4,15,0,7475.41,-1.39789,-4.52129,-2.21859,-4.08963,-3.28623,-0.824299,-0.348834,0.781089,0.364973,-0.186794,2.34279
-7468.86,0.998406,0.22696,4,15,0,7471.44,-1.4564,-4.62143,-2.0205,-4.5505,-3.41266,-0.815316,-0.319514,0.966846,0.529996,-0.0403338,2.56313
-7469.72,0.955518,0.22696,5,31,0,7474.38,-1.46902,-4.24049,-2.13785,-3.80296,-3.40159,-0.781609,-0.396473,0.832316,0.316345,-0.0304786,2.35777
-7468.19,0.877613,0.22696,4,15,0,7473.42,-1.46722,-4.39233,-2.15652,-3.92173,-3.43341,-0.771863,-0.442604,0.850118,0.34252,-0.0961958,2.36005
