# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = dawid_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = examples/dawid/caries_dump.R
# init = 2 (Default)
# random
#   seed = 1906488832 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# chains
#   n_chains = 8
# num_threads = 20
# stanc_version = stanc3 a7f4b745
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,logit_pi,logit_alpha.1.1,logit_alpha.2.1,logit_alpha.3.1,logit_alpha.4.1,logit_alpha.5.1,logit_alpha.1.2,logit_alpha.2.2,logit_alpha.3.2,logit_alpha.4.2,logit_alpha.5.2
-7467.02,0.988731,0.224614,4,15,0,7471.15,-1.3761,-4.29203,-2.13988,-4.16607,-3.42446,-0.848848,-0.439248,0.801985,0.409997,0.0693643,2.40543
-7465.66,0.992409,0.224614,3,15,0,7470.85,-1.44927,-4.57791,-2.16905,-4.17154,-3.44912,-0.827569,-0.368603,0.876425,0.377706,-0.155873,2.37593
-7470.43,0.840287,0.224614,3,15,0,7475.32,-1.50543,-4.61482,-2.1788,-4.22261,-3.26117,-0.735867,-0.336747,0.932641,0.512547,0.182433,2.27259
-7469.58,0.839268,0.224614,5,31,0,7474.4,-1.36984,-4.55413,-2.21761,-4.23883,-3.46359,-0.879805,-0.459214,0.831846,0.152,-0.206002,2.55682
-7468.69,0.999614,0.224614,4,15,0,7475.02,-1.48564,-4.4253,-2.19396,-4.58637,-3.34149,-0.813694,-0.448398,1.09994,0.48976,-0.0287476,2.51341
-7471.31,0.869282,0.224614,4,31,0,7475.67,-1.36017,-4.48414,-2.20903,-4.03277,-3.4371,-0.764097,-0.395307,0.842181,0.515059,0.0447886,2.03956
-7469.58,0.94197,0.224614,5,31,0,7476.9,-1.36874,-4.6027,-2.13019,-3.93016,-3.45046,-0.874929,-0.51477,0.785882,0.417333,-0.0111268,2.50905
-7470.17,0.989589,0.224614,5,31,0,7475.39,-1.31772,-4.48084,-2.22802,-4.79288,-3.36841,-0.831944,-0.374713,0.851914,0.251938,-0.178688,2.08339
-7465.44,1,0.224614,4,15,0,7472.04,-1.47047,-4.44336,-2.11078,-4.27939,-3.45981,-0.811475,-0.369903,0.91788,0.526279,0.0521061,2.5108
-7468.44,0.815419,0.224614,4,15,0,7470.95,-1.50317,-4.48931,-2.06127,-4.05395,-3.3832,-0.831647,-0.432491,0.95663,0.39788,0.0783837,2.70934
-7473.06,0.817471,0.224614,4,15,0,7479.44,-1.42059,-4.55018,-2.09919,-4.0356,-3.2438,-0.744447,-0.340294,0.792893,0.249827,-0.00112366,2.1052
-7471.73,0.992638,0.224614,4,15,0,7476.97,-1.46975,-4.59632,-2.0922,-3.96358,-3.37614,-0.722642,-0.196486,1.04534,0.541491,-0.0359455,2.06311
-7469.7,1,0.224614,4,15,0,7474.2,-1.50196,-4.74325,-2.08849,-4.0644,-3.29386,-0.718796,-0.368757,1.04934,0.407835,0.0324311,2.27276
-7469.53,0.857292,0.224614,5,31,0,7475.19,-1.39819,-4.20868,-2.21212,-4.30332,-3.37687,-0.910616,-0.460874,0.957726,0.392576,0.0511771,2.6561
-7467.71,0.981093,0.224614,4,31,0,7473.29,-1.44109,-4.4379,-2.17506,-4.56727,-3.29254,-0.74465,-0.390139,0.9187,0.475616,0.0582256,2.39375
-7471.91,0.746391,0.224614,4,31,0,7477.82,-1.3684,-4.52983,-2.27132,-4.2554,-3.29073,-0.820306,-0.24536,0.99213,0.368058,0.090621,2.06999
-7473.25,0.894979,0.224614,5,31,0,7485.17,-1.35092,-4.99057,-2.2435,-4.95272,-3.56322,-0.820251,-0.351292,0.885045,0.286699,-0.250319,2.35714
-7471.21,0.998559,0.224614,4,31,0,7476.38,-1.3467,-4.74265,-2.29714,-4.60202,-3.42646,-0.90533,-0.597547,0.901095,0.290192,-0.263453,2.21183
-7467.56,0.997892,0.224614,4,15,0,7475.57,-1.38135,-4.63693,-2.2065,-4.2199,-3.20333,-0.872413,-0.45686,0.942305,0.353631,-0.0404872,2.28021
-7468.91,0.95971,0.224614,4,31,0,7471.72,-1.40947,-4.94029,-2.19948,-4.33064,-3.54432,-0.771783,-0.342521,0.81673,0.522783,0.0140861,2.40354
-7467.93,0.895914,0.224614,4,15,0,7472.07,-1.46217,-4.82181,-2.19867,-4.27411,-3.57795,-0.779675,-0.276858,0.888466,0.404271,-0.0521235,2.25667
-7468.09,1,0.224614,5,31,0,7472.82,-1.44796,-4.18617,-2.20995,-4.35866,-3.56649,-0.789096,-0.397812,1.04987,0.376089,0.0270384,2.25989
-7468.23,0.956894,0.224614,5,31,0,7474.23,-1.41845,-4.19581,-2.0878,-3.95842,-3.42794,-0.787188,-0.386944,0.826916,0.4198,-0.0285325,2.61077
-7468.38,0.774702,0.224614,5,31,0,7475.74,-1.44368,-4.74583,-2.13091,-4.40325,-3.32504,-0.809642,-0.290332,1.07398,0.579256,-0.0542544,2.23337
-7465.57,0.913872,0.224614,5,31,0,7471.62,-1.34545,-4.54849,-2.16172,-4.32363,-3.61015,-0.852408,-0.396106,0.809884,0.342051,-0.00357055,2.32387
-7467.7,0.864045,0.224614,4,31,0,7470.8,-1.42482,-4.99434,-2.18413,-4.29095,-3.56549,-0.811865,-0.395842,0.756729,0.346791,-0.0299412,2.27054
-7470.13,0.719362,0.224614,4,31,0,7472.57,-1.40264,-5.06956,-2.11079,-4.24926,-3.43227,-0.779296,-0.399479,1.00219,0.278681,0.0330406,2.36501
-7469.39,0.922232,0.224614,4,15,0,7475.69,-1.48244,-4.6896,-2.15006,-4.07155,-3.32195,-0.787414,-0.358906,0.88394,0.598149,-0.124157,2.19261
-7472.85,0.927019,0.224614,5,31,0,7482.63,-1.47174,-4.01993,-2.22046,-4.06289,-3.28027,-0.764388,-0.489432,0.976949,0.540319,0.0401185,2.86287
-7471.27,0.999461,0.224614,4,15,0,7477.76,-1.49504,-4.04948,-2.04833,-4.00109,-3.1326,-0.823179,-0.421782,1.06842,0.507882,-0.00938066,2.39719
-7466.72,1,0.224614,4,15,0,7474.55,-1.36448,-4.67029,-2.31094,-4.25241,-3.3882,-0.842874,-0.449493,0.86895,0.29461,-0.0943389,2.51335
-7465.45,0.954477,0.224614,4,15,0,7468.56,-1.39415,-4.64082,-2.26625,-4.19342,-3.43766,-0.818415,-0.362887,0.987189,0.397028,-0.0504141,2.48996
-7474.16,0.631021,0.224614,4,31,0,7479.37,-1.52678,-4.25798,-2.10573,-3.63578,-3.44698,-0.737585,-0.167959,1.099,0.599105,0.0889099,2.21516
-7469.33,0.996169,0.224614,5,31,0,7478.24,-1.43134,-4.44102,-2.09306,-4.19783,-3.25868,-0.855055,-0.314425,0.951015,0.503935,-0.113507,2.90466
-7468.43,0.979663,0.224614,4,15,0,7473.45,-1.41962,-4.4548,-2.10875,-4.28392,-3.36508,-0.854122,-0.432513,0.911926,0.461349,-0.0907946,2.86973
-7465.76,0.930644,0.224614,4,15,0,7474.09,-1.43679,-4.55884,-2.08943,-4.30093,-3.47144,-0.775949,-0.318768,0.859963,0.369662,-0.0190715,2.36748
-7475.33,0.91726,0.224614,4,15,0,7479.76,-1.40963,-4.78044,-2.19518,-4.35202,-3.72209,-0.775308,-0.34692,0.584312,0.312086,0.0289328,2.02178
-7475.58,0.969375,0.224614,4,31,0,7480.69,-1.41472,-4.87865,-2.20155,-4.29982,-3.76857,-0.781629,-0.368095,0.58932,0.400276,-0.0193003,2.03631
-7468.08,0.977615,0.224614,4,15,0,7478.33,-1.39801,-4.76278,-2.08492,-4.3601,-3.52939,-0.763195,-0.355468,0.869131,0.535668,-0.00599661,2.23257
-7471.19,0.87859,0.224614,5,31,0,7474.11,-1.35524,-4.67143,-2.27351,-4.47115,-3.57693,-0.911209,-0.585346,0.706613,0.261443,0.0490793,2.31801
-7471.4,0.981531,0.224614,4,15,0,7477.2,-1.42636,-4.29377,-2.11614,-4.23683,-3.65554,-0.741993,-0.393214,0.935676,0.645209,0.0270656,2.34463
-7468.69,0.841952,0.224614,4,15,0,7478.19,-1.4491,-4.3325,-2.10531,-4.38316,-3.44884,-0.76832,-0.283345,1.06647,0.349089,0.0681371,2.34877
-7468.88,0.997219,0.224614,5,31,0,7471.12,-1.3526,-4.56776,-2.24195,-4.06369,-3.53832,-0.905768,-0.458861,0.755832,0.397783,-0.0884974,2.48905
-7469.92,0.970996,0.224614,4,15,0,7473.29,-1.3204,-4.59778,-2.29109,-4.21393,-3.55224,-0.915416,-0.407283,1.03771,0.331035,-0.13755,2.50343
-7477.34,0.816293,0.224614,4,31,0,7484.51,-1.33953,-4.46387,-2.17253,-5.44648,-3.5966,-0.736439,-0.416878,0.706932,0.402258,-0.01363,1.99638
-7474.98,0.974272,0.224614,4,15,0,7481.33,-1.39951,-4.61849,-2.2176,-5.23063,-3.49908,-0.774054,-0.442618,0.795589,0.338516,-0.129244,1.88603
-7476.47,0.727657,0.224614,4,15,0,7484.48,-1.29536,-4.51037,-2.1428,-5.3522,-3.46472,-0.905276,-0.446092,0.826377,0.399139,-0.0141167,2.58922
-7472.82,0.901966,0.224614,4,15,0,7481.02,-1.28167,-4.69246,-2.19064,-5.17641,-3.6351,-0.854817,-0.496221,0.710628,0.251823,-0.220858,2.36766
-7476.83,0.667561,0.224614,4,31,0,7487.36,-1.35146,-4.3478,-2.09677,-4.59194,-3.94297,-0.904654,-0.507183,1.00872,0.388832,0.0340852,2.18146
-7471.39,0.998188,0.224614,4,15,0,7480.12,-1.42893,-4.37391,-2.20597,-4.15576,-3.52123,-0.757855,-0.375632,0.637846,0.343792,-0.0102974,2.37625
-7467.58,0.961957,0.224614,4,15,0,7477.05,-1.50884,-4.62115,-2.11929,-4.12343,-3.3518,-0.792678,-0.208563,1.08918,0.576856,-0.00160038,2.33442
-7465.12,0.940768,0.224614,4,15,0,7469.02,-1.44811,-4.58759,-2.18179,-4.19256,-3.45607,-0.803227,-0.315994,0.823613,0.404713,-0.041713,2.36909
-7466.01,0.952494,0.224614,4,15,0,7468.69,-1.37142,-4.42161,-2.18014,-4.24075,-3.33837,-0.788177,-0.331627,0.834702,0.402949,-0.0917178,2.30122
-7470.85,0.846697,0.224614,4,15,0,7473.62,-1.51202,-5.06215,-2.19602,-4.09955,-3.44243,-0.84933,-0.278579,0.977157,0.326198,-0.0666361,2.37855
-7468.14,0.915275,0.224614,4,15,0,7476.38,-1.3404,-4.58522,-2.17716,-4.25119,-3.60039,-0.80951,-0.509017,0.718389,0.343542,0.0125419,2.17517
-7469.59,0.991198,0.224614,4,31,0,7473.49,-1.30975,-4.80508,-2.08929,-4.47403,-3.58711,-0.814833,-0.521136,0.746592,0.33652,-0.078373,2.4217
-7467.43,1,0.224614,4,15,0,7471.67,-1.46654,-4.36437,-2.11697,-4.57565,-3.5466,-0.828162,-0.365773,0.848308,0.389194,-0.0300927,2.23444
-7468.76,0.916534,0.224614,4,15,0,7471.39,-1.37989,-4.55237,-2.08504,-4.78215,-3.48583,-0.764705,-0.435335,0.81002,0.472625,-0.0680492,2.359
-7467.36,0.811611,0.224614,4,31,0,7474.91,-1.51986,-4.41313,-2.1519,-4.13993,-3.39382,-0.810427,-0.225024,0.99899,0.410668,0.10218,2.52864
-7467.23,0.915324,0.224614,4,31,0,7472.33,-1.46443,-4.42043,-2.079,-4.3382,-3.33655,-0.840297,-0.275361,0.93361,0.427953,0.105868,2.49957
-7467.43,0.992964,0.224614,4,15,0,7470.53,-1.42113,-4.47076,-2.17136,-4.15304,-3.30554,-0.793928,-0.326073,0.920077,0.34047,-0.0836826,2.80232
-7465.95,0.982969,0.224614,4,15,0,7469.88,-1.49245,-4.45848,-2.15528,-3.92999,-3.29369,-0.783115,-0.230448,0.981188,0.447985,0.0180219,2.44566
-7468.41,0.970025,0.224614,5,31,0,7472.65,-1.38054,-4.49259,-2.22811,-4.70003,-3.56611,-0.854953,-0.420834,0.740783,0.479038,-0.0207492,2.16516
-7472.62,0.770166,0.224614,4,31,0,7478.87,-1.43543,-4.5324,-2.27787,-4.68701,-3.49928,-0.794679,-0.282518,1.12625,0.427023,-0.136563,2.16884
-7471.53,0.943525,0.224614,4,15,0,7477.46,-1.44752,-4.71029,-2.21004,-4.49605,-3.32015,-0.829265,-0.499972,1.12764,0.536121,0.0614243,2.31066
-7471,0.924876,0.224614,4,15,0,7477.21,-1.41571,-4.73868,-2.2723,-4.52751,-3.44404,-0.768856,-0.479074,0.870074,0.314127,-0.208013,2.56394
-7469.31,0.973346,0.224614,3,15,0,7476.02,-1.39052,-4.5024,-2.27621,-4.58074,-3.27749,-0.828056,-0.302221,0.763621,0.415912,-0.0169807,2.29896
-7468.35,0.90188,0.224614,5,31,0,7472.69,-1.39423,-4.57691,-2.09802,-4.37893,-3.55583,-0.832834,-0.324875,1.02035,0.393182,0.116076,2.38822
-7467.58,0.990491,0.224614,5,31,0,7471.18,-1.43119,-4.63587,-2.08066,-4.01808,-3.26984,-0.806906,-0.3891,1.04637,0.382078,-0.126584,2.39374
-7466,0.983803,0.224614,4,15,0,7468.78,-1.45745,-4.68921,-2.14859,-4.19464,-3.25676,-0.800752,-0.388953,0.891247,0.443835,0.0522622,2.45981
-7467.36,0.989556,0.224614,4,15,0,7469.07,-1.40789,-4.51491,-2.26615,-4.07874,-3.22107,-0.828441,-0.407214,1.07928,0.405511,0.000550886,2.36844
-7465.21,0.847865,0.224614,5,31,0,7471.48,-1.4322,-4.5642,-2.19468,-4.09954,-3.33109,-0.808491,-0.274173,0.982331,0.353797,-0.0217507,2.44215
-7469.77,0.91788,0.224614,4,31,0,7473.77,-1.38314,-4.45258,-2.26722,-4.60562,-3.35842,-0.750312,-0.302615,1.01238,0.404382,0.0263299,2.35813
-7469.11,0.787995,0.224614,4,15,0,7474.42,-1.43161,-4.48837,-2.25591,-4.51112,-3.38268,-0.772156,-0.460306,1.00778,0.506958,-0.188504,2.24134
-7471.08,0.499508,0.224614,4,31,0,7482.6,-1.40969,-4.32872,-2.10125,-3.84299,-3.3796,-0.838919,-0.498098,0.824484,0.541529,-0.0126404,2.46519
-7465.94,0.988659,0.224614,4,15,0,7473.16,-1.38494,-4.5988,-2.14918,-4.14163,-3.45713,-0.795581,-0.251941,0.9123,0.36685,-0.0377234,2.35599
-7467.19,0.92897,0.224614,5,31,0,7470.3,-1.44281,-4.50544,-2.12697,-4.23719,-3.32812,-0.770202,-0.292587,0.955437,0.338706,0.0805117,2.24499
